地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13107,墨田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,13058,21003,231853,196046,5144,5194,13904,6804,7489,15009,202479,174867,306,324,1732,1223,2434,2588,12584,8322,640,779,4356,3205,3072,4575,47990,39412,280,818,13801,12937,220,1118,22209,20953,101,1473,17758,17185,41,425,9035,8894,20,1214,24084,20469,18,1032,41867,35823,5868,7143,48612,35966,6816,9435,87575,71910,6995,11104,109255,92484,7060,11704,121638,104427,425,800,15470,14375
4,13107,墨田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,9824,10013,26607,11235,4835,4865,10410,3741,4760,4912,15503,7113,244,247,678,330,1984,2014,6012,2773,468,480,1508,721,1736,1795,6227,2812,67,70,288,115,42,45,168,54,8,8,24,9,5,5,14,7,-,-,-,-,1,1,1,1,4219,4315,13586,6259,4511,4618,14767,6771,4547,4657,14904,6813,4549,4659,14905,6814,229,236,694,381
4,13107,墨田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,1395,1579,11712,9109,221,229,1655,1377,1095,1263,9426,7249,37,39,311,235,274,303,2264,1785,102,117,842,668,574,655,5006,3817,37,47,376,264,22,24,195,144,4,4,32,26,2,2,23,17,-,-,-,-,1,4,9,-,879,984,7450,5792,1031,1168,8866,6814,1048,1187,9008,6926,1050,1189,9026,6939,79,87,631,483
4,13107,墨田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,874,1232,14658,11923,70,74,1050,950,756,1099,12858,10295,17,21,290,260,125,167,1963,1622,49,71,815,670,403,558,7258,5570,54,89,884,751,24,42,380,314,12,16,199,181,3,4,44,38,-,-,-,-,1,1,17,11,490,654,8539,6684,665,936,11483,9098,679,959,11705,9289,685,966,11810,9385,48,59,750,678
4,13107,墨田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,285,516,7648,6763,15,18,363,344,262,488,7042,6215,3,4,83,75,28,41,771,664,8,13,195,179,146,275,3898,3437,32,50,900,762,20,31,543,484,5,25,146,130,4,7,101,98,-,-,-,-,-,-,-,-,129,220,3455,3027,224,392,6037,5282,240,432,6478,5676,243,442,6565,5760,8,10,243,204
4,13107,墨田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,230,604,9968,8753,2,2,73,70,214,577,9212,8119,2,3,67,65,14,35,559,488,6,14,251,236,107,281,4715,4036,34,87,1402,1290,29,93,1271,1166,8,28,363,310,3,7,120,110,2,3,88,77,-,-,-,-,80,227,3546,2968,175,455,7494,6573,195,522,8386,7391,202,546,8714,7671,14,25,683,564
4,13107,墨田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,198,747,14627,13731,-,-,-,-,178,672,13224,12414,1,5,52,51,7,18,481,458,4,9,271,264,63,211,4646,4350,32,115,2374,2270,34,121,2630,2401,21,97,1656,1552,5,34,299,282,2,25,201,193,1,1,95,85,44,137,3237,3024,117,395,8636,8179,147,511,10881,10206,163,579,12169,11397,20,75,1403,1317
4,13107,墨田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,157,1167,26625,25468,-,-,-,-,137,1092,22859,21875,2,5,251,207,1,3,120,118,3,75,474,467,28,204,4237,4015,20,142,3393,3323,36,251,5946,5582,30,353,5276,5078,6,34,1283,1257,5,13,921,886,2,4,447,444,19,200,2558,2470,66,479,10181,9795,102,821,16481,15720,121,1039,19868,18961,20,75,3766,3593
4,13107,墨田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,66,1535,34321,33184,1,6,353,322,60,1439,30757,29781,-,-,-,-,1,7,414,414,-,-,-,-,12,492,6767,6151,3,104,1956,1939,10,183,4548,4457,10,128,5018,4952,13,332,7151,7085,5,78,1986,1937,2,12,891,861,6,334,4039,3552,22,738,11618,10922,29,851,15725,14983,37,924,19545,18755,5,90,3211,3081
4,13107,墨田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,16,1537,29857,21425,-,-,-,-,15,1453,28041,19623,-,-,-,-,-,-,-,-,-,-,-,-,2,72,2202,2190,-,-,-,-,1,36,1029,1029,2,660,2713,2692,-,-,-,-,3,148,6649,4143,6,534,14181,8305,2,72,2202,2190,3,108,3231,3219,4,726,4926,4901,5,768,5944,5911,1,84,1816,1802
