地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13362,1336200000,利島村,,,利島村,1,1000,民営,143,99,44,22,17,5,5,-,5,21,17,4,95,65,30,86,60,26,57,43,14,29,17,12,9,5,4,-,-,-,-,-,-,143,99,44
4,13362,1336200000,利島村,,,利島村,2,1100,個人,33,20,13,22,17,5,5,-,5,-,-,-,6,3,3,2,1,1,2,1,1,-,-,-,4,2,2,-,-,-,-,-,-,33,20,13
4,13362,1336200000,利島村,,,利島村,3,1210,会社,69,55,14,-,-,-,-,-,-,17,13,4,52,42,10,52,42,10,32,28,4,20,14,6,-,-,-,-,-,-,-,-,-,69,55,14
4,13362,1336200000,利島村,,,利島村,3,1220,会社以外の法人,41,24,17,-,-,-,-,-,-,4,4,-,37,20,17,32,17,15,23,14,9,9,3,6,5,3,2,-,-,-,-,-,-,41,24,17
4,13362,1336200000,利島村,,,利島村,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13362,1336299999,利島村,利島村その他,,利島村その他,1,1000,民営,143,99,44,22,17,5,5,-,5,21,17,4,95,65,30,86,60,26,57,43,14,29,17,12,9,5,4,-,-,-,-,-,-,143,99,44
5,13362,1336299999,利島村,利島村その他,,利島村その他,2,1100,個人,33,20,13,22,17,5,5,-,5,-,-,-,6,3,3,2,1,1,2,1,1,-,-,-,4,2,2,-,-,-,-,-,-,33,20,13
5,13362,1336299999,利島村,利島村その他,,利島村その他,3,1210,会社,69,55,14,-,-,-,-,-,-,17,13,4,52,42,10,52,42,10,32,28,4,20,14,6,-,-,-,-,-,-,-,-,-,69,55,14
5,13362,1336299999,利島村,利島村その他,,利島村その他,3,1220,会社以外の法人,41,24,17,-,-,-,-,-,-,4,4,-,37,20,17,32,17,15,23,14,9,9,3,6,5,3,2,-,-,-,-,-,-,41,24,17
5,13362,1336299999,利島村,利島村その他,,利島村その他,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成26年経済センサス-基礎調査報告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第24表　区市町村、町丁目、経営組織（4区分）、従業上の地位（6区分）、男女別従業者数、出向・派遣従業者数及び事業従事者数-民営-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注）従業者数等の人数には、男女別が不詳の者が含まれるため、男性と女性の合計が総数に一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（4:区市町村　5:町・大字　6:丁目・字）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
経営組織階層（1:民営　2:個人・法人でない団体　3:会社・会社以外の法人）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
