地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13117,1311700000,北区,,,北区,1,1000,民営,130383,76161,53752,4967,3590,1377,1344,283,1061,9681,6909,2772,114391,65379,48542,109622,63295,45857,68788,47642,20676,40834,15653,25181,4769,2084,2685,2931,2633,298,3068,1880,1188,130520,75408,54642
4,13117,1311700000,北区,,,北区,2,1100,個人,12657,6103,6554,4967,3590,1377,1344,283,1061,-,-,-,6346,2230,4116,5856,2065,3791,2881,1156,1725,2975,909,2066,490,165,325,26,14,12,31,13,18,12662,6102,6560
4,13117,1311700000,北区,,,北区,3,1210,会社,98701,62407,35824,-,-,-,-,-,-,8935,6375,2560,89766,56032,33264,85955,54257,31228,53923,41391,12062,32032,12866,19166,3811,1775,2036,2886,2603,283,2842,1791,1051,98657,61595,36592
4,13117,1311700000,北区,,,北区,3,1220,会社以外の法人,18803,7566,11237,-,-,-,-,-,-,720,514,206,18083,7052,11031,17625,6909,10716,11899,5059,6840,5726,1850,3876,458,143,315,19,16,3,187,70,117,18971,7620,11351
4,13117,1311700000,北区,,,北区,2,1300,法人でない団体,222,85,137,-,-,-,-,-,-,26,20,6,196,65,131,186,64,122,85,36,49,101,28,73,10,1,9,-,-,-,8,6,2,230,91,139
5,13117,1311701200,北区,北区赤羽,,北区赤羽,1,1000,民営,13383,6715,6659,405,262,143,95,24,71,780,555,225,12103,5874,6220,11210,5562,5639,5667,3699,1959,5543,1863,3680,893,312,581,279,190,89,275,126,149,13379,6651,6719
5,13117,1311701200,北区,北区赤羽,,北区赤羽,2,1100,個人,1208,546,662,405,262,143,95,24,71,-,-,-,708,260,448,642,239,403,324,144,180,318,95,223,66,21,45,2,-,2,5,1,4,1211,547,664
5,13117,1311701200,北区,北区赤羽,,北区赤羽,3,1210,会社,11577,5952,5616,-,-,-,-,-,-,727,515,212,10850,5437,5404,10053,5152,4892,4987,3424,1554,5066,1728,3338,797,285,512,277,190,87,266,124,142,11566,5886,5671
5,13117,1311701200,北区,北区赤羽,,北区赤羽,3,1220,会社以外の法人,578,216,362,-,-,-,-,-,-,52,39,13,526,177,349,496,171,325,356,131,225,140,40,100,30,6,24,-,-,-,4,1,3,582,217,365
5,13117,1311701200,北区,北区赤羽,,北区赤羽,2,1300,法人でない団体,20,1,19,-,-,-,-,-,-,1,1,-,19,-,19,19,-,19,-,-,-,19,-,19,-,-,-,-,-,-,-,-,-,20,1,19
6,13117,1311701201,北区,北区赤羽,１丁目,北区赤羽１丁目,1,1000,民営,7644,3789,3846,240,158,82,53,10,43,403,282,121,6948,3339,3600,6244,3110,3125,2727,1849,869,3517,1261,2256,704,229,475,148,91,57,60,27,33,7556,3725,3822
6,13117,1311701201,北区,北区赤羽,１丁目,北区赤羽１丁目,2,1100,個人,762,335,427,240,158,82,53,10,43,-,-,-,469,167,302,415,151,264,213,95,118,202,56,146,54,16,38,2,-,2,5,1,4,765,336,429
6,13117,1311701201,北区,北区赤羽,１丁目,北区赤羽１丁目,3,1210,会社,6689,3364,3316,-,-,-,-,-,-,378,264,114,6311,3100,3202,5675,2892,2774,2420,1704,707,3255,1188,2067,636,208,428,146,91,55,54,26,28,6597,3299,3289
6,13117,1311701201,北区,北区赤羽,１丁目,北区赤羽１丁目,3,1220,会社以外の法人,173,89,84,-,-,-,-,-,-,24,17,7,149,72,77,135,67,68,94,50,44,41,17,24,14,5,9,-,-,-,1,-,1,174,89,85
6,13117,1311701201,北区,北区赤羽,１丁目,北区赤羽１丁目,2,1300,法人でない団体,20,1,19,-,-,-,-,-,-,1,1,-,19,-,19,19,-,19,-,-,-,19,-,19,-,-,-,-,-,-,-,-,-,20,1,19
6,13117,1311701202,北区,北区赤羽,２丁目,北区赤羽２丁目,1,1000,民営,5482,2809,2673,147,90,57,38,13,25,336,246,90,4961,2460,2501,4791,2378,2413,2832,1791,1041,1959,587,1372,170,82,88,131,99,32,204,88,116,5555,2798,2757
6,13117,1311701202,北区,北区赤羽,２丁目,北区赤羽２丁目,2,1100,個人,410,189,221,147,90,57,38,13,25,-,-,-,225,86,139,218,82,136,104,45,59,114,37,77,7,4,3,-,-,-,-,-,-,410,189,221
6,13117,1311701202,北区,北区赤羽,２丁目,北区赤羽２丁目,3,1210,会社,4714,2500,2214,-,-,-,-,-,-,310,226,84,4404,2274,2130,4243,2197,2046,2491,1670,821,1752,527,1225,161,77,84,131,99,32,201,87,114,4784,2488,2296
6,13117,1311701202,北区,北区赤羽,２丁目,北区赤羽２丁目,3,1220,会社以外の法人,358,120,238,-,-,-,-,-,-,26,20,6,332,100,232,330,99,231,237,76,161,93,23,70,2,1,1,-,-,-,3,1,2,361,121,240
6,13117,1311701202,北区,北区赤羽,２丁目,北区赤羽２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13117,1311701203,北区,北区赤羽,３丁目,北区赤羽３丁目,1,1000,民営,257,117,140,18,14,4,4,1,3,41,27,14,194,75,119,175,74,101,108,59,49,67,15,52,19,1,18,-,-,-,11,11,-,268,128,140
6,13117,1311701203,北区,北区赤羽,３丁目,北区赤羽３丁目,2,1100,個人,36,22,14,18,14,4,4,1,3,-,-,-,14,7,7,9,6,3,7,4,3,2,2,-,5,1,4,-,-,-,-,-,-,36,22,14
6,13117,1311701203,北区,北区赤羽,３丁目,北区赤羽３丁目,3,1210,会社,174,88,86,-,-,-,-,-,-,39,25,14,135,63,72,135,63,72,76,50,26,59,13,46,-,-,-,-,-,-,11,11,-,185,99,86
6,13117,1311701203,北区,北区赤羽,３丁目,北区赤羽３丁目,3,1220,会社以外の法人,47,7,40,-,-,-,-,-,-,2,2,-,45,5,40,31,5,26,25,5,20,6,-,6,14,-,14,-,-,-,-,-,-,47,7,40
6,13117,1311701203,北区,北区赤羽,３丁目,北区赤羽３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13117,1311701900,北区,北区赤羽北,,北区赤羽北,1,1000,民営,1929,1033,896,110,89,21,31,5,26,193,130,63,1595,809,786,1525,777,748,830,532,298,695,245,450,70,32,38,2,1,1,30,23,7,1957,1055,902
5,13117,1311701900,北区,北区赤羽北,,北区赤羽北,2,1100,個人,250,133,117,110,89,21,31,5,26,-,-,-,109,39,70,106,38,68,48,20,28,58,18,40,3,1,2,-,-,-,-,-,-,250,133,117
5,13117,1311701900,北区,北区赤羽北,,北区赤羽北,3,1210,会社,1470,846,624,-,-,-,-,-,-,180,123,57,1290,723,567,1224,692,532,626,468,158,598,224,374,66,31,35,2,1,1,30,23,7,1498,868,630
