地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13211,小平市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,3605,4313,50320,43088,1728,1740,4921,2560,1695,2281,33384,29180,127,146,883,688,742,865,5045,3738,179,197,1489,1049,480,639,6745,5495,41,74,1376,1240,34,92,1448,1306,9,60,2145,2113,3,23,3250,3238,3,19,1988,1936,2,20,7328,7005,1436,1709,11876,8962,1591,1986,16534,13097,1606,2028,18056,14572,1612,2073,19131,15629,182,292,12015,11348
4,13211,小平市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,2716,2763,6879,2675,1573,1580,3361,1224,1088,1126,3345,1374,89,93,214,81,573,583,1634,681,118,121,397,171,252,264,910,361,9,10,44,19,7,9,20,10,5,5,19,10,1,1,6,1,-,-,-,-,-,-,-,-,998,1024,3004,1229,1045,1077,3211,1319,1050,1082,3228,1324,1053,1085,3238,1333,55,57,173,77
4,13211,小平市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,424,481,3749,2758,115,117,880,733,271,312,2439,1764,19,27,153,127,94,103,744,588,33,36,335,205,101,113,887,680,12,14,106,82,3,3,26,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,231,262,1969,1492,261,295,2238,1694,262,296,2251,1703,262,296,2251,1703,38,52,430,261
4,13211,小平市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,214,272,3297,2862,32,34,470,428,151,201,2321,1995,9,13,124,105,42,59,640,555,18,23,286,245,60,73,924,782,4,4,64,52,5,7,88,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,147,1681,1444,136,177,2089,1781,138,179,2126,1814,138,179,2126,1814,31,37,506,439
4,13211,小平市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,88,133,2267,2014,8,9,210,175,66,107,1705,1524,3,3,82,77,17,30,445,396,4,6,98,93,29,46,734,657,5,6,137,121,2,3,53,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,68,1131,1016,59,93,1522,1365,60,94,1549,1388,60,94,1549,1388,14,17,352,315
4,13211,小平市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,68,133,2877,2617,-,-,-,-,58,117,2487,2231,5,7,200,193,11,23,470,417,4,7,174,150,21,42,923,820,6,10,278,233,5,11,204,184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,67,1436,1303,51,97,2212,1962,52,100,2249,1997,52,100,2249,1997,10,16,390,386
4,13211,小平市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,42,145,3175,2806,-,-,-,-,30,112,2240,1980,2,3,110,105,4,9,271,263,1,2,52,50,8,26,665,546,3,12,202,190,8,46,626,558,-,-,-,-,-,-,-,-,1,1,105,76,-,-,-,-,13,32,906,782,24,87,1806,1601,26,98,1926,1712,26,98,1926,1712,12,33,935,826
4,13211,小平市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,33,144,5786,5514,-,-,-,-,21,121,3541,3383,-,-,-,-,-,-,-,-,1,2,147,135,9,75,1702,1649,1,1,145,143,4,13,431,414,1,2,238,236,-,-,-,-,-,-,-,-,1,3,278,278,5,51,908,858,13,85,2215,2137,15,91,2425,2341,16,93,2663,2577,12,23,2245,2131
4,13211,小平市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,13,170,6545,6450,-,-,-,-,6,141,3230,3191,-,-,-,-,1,58,841,838,-,-,-,-,-,-,-,-,1,17,400,400,-,-,-,-,2,40,827,812,1,18,814,807,1,8,348,334,-,-,-,-,1,58,841,838,2,75,1241,1238,2,75,1241,1238,4,115,2068,2050,7,29,3315,3259
4,13211,小平市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,5,51,6265,6235,-,-,-,-,2,23,2596,2581,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,13,1061,1055,-,-,-,-,1,10,1535,1526,-,-,-,-,-,-,-,-,-,-,-,-,1,13,1061,1055,1,13,1061,1055,3,28,3669,3654
