地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13212,日野市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,3281,3935,48561,42280,1619,1635,4703,2472,1486,1990,35702,32463,124,139,817,624,660,711,3679,2491,166,188,1232,930,409,568,6162,5004,43,84,1447,1325,25,107,3092,2994,7,38,853,815,1,2,154,151,4,9,862,848,2,68,16741,16682,1283,1494,10513,7903,1415,1719,14247,11228,1430,1818,16693,13624,1434,1835,17282,14183,176,310,8156,7345
4,13212,日野市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,2554,2597,6317,2418,1470,1478,3001,997,1018,1052,3079,1303,100,104,255,102,526,541,1505,617,114,116,369,166,239,248,814,359,11,11,36,13,6,6,28,14,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,943,971,2818,1177,995,1025,3003,1270,996,1026,3007,1271,996,1026,3007,1271,66,67,237,118
4,13212,日野市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,318,351,2741,2036,97,99,787,623,190,220,1700,1215,10,11,76,64,70,80,597,453,30,33,243,182,69,78,679,449,7,9,71,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165,184,1487,1065,186,211,1666,1189,186,211,1666,1189,186,211,1666,1189,31,32,254,198
4,13212,日野市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,196,262,3198,2684,40,41,558,510,125,184,2088,1750,8,10,121,106,36,48,617,515,12,18,183,162,42,63,747,601,7,9,120,100,3,3,44,36,1,1,18,13,-,-,-,-,1,1,20,17,-,-,-,-,86,122,1422,1217,107,150,1815,1506,108,151,1832,1520,109,152,1850,1533,31,37,552,424
4,13212,日野市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,77,126,2042,1840,9,13,226,215,59,95,1575,1410,1,1,26,24,15,19,366,346,6,9,158,148,29,53,799,691,5,9,135,120,1,1,27,24,1,1,36,29,-,-,-,-,-,-,-,-,-,-,-,-,43,66,1097,1009,57,92,1511,1353,58,93,1547,1382,58,93,1547,1382,9,18,241,215
4,13212,日野市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,56,123,2343,2161,3,4,131,127,37,81,1493,1417,4,4,151,145,10,11,389,369,2,2,89,86,12,27,515,486,5,32,189,180,3,3,115,106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,33,1010,963,34,77,1376,1305,36,79,1448,1372,36,79,1448,1372,16,38,719,617
4,13212,日野市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,37,127,2953,2675,-,-,-,-,26,84,2122,1888,-,-,-,-,3,12,205,191,1,1,83,80,10,37,942,770,4,7,345,333,3,9,222,208,3,14,215,196,-,-,-,-,-,-,-,-,-,-,-,-,12,48,1095,912,20,61,1726,1512,22,69,1853,1638,24,80,2012,1778,11,43,831,787
4,13212,日野市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,29,162,4426,4246,-,-,-,-,21,131,2998,2937,1,9,188,183,-,-,-,-,1,9,107,106,6,49,897,882,4,7,551,538,6,35,771,748,1,17,172,171,1,2,154,151,-,-,-,-,-,-,-,-,8,67,1192,1171,13,84,1859,1825,19,126,2686,2628,19,126,2686,2628,8,31,1428,1309
4,13212,日野市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,11,106,5632,5583,-,-,-,-,8,75,3906,3861,-,-,-,-,-,-,-,-,-,-,-,-,2,13,769,766,-,-,-,-,3,50,1885,1858,1,5,412,406,-,-,-,-,2,7,840,831,-,-,-,-,1,3,392,389,3,19,1291,1268,5,63,2654,2624,6,68,3066,3030,3,31,1726,1722
4,13212,日野市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,1,13,2168,1955,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,13,2168,1955
