"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","両親","48","4.9","5.0"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","父または母","72","7.4","7.5"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","配偶者","696","71.3","72.9"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","子（未婚）","285","29.2","29.8"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","子（既婚）","45","4.6","4.7"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","兄弟・姉妹","53","5.4","5.5"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","孫","29","3.0","3.0"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","祖父または祖母","8","0.8","0.8"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","伯父（叔父）または伯母（叔母）","4","0.4","0.4"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","その他の親戚","5","0.5","0.5"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","その他","20","2.0","2.1"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","無回答","21","2.2",

"港区保健福祉基礎調査（身体障害者）・単純集計表・本人についてQ5","Ver202003",,,,,
