"年月[西暦]","調査項目","設問","基本政策","政策","選択肢","回答数[人]","構成比[%]"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(1)多様な人びとがいきいきと暮らせる都市ルールを確立する","十分","53","8.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(1)多様な人びとがいきいきと暮らせる都市ルールを確立する","まあ十分","247","37.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(1)多様な人びとがいきいきと暮らせる都市ルールを確立する","やや不十分","76","11.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(1)多様な人びとがいきいきと暮らせる都市ルールを確立する","不十分","39","5.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(1)多様な人びとがいきいきと暮らせる都市ルールを確立する","わからない","228","34.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(1)多様な人びとがいきいきと暮らせる都市ルールを確立する","無回答","15","2.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(2)魅力的な都心生活の舞台をつくる","十分","74","11.2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(2)魅力的な都心生活の舞台をつくる","まあ十分","270","41.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(2)魅力的な都心生活の舞台をつくる","やや不十分","102","15.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(2)魅力的な都心生活の舞台をつくる","不十分","65","9.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(2)魅力的な都心生活の舞台をつくる","わからない","131","19.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(2)魅力的な都心生活の舞台をつくる","無回答","16","2.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(3)世界に開かれた先駆的で活力のあるまちの基盤を整備する","十分","83","12.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(3)世界に開かれた先駆的で活力のあるまちの基盤を整備する","まあ十分","241","36.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(3)世界に開かれた先駆的で活力のあるまちの基盤を整備する","やや不十分","126","19.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(3)世界に開かれた先駆的で活力のあるまちの基盤を整備する","不十分","88","13.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(3)世界に開かれた先駆的で活力のあるまちの基盤を整備する","わからない","103","15.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(3)世界に開かれた先駆的で活力のあるまちの基盤を整備する","無回答","17","2.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(4)快適な暮らしを支える交通まちづくりを進める","十分","125","19.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(4)快適な暮らしを支える交通まちづくりを進める","まあ十分","271","41.2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(4)快適な暮らしを支える交通まちづくりを進める","やや不十分","147","22.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(4)快適な暮らしを支える交通まちづくりを進める","不十分","49","7.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(4)快適な暮らしを支える交通まちづくりを進める","わからない","54","8.2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(4)快適な暮らしを支える交通まちづくりを進める","無回答","12","1.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(5)自助・共助・公助により災害に強い都心づくりを進める","十分","46","7.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(5)自助・共助・公助により災害に強い都心づくりを進める","まあ十分","206","31.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(5)自助・共助・公助により災害に強い都心づくりを進める","やや不十分","142","21.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(5)自助・共助・公助により災害に強い都心づくりを進める","不十分","66","10.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(5)自助・共助・公助により災害に強い都心づくりを進める","わからない","181","27.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(5)自助・共助・公助により災害に強い都心づくりを進める","無回答","17","2.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(6) 安全で安心して暮らせる都心をつくる","十分","63","9.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(6) 安全で安心して暮らせる都心をつくる","まあ十分","255","38.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(6) 安全で安心して暮らせる都心をつくる","やや不十分","151","22.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(6) 安全で安心して暮らせる都心をつくる","不十分","56","8.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(6) 安全で安心して暮らせる都心をつくる","わからない","118","17.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策１）都心の活力と安全・安心・快適な暮らしを支えるまちをつくる","政策(6) 安全で安心して暮らせる都心をつくる","無回答","15","2.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (7) 循環型社会の構築による活力ある都心づくりを進める","十分","59","9.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (7) 循環型社会の構築による活力ある都心づくりを進める","まあ十分","275","41.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (7) 循環型社会の構築による活力ある都心づくりを進める","やや不十分","135","20.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (7) 循環型社会の構築による活力ある都心づくりを進める","不十分","38","5.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (7) 循環型社会の構築による活力ある都心づくりを進める","わからない","134","20.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (7) 循環型社会の構築による活力ある都心づくりを進める","無回答","17","2.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (8) 緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","十分","70","10.6"
