"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","余暇活動、文化芸術活動について","Q11. あなたは、この１年間に、自宅以外の場所で、次のようなジャンルの文化芸術を鑑賞しましたか。（あてはまるものすべてに○）","音楽（コンサート・オペラなど）","441","31.6","33.3"
"202003","余暇活動、文化芸術活動について","Q11. あなたは、この１年間に、自宅以外の場所で、次のようなジャンルの文化芸術を鑑賞しましたか。（あてはまるものすべてに○）","演劇やミュージカル","215","15.4","16.2"
"202003","余暇活動、文化芸術活動について","Q11. あなたは、この１年間に、自宅以外の場所で、次のようなジャンルの文化芸術を鑑賞しましたか。（あてはまるものすべてに○）","舞踊（日本舞踊・バレエ・ダンスなど）","87","6.2","6.6"
"202003","余暇活動、文化芸術活動について","Q11. あなたは、この１年間に、自宅以外の場所で、次のようなジャンルの文化芸術を鑑賞しましたか。（あてはまるものすべてに○）","伝統芸能（歌舞伎・文楽・能・狂言など）","149","10.7","11.2"
"202003","余暇活動、文化芸術活動について","Q11. あなたは、この１年間に、自宅以外の場所で、次のようなジャンルの文化芸術を鑑賞しましたか。（あてはまるものすべてに○）","演芸（落語・漫才など）","110","7.9","8.3"
"202003","余暇活動、文化芸術活動について","Q11. あなたは、この１年間に、自宅以外の場所で、次のようなジャンルの文化芸術を鑑賞しましたか。（あてはまるものすべてに○）","美術（絵画展・陶芸など美術品展示・写真展など）","556","39.9","41.9"
"202003","余暇活動、文化芸術活動について","Q11. あなたは、この１年間に、自宅以外の場所で、次のようなジャンルの文化芸術を鑑賞しましたか。（あてはまるものすべてに○）","映画（アニメは除く）","524","37.6","39.5"
"202003","余暇活動、文化芸術活動について","Q11. あなたは、この１年間に、自宅以外の場所で、次のようなジャンルの文化芸術を鑑賞しましたか。（あてはまるものすべてに○）","メディア芸術（映像やＩＴ技術を使った作品・アニメ作品など）","76","5.5","5.7"
"202003","余暇活動、文化芸術活動について","Q11. あなたは、この１年間に、自宅以外の場所で、次のようなジャンルの文化芸術を鑑賞しましたか。（あてはまるものすべてに○）","生活文化（華道展・書道展・ファッションショーなど）","143","10.3","10.8"
"202003","余暇活動、文化芸術活動について","Q11. あなたは、この１年間に、自宅以外の場所で、次のようなジャンルの文化芸術を鑑賞しましたか。（あてはまるものすべてに○）","１～９で鑑賞したものはない","381","27.3","28.7"
"202003","余暇活動、文化芸術活動について","Q11. あなたは、この１年間に、自宅以外の場所で、次のようなジャンルの文化芸術を鑑賞しましたか。（あてはまるものすべてに○）","無回答","68","4.9",

"港区保健福祉基礎調査（身体障害者）・単純集計表・余暇活動文化芸術活動についてQ11","Ver202003",,,,,
