"保険者番号","保険者別","料(税)率／所得割(%)","料(税)率／資産割(%)","料(税)率／均等割(円)","料(税)率／平等割(円)","料(税)率／その他","賦課限度額(千円)","賦課期日現在／所得割の課税対象額(千円)","賦課期日現在／資産割の課税対象額(千円)","賦課期日現在／課税対象世帯数(世帯)","賦課期日現在／課税対象被保険者数(人)","賦課期日現在／軽減世帯数(世帯)","賦課期日現在／災害等による減免世帯数(世帯)","賦課期日現在／その他の減免世帯数(世帯)","賦課期日現在／限度額を超える世帯数(世帯)","所得割の算定基礎","資産割の算定基礎","備考"
"40","奥多摩町","1.40","","8000","","","170","912373","","999","1615","515","0","4","1","イ","","-課税(賦課)標準-"
"42","日野市","1.20","","6000","","","170","37275615","","27849","45113","12461","2","212","259","イ","",""
"44","多摩市","1.40","","10000","","","170","33969828","","24510","38809","10618","2","211","298","イ","","所得割の算定基礎"
"45","稲城市","1.18","","5500","","","170","18459720","","11778","19541","4635","0","79","130","イ","",""
"46","国立市","1.20","","7600","","","140","19456757","","11914","18869","5112","7","76","452","イ","","イ 旧ただし書方式による基礎控除後の金額"
"47","狛江市","1.50","","13500","","","170","19721828","","13439","20362","5550","2","105","265","イ","",""
"48","小金井市","1.95","","14000","","","170","25844105","","17405","26402","6941","0","239","540","イ","",""
"49","国分寺市","1.37","","12000","","","160","29784379","","17652","27166","6882","0","174","666","イ","",""
"51","武蔵村山市","1.44","","8200","","","140","15779310","","12463","22518","5699","6","17","187","イ","","ロ 本文方式による所得控除及び基礎控除後の金額"
"52","東大和市","1.60","","7500","","","140","18105048","","13764","23202","5965","0","81","255","イ","",""
"53","東村山市","1.50","","8400","","","170","30236867","","23947","38571","10662","1","172","310","イ","",""
"54","清瀬市","1.17","","4000","","","140","15460655","","12168","20025","5474","4","68","122","イ","",""
"55","東久留米市","1.90","","10600","2700","","170","25850587","","19108","31387","8530","0","152","393","イ","",""
"57","西東京市","1.68","","6500","","","160","44775844","","31287","48952","14492","3","192","605","イ","","ハ 市町村民税の所得割額"
"58","小平市","1.67","","9800","","","160","41829030","","28297","45168","12560","69","224","567","イ","",""
"59","大島町","0.80","10.00","5200","3300","","170","2308627","50041","2033","3112","876","0","3","4","イ","ロ","ニ 市町村民税額等"
"60","利島村","0.60","9.00","5000","3000","","170","88254","1968","63","113","18","0","0","0","イ","ロ",""
"61","新島村","1.00","4.00","5000","4500","","170","652862","22862","631","1115","314","0","0","1","イ","ロ","ホ その他"
"62","神津島村","0.60","8.00","3000","4000","","170","834623","16299","489","967","127","0","0","0","イ","ロ",""
"63","三宅村","1.60","","5400","3800","","170","537634","","608","910","311","0","0","5","イ","",""
"64","御蔵島村","1.05","15.50","4700","4000","","170","87275","1821","68","114","19","0","0","0","イ","ロ","－資産割の算定基礎－"
"65","八丈町","1.65","3.00","4000","9000","","170","2382118","24354","2132","3381","1093","0","0","21","イ","ロ",""
"66","青ヶ島村","0.30","8.00","6000","6000","","170","61905","695","38","62","8","0","0","0","イ","ロ","イ 固定資産税額等"
"67","小笠原村","1.10","15.00","6400","5000","","170","836559","14230","625","1090","233","0","0","4","イ","ロ","ロ 固定資産税のうち土地家屋に係る部分の額"
"303","全国土木","","","","","","","","","183251","413777","","0","630","0","","",""
"304","東京理容","","","","","","","","","1775","3501","","0","0","0","","",""
"306","東京芸能人","","","","","","","","","4934","9028","","0","0","0","","",""
"307","文芸美術","","","","","","","","","7853","13557","","0","0","0","","","ハ その他"
"309","料理飲食","","","","","","","","","2766","5146","","0","0","0","","",""
"311","東京技芸","","","","","","","","","930","1473","","0","0","0","","",""
"313","食品販売","","","","","","","","","40178","83369","","0","3","0","","",""
"314","東京美容","","","","","","","","","17480","23209","","0","0","0","","",""
"315","自転車商","","","","","","","","","897","1660","","0","0","0","","",""
"316","青果卸売","","","","","","","","","827","1563","","0","0","0","","",""
"317","東京浴場","","","","","","","","","608","1371","","0","0","0","","",""
"318","写真材料","","","","","","","","","280","529","","0","0","0","","",""
"319","東京弁護士","","","","","","","","","17065","33324","","0","0","0","","",""
"320","東京薬剤師","","","","","","","","","4853","7036","","0","0","0","","",""
"322","東京都医師","","","","","","","","","23266","37290","","1","0","0","","",""
"323","左官タイル","","","","","","","","","18501","37527","","0","5","0","","",""
"324","建設職能","","","","","","","","","3137","7263","","0","0","0","","",""
"325","東京建設業","","","","","","","","","10341","20193","","0","0","0","","",""
"326","中央建設","","","","","","","","","117686","277096","","428","54","0","","",""
"327","東京土建","","","","","","","","","88323","91836","","3","0","0","","",""
"328","全国板金業","","","","","","","","","9447","21163","","0","2","0","","",""
"329","建設工事業","","","","","","","","","47855","105526","","0","1","0","","",""
