"死後経過日数","総数","男性／単身世帯／実数(人)","男性／複数世帯／実数(人)","男性／小計／実数(人)","女性／単身世帯／実数(人)","女性／複数世帯／実数(人)","女性／小計／実数(人)","総数／構成比(%)","男性／単身世帯／構成比(%)","男性／複数世帯／構成比(%)","男性／小計／構成比(%)","女性／単身世帯／構成比(%)","女性／複数世帯／構成比(%)","女性／小計／構成比(%)"
"合計","243","120","43","163","48","32","80","","","","","","",""
"0～1日","91","24","32","56","9","26","35","37.4","20.0","74.4","34.4","18.8","81.3","43.8"
"2～3日","60","26","8","34","20","6","26","24.7","21.7","18.6","20.9","41.7","18.8","32.5"
"4～7日","34","20","3","23","11","","11","14.0","16.7","7.0","14.1","22.9","","13.8"
"8～14日","18","16","","16","2","","2","7.4","13.3","","9.8","4.2","","2.5"
"15～30日","28","25","","25","3","","3","11.5","20.8","","15.3","6.3","","3.8"
"31～90日","8","6","","6","2","","2","3.3","5.0","","3.7","4.2","","2.5"
"91～180日","3","2","","2","1","","1","1.2","1.7","","1.2","2.1","","1.3"
"181～365日","1","1","","1","","","","0.4","0.8","","0.6","","",""
"366日～","","","","","","","","","","","","","",""
"94.6","27.5","8.7","75.7","20.4","5.1","65.9","20.2","4.5","70.7","26.4","5.6","74.9","22.5","4.2","83.4","23.9","4.3","73.7","24.0","3.5","74.6","23.5","1.8"
"うち動物性(g)","40.5","19.5","1.4","29.7","17.3","5.0","39.2","14.9","3.4","60.2","25.1","7.9","42.9","20.1","5.0","36.5","14.6","3.3","36.5","17.2","3.7","40.7","23.2","4.3","47.4","18.8","3.4","37.5","18.2","2.7","40.2","19.1","1.5"
"アミノ酸組成によるたんぱく質(g)","21.3","11.2","0.8","12.9","4.9","1.4","18.0","5.0","1.2","19.8","9.1","2.9","27.3","12.5","3.1","17.6","8.8","2.0","23.4","15.1","3.2","24.3","14.1","2.6","22.2","8.9","1.6","21.3","10.8","1.6","22.4","11.8","0.9"
"脂質","60.6","25.6","1.8","42.0","21.0","6.1","63.2","24.6","5.7","86.1","27.9","8.8","63.8","24.0","6.0","56.6","27.2","6.1","61.7","24.6","5.2","59.3","16.8","3.1","62.2","26.9","4.8","58.8","27.8","4.1","60.2","24.8","1.9"
"動物性脂質(g)","31.6","17.0","1.2","26.4","17.0","4.9","35.3","19.2","4.4","55.0","24.2","7.6","32.4","18.3","4.6","28.8","16.2","3.6","32.2","15.1","3.2","30.7","14.2","2.6","31.5","15.3","2.7","27.6","14.5","2.1","30.1","15.2","1.2"
"植物性脂質(g)","29.0","16.2","1.1","15.6","6.7","1.9","27.8","10.9","2.5","31.2","10.5","3.3","31.4","15.3","3.8","27.7","15.7","3.5","29.4","14.3","3.0","28.7","12.4","2.3","30.8","15.1","2.7","31.2","22.9","3.4","30.0","17.1","1.3"
"炭水化物(g)","262.5","77.5","5.4","164.0","47.1","13.6","281.7","66.5","15.3","330.9","90.4","28.6","270.5","64.6","16.2","241.4","90.1","20.1","258.2","51.3","10.9","255.3","70.2","13.0","281.5","65.9","11.8","256.8","83.5","12.3","263.4","73.4","5.7"
"カリウム(mg)","2304","844","59","1582","633","183","2324","727","167","2525","546","173","2243","641","160","2032","813","182","2205","837","178","2159","629","117","2814","1058","190","2372","857","126","2341","864","67"
"カルシウム(mg)","503","247","17","465","324","94","621","173","40","593","299","94","459","276","69","394","175","39","395","190","40","479","239","44","573","265","48","527","244","36","486","242","19"
"マグネシウム(mg)","252","94","7","156","55","16","223","58","13","249","79","25","246","58","14","213","76","17","243","103","22","256","72","13","314","122","22","267","93","14","262","96","8"
"リン(mg)","1033","336","23","758","338","98","1043","275","63","1259","415","131","1054","282","70","903","278","62","936","336","72","1029","262","49","1195","361","65","1043","342","50","1039","328","26"
"鉄(mg)","7.6","3.3","0.2","4.4","1.8","0.5","6.4","2.2","0.5","7.3","2.5","0.8","7.8","2.6","0.6","6.6","2.3","0.5","7.4","3.4","0.7","7.8","2.7","0.5","9.1","3.9","0.7","8.5","3.6","0.5","8.0","3.3","0.3"
"亜鉛(mg)","8.5","3.0","0.2","5.6","2.0","0.6","8.6","2.3","0.5","11.0","3.5","1.1","8.9","3.0","0.8","7.7","2.5","0.6","8.7","2.5","0.5","8.5","2.2","0.4","9.3","3.0","0.5","8.1","3.5","0.5","8.5","2.9","0.2"
"銅(mg)","1.13","0.39","0.03","0.71","0.23","0.07","1.08","0.28","0.06","1.13","0.32","0.10","1.17","0.36","0.09","0.95","0.31","0.07","1.09","0.41","0.09","1.10","0.29","0.05","1.36","0.42","0.07","1.19","0.43","0.06","1.16","0.40","0.03"
"マンガン(μg)","3.17","1.37","0.10","1.42","0.48","0.14","2.64","0.85","0.20","2.96","0.96","0.30","3.13","1.26","0.32","2.90","1.26","0.28","3.06","1.18","0.25","2.99","0.92","0.17","3.84","1.48","0.27","3.75","1.57","0.23","3.38","1.38","0.11"
