"基金名称","東京都介護職員処遇改善等臨時特例基金",""
"基金設置法人名","東京都",""
"A／基金造成のための国からの交付決定額（平成21年度補正予算、H24予備費）（運用収入を含む。）(百万円)","43032",""
"A／基金造成のための国からの交付決定額（平成21年度補正予算、H24予備費）（運用収入を含む。）／（国からの交付決定額）(百万円)","42896",""
"A／基金造成のための国からの交付決定額（平成21年度補正予算、H24予備費）（運用収入を含む。）／（運用収入額）(百万円)","136",""
"B／平成25年度下半期終了時におけるAの金額の残高（A-C）(百万円)","3722",""
"C／執行（支出）済み額(百万円)","39310",""
"E／翌半期以降の執行見込みについて","平成26年度については、下半期に執行予定",""
"E／（執行見込額）(百万円)","0",""
"執行済み額（C)の平成21年度通年合計(百万円)","3778",""
"執行済み額（C)の平成22年度通年合計(百万円)","12678",""
"執行済み額（C)の平成23年度通年合計(百万円)","15616",""
"執行済み額（C)の平成24年度通年合計(百万円)","5138",""
"執行済み額（C)の平成25年度上半期合計(百万円)","12",""
"執行済み額（C)の平成25年度下半期合計(百万円)","2087",""
