"区市町村通番","所管地域","名称","ヨミガナ","電話番号","ＦＡＸ番号","郵便番号","住所","緯度","経度","座標系","対応時間帯","特記事項","施設種別／地域包括支援センター","施設種別／ブランチ・サブセンター","施設種別／在宅介護支援センター","施設種別／その他相談窓口","相談内容／高齢者の異変","相談内容／消費者被害のおそれ"
"1","旭丘、小竹町、羽沢、栄町","第２育秀苑地域包括支援センター","ﾀﾞｲﾆｲｸｼｭｳｴﾝﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5912-0523","","176-0003","練馬区羽沢2-8-16","35.743847","139.670883","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"2","中村、中村南、豊玉中、豊玉南","豊玉地域包括支援センター","ﾄﾖﾀﾏﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-3993-1450","","176-0014","練馬区豊玉南3-9-13","35.727814","139.652664","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"3","向山、練馬","練馬地域包括支援センター","ﾈﾘﾏﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5984-1706","","176-0001","練馬区練馬2-24-3","35.743214","139.654236","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"4","豊玉上、豊玉北","練馬区役所地域包括支援センター","ﾈﾘﾏｸﾔｸｼｮﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5946-2544","","176-8501","練馬区豊玉北6-12-1 （練馬区役所東庁舎5階）","35.744373","139.653809","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"5","桜台","桜台地域包括支援センター","ｻｸﾗﾀﾞｲﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5946-2311","","176-0002","練馬区桜台1-22-9","35.739285","139.667007","JGD2011","月曜日～土曜日8時30分～17時15分","令和2年3月23日に現住所へ移転","〇","","","","〇","〇"
"6","貫井、中村北","中村橋地域包括支援センター","ﾅｶﾑﾗﾊﾞｼﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-3577-8815","","176-0021","練馬区貫井1-9-1","35.738159","139.635544","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"7","春日町、高松1～3","練馬高松園地域包括支援センター","ﾈﾘﾏﾀｶﾏﾂｴﾝﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-3926-7871","","179-0075","練馬区高松2-9-3","35.746502","139.630127","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"8","錦、北町1～5、平和台","北町地域包括支援センター","ｷﾀﾏﾁﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-3937-5577","","179-0081","練馬区北町2-26-1","35.767437","139.660400","JGD2011","月曜日～土曜日8時30分～17時15分","平成29年9月に現所在地へ移転名称も「錦在宅介護支援センター」から「北町在宅介護支援センター」に変更、現在は、「北町地域包括支援センター」","〇","","","","〇","〇"
"9","高松4～6、土支田2、3、光が丘6、7","高松地域包括支援センター","ﾀｶﾏﾂﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5372-6064","","179-0075","練馬区高松6-3-24","35.756756","139.619888","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"10","北町6～8、田柄1～4","田柄地域包括支援センター","ﾀｶﾞﾗﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-3825-2590","","179-0073","練馬区田柄4-12-10","35.762970","139.635559","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
