"死後経過日数","総数","男性／単身世帯／実数(人)","男性／複数世帯／実数(人)","男性／小計／実数(人)","女性／単身世帯／実数(人)","女性／複数世帯／実数(人)","女性／小計／実数(人)","総数／構成比(%)","男性／単身世帯／構成比(%)","男性／複数世帯／構成比(%)","男性／小計／構成比(%)","女性／単身世帯／構成比(%)","女性／複数世帯／構成比(%)","女性／小計／構成比(%)"
"合計","257","137","44","181","40","36","76","","","","","","",""
"0～1日","109","32","40","72","10","27","37","42.4","23.4","90.9","39.8","25.0","75.0","48.7"
"2～3日","55","29","3","32","15","8","23","21.4","21.2","6.8","17.7","37.5","22.2","30.3"
"4～7日","34","26","1","27","6","1","7","13.2","19.0","2.3","14.9","15.0","2.8","9.2"
"8～14日","29","25","","25","4","","4","11.3","18.2","","13.8","10.0","","5.3"
"15～30日","16","13","","13","3","","3","6.2","9.5","","7.2","7.5","","3.9"
"31～90日","12","10","","10","2","","2","4.7","7.3","","5.5","5.0","","2.6"
"91～180日","1","1","","1","","","","0.4","0.7","","0.6","","",""
"181～365日","","","","","","","","","","","","","",""
"366日～","1","1","","1","","","","0.4","0.7","","0.6","","",""
"80.0","25.8","5.5","72.3","27.3","5.2","68.9","23.9","4.1","64.8","21.8","2.6","72.1","22.8","3.0","75.3","22.1","2.6","67.7","25.6","2.6","69.9","23.9","1.3"
"うち動物性(g)","38.1","18.1","0.9","28.4","14.1","3.2","37.2","12.5","2.1","49.3","22.9","4.9","41.5","20.1","3.8","39.2","15.7","2.7","34.1","15.9","1.9","39.2","19.7","2.6","42.9","17.1","2.0","35.1","18.9","1.9","38.1","18.1","1.0"
"アミノ酸組成によるたんぱく質(g)","19.3","10.1","0.5","12.2","5.0","1.1","16.9","6.1","1.0","19.4","8.2","1.8","23.0","12.6","2.4","19.7","9.6","1.7","18.6","11.2","1.4","21.9","13.0","1.7","19.5","8.8","1.0","19.0","9.3","1.0","19.9","10.6","0.6"
"脂質","57.8","24.2","1.2","43.4","17.8","4.1","59.6","21.0","3.5","72.8","27.8","5.9","60.5","29.8","5.6","61.4","24.9","4.3","58.4","21.9","2.7","58.5","22.0","2.9","59.4","23.8","2.8","52.5","24.7","2.5","57.5","24.1","1.3"
"動物性脂質(g)","29.8","16.2","0.8","26.3","14.2","3.2","32.7","16.0","2.7","44.8","24.5","5.2","32.5","21.7","4.1","30.1","13.5","2.3","29.5","14.5","1.8","29.4","15.2","2.0","31.3","14.6","1.7","24.4","13.7","1.4","28.8","15.2","0.8"
"植物性脂質(g)","28.0","15.1","0.7","17.1","9.5","2.2","26.9","10.5","1.8","28.0","12.0","2.6","28.0","14.7","2.8","31.3","16.2","2.8","28.8","12.9","1.6","29.1","15.1","2.0","28.1","14.2","1.7","28.1","19.0","2.0","28.7","15.7","0.8"
"炭水化物(g)","243.2","73.7","3.5","170.5","50.1","11.5","256.3","62.9","10.5","290.6","89.3","19.0","240.6","69.8","13.2","234.8","83.4","14.3","238.3","55.7","6.8","249.0","75.2","9.8","249.7","66.4","7.8","240.7","81.3","8.3","242.9","72.0","3.8"
"カリウム(mg)","2266","875","42","1583","547","126","2197","651","109","2260","658","140","2191","785","148","2140","822","141","2072","745","90","2299","830","108","2648","1064","125","2328","933","96","2310","907","48"
"カルシウム(mg)","510","266","13","471","278","64","587","187","31","538","275","59","486","370","70","450","227","39","415","196","24","513","294","38","602","292","34","506","244","25","502","271","14"
"マグネシウム(mg)","241","96","5","155","49","11","209","54","9","225","66","14","243","114","21","225","87","15","221","87","11","255","87","11","282","115","14","252","98","10","249","100","5"
"リン(mg)","993","348","17","763","276","63","994","245","41","1102","368","78","1018","401","76","946","303","52","893","287","35","1036","365","48","1121","356","42","970","371","38","998","355","19"
