"","総数／人","総数／％","20-29歳／人","20-29歳／％","30-39歳／人","30-39歳／％","40-49歳／人","40-49歳／％","50-59歳／人","50-59歳／％","60-69歳／人","60-69歳／％","70歳以上／人","70歳以上／％","(再掲)65-69歳／人","(再掲)65-69歳／％","(再掲)70-74歳／人","(再掲)70-74歳／％","(再掲)75-79歳／人","(再掲)75-79歳／％","(再掲)80-84歳／人","(再掲)80-84歳／％"
"男／総数","63","100","3","100","1","100","8","100","8","100","17","100","26","100","12","100","14","100","9","100","3","100"
"男／3.9%以下","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／4.0～4.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／4.2～4.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／4.4～4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／4.6～4.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／4.8～4.9","2","3.2","0","0","1","100","1","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／5.0～5.1","4","6.3","0","0","0","0","0","0","0","0","1","5.9","3","11.5","1","8.3","1","7.1","2","22.2","0","0"
"男／5.2","5","7.9","1","33.3","0","0","2","25","0","0","1","5.9","1","3.8","1","8.3","0","0","0","0","1","33.3"
"男／5.3","2","3.2","2","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／5.4","3","4.8","0","0","0","0","0","0","0","0","3","17.6","0","0","3","25","0","0","0","0","0","0"
"男／5.5","5","7.9","0","0","0","0","0","0","2","25","0","0","3","11.5","0","0","1","7.1","2","22.2","0","0"
"男／5.6","10","15.9","0","0","0","0","1","12.5","1","12.5","2","11.8","6","23.1","1","8.3","3","21.4","2","22.2","1","33.3"
"男／5.7","8","12.7","0","0","0","0","2","25","2","25","3","17.6","1","3.8","2","16.7","1","7.1","0","0","0","0"
"男／5.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／5.9","7","11.1","0","0","0","0","1","12.5","1","12.5","3","17.6","2","7.7","1","8.3","0","0","2","22.2","0","0"
"男／6.0","5","7.9","0","0","0","0","1","12.5","0","0","1","5.9","3","11.5","0","0","3","21.4","0","0","0","0"
"男／6.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／6.2～6.3","6","9.5","0","0","0","0","0","0","1","12.5","0","0","5","19.2","0","0","3","21.4","1","11.1","1","33.3"
"男／6.4～6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／6.6～6.7","2","3.2","0","0","0","0","0","0","0","0","1","5.9","1","3.8","1","8.3","1","7.1","0","0","0","0"
"男／6.8～6.9","1","1.6","0","0","0","0","0","0","0","0","1","5.9","0","0","1","8.3","0","0","0","0","0","0"
"男／7.0～7.1","1","1.6","0","0","0","0","0","0","0","0","0","0","1","3.8","0","0","1","7.1","0","0","0","0"
"男／7.2～7.3","1","1.6","0","0","0","0","0","0","1","12.5","0","0","0","0","0","0","0","0","0","0","0","0"
"男／7.4～7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／7.6～7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／7.8～7.9","1","1.6","0","0","0","0","0","0","0","0","1","5.9","0","0","1","8.3","0","0","0","0","0","0"
"男／8.0～8.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／8.2～8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／8.4～8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／8.6～8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／8.8～8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／9.0%以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／6.5%以上(再掲)","6","9.5","0","0","0","0","0","0","1","12.5","3","17.6","2","7.7","3","25","2","14.3","0","0","0","0"
"男／平均値％","5.76","","5.27","","4.9","","5.53","","5.91","","5.86","","5.8","","5.88","","5.97","","5.59","","5.67",""
"男／標準偏差","0.55","","0.06","","0","","0.38","","0.57","","0.67","","0.49","","0.8","","0.51","","0.38","","0.5",""
"女／総数","92","100","4","100","2","100","25","100","15","100","26","100","20","100","17","100","5","100","12","100","3","100"
"女／3.9%以下","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／4.0～4.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／4.2～4.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／4.4～4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／4.6～4.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
