"23区","","電話番号"
"千代田区","保健福祉部障害者福祉課障害者福祉係","03-5211-4128"
"中央区","福祉保健部障害者福祉課障害者福祉係","03-3546-5268"
"港区","保健福祉支援部障害者福祉課障害者給付係","03-3578-2389"
"新宿区","福祉部障害者福祉課経理係","03-5273-4520"
"文京区","障害福祉課障害者在宅サービス係","03-5803-1212"
"台東区","福祉部障害福祉課給付担当","03-5246-1201"
"墨田区","福祉保健部障害者福祉課障害者給付係","03-5608-6163"
"江東区","障害福祉部障害者支援課障害者福祉係","03-3647-4952"
"品川区","福祉部障害者福祉課障害者福祉係","03-5742-6707"
"目黒区","健康福祉部障害者支援課支援サービス係","03-5722-9846"
"大田区","福祉部障害福祉課障害者支援係(障害事業)","03-5744-1251"
"世田谷区","障害福祉部障害施策推進課事業担当","03-5432-2388"
"渋谷区","福祉部障がい者福祉課給付係","03-3463-1924"
"中野区","健康福祉部障害福祉課在宅福祉係","03-3228-8953"
"杉並区","保健福祉部障害者施策課障害者福祉係","03-5307-0781"
"豊島区","保健福祉部障害福祉課障害サービス給付グループ","03-3981-1963"
"北区","健康福祉部障害福祉課障害福祉係","03-3908-9085"
"荒川区","福祉部障害者福祉課障害サービス係","03-3802-3111"
"板橋区","福祉部障がいサービス課福祉係","03-3579-2362"
"練馬区練馬総合福祉事務所","福祉部練馬総合福祉事務所福祉事務係","03-5984-4612"
"練馬区大泉総合福祉事務所","福祉部大泉総合福祉事務所福祉事務係","03-5905-5274"
"練馬区石神井総合福祉事務所","福祉部石神井総合福祉事務所福祉事務係","03-5393-2817"
"練馬区光が丘総合福祉事務所","福祉部光が丘総合福祉事務所福祉事務係","03-5997-7060"
"足立区","障がい福祉課障がい給付係","03-3880-5472"
"葛飾区","福祉部障害福祉課障害事業係","03-5654-8301"
"江戸川区","福祉部障害者福祉課自立援助係","03-5662-0062"
