"保険者番号","保険者別","税・料別","賦課算定方式","徴収回数(回)","賦課期日現在の保険料（税）算定額及びその構成割合／所得割額／金額(千円)","賦課期日現在の保険料（税）算定額及びその構成割合／所得割額／割合(%)","賦課期日現在の保険料（税）算定額及びその構成割合／資産割額／金額(千円)","賦課期日現在の保険料（税）算定額及びその構成割合／資産割額／割合(%)","賦課期日現在の保険料（税）算定額及びその構成割合／均等割額／金額(千円)","賦課期日現在の保険料（税）算定額及びその構成割合／均等割額／割合(%)","賦課期日現在の保険料（税）算定額及びその構成割合／平等割額／金額(千円)","賦課期日現在の保険料（税）算定額及びその構成割合／平等割額／割合(%)","賦課期日現在の保険料（税）算定額及びその構成割合／計(千円)","保険料（税）軽減額(千円)","災害等による減免額(千円)","その他の減免額(千円)","賦課限度額を超える額(千円)","増減額(千円)","調定額(千円)"
"40","奥多摩町","税","2方式","8","12773","49.71","","","12920","50.29","","","25693","3150","0","22","51","-246","22224"
"42","日野市","税","2方式","9","447307","62.30","","","270678","37.70","","","717985","59313","2","857","63324","-21529","572960"
"44","多摩市","税","2方式","10","475578","55.06","","","388090","44.94","","","863668","82375","90","1176","75199","2565","707393"
"45","稲城市","税","2方式","9","217825","66.96","","","107476","33.04","","","325301","20204","0","264","35268","2630","272195"
"46","国立市","税","2方式","8","233481","61.95","","","143404","38.05","","","376885","32420","69","336","44299","-6820","292941"
"47","狛江市","税","2方式","8","295827","51.83","","","274887","48.17","","","570714","57364","141","626","59378","-5017","448188"
"48","小金井市","税","2方式","8","503960","57.69","","","369628","42.31","","","873588","74795","0","1631","99178","-15968","682016"
"49","国分寺市","税","2方式","8","408045","55.59","","","325992","44.41","","","734037","63176","0","1112","101034","-2539","566176"
"51","武蔵村山市","税","2方式","8","227222","55.17","","","184648","44.83","","","411870","41367","145","138","22781","-12788","334651"
"52","東大和市","税","2方式","8","289681","62.47","","","174015","37.53","","","463696","36795","0","377","44987","-7827","373710"
"53","東村山市","税","2方式","9","453553","58.33","","","323996","41.67","","","777549","71937","29","779","61970","-3589","639245"
"54","清瀬市","税","2方式","9","180890","69.31","","","80100","30.69","","","260990","17714","34","196","24273","-4032","214741"
"55","東久留米市","税","3方式","9","491161","56.25","","","332702","38.10","49353","5.65","873216","84201","0","883","93480","-5919","688733"
"57","西東京市","料","2方式","8","752234","70.27","","","318188","29.73","","","1070422","67694","46","1562","146804","-12915","841401"
"58","小平市","税","2方式","8","698545","61.21","","","442646","38.79","","","1141191","99573","310","1122","170062","-9118","861006"
"59","大島町","税","4方式","10","18469","40.18","5004","10.89","16182","35.21","6305","13.72","45960","5022","0","13","465","-257","40203"
"60","利島村","税","4方式","8","530","36.28","177","12.11","565","38.67","189","12.94","1461","112","0","0","0","-64","1285"
"61","新島村","税","4方式","4","6529","41.69","914","5.84","5575","35.60","2642","16.87","15660","2069","0","0","43","-212","13336"
"62","神津島村","税","4方式","10","5008","45.10","1304","11.74","2901","26.12","1892","17.04","11105","576","0","0","0","-470","10059"
"63","三宅村","税","3方式","4","8602","54.35","","","4914","31.05","2310","14.6","15826","1927","0","0","364","-222","13313"
"64","御蔵島村","税","4方式","4","916","45.66","282","14.06","536","26.72","272","13.56","2006","103","0","0","0","-74","1829"
"65","八丈町","税","4方式","8","39305","54.63","731","1.02","13524","18.80","18380","25.55","71940","8295","0","0","2767","-2599","58279"
"66","青ヶ島村","税","4方式","4","186","22.68","56","6.83","372","45.37","206","25.12","820","61","0","0","0","-11","748"
"67","小笠原村","税","4方式","4","9202","43.02","2135","9.98","6976","32.61","3078","14.39","21391","1935","0","0","238","105","19323"
"303","全国土木","料","その他","12","","","","","","","","","23277639","","0","41535","0","2397","23238501"
"304","東京理容","料","その他","12","","","","","","","","","80993","","0","0","0","0","80993"
"306","東京芸能人","料","その他","12","","","","","","","","","278880","","0","0","0","48123","327003"
"307","文芸美術","料","その他","12","","","","","","","","","500812","","0","0","0","-1388","499424"
"309","料理飲食","料","その他","12","","","","","","","","","104514","","0","0","0","19938","124452"
"311","東京技芸","料","その他","12","","","","","","","","","54023","","0","0","0","-372","53651"
"313","食品販売","料","その他","12","","","","","","","","","2617597","","0","34","0","-5121","2612442"
"314","東京美容","料","その他","12","","","","","","","","","81028","","0","0","0","906546","987574"
"315","自転車商","料","その他","12","","","","","","","","","57015","","0","0","0","-79","56936"
"316","青果卸売","料","その他","12","","","","","","","","","42951","","0","0","0","8284","51235"
"317","東京浴場","料","その他","12","","","","","","","","","42065","","0","0","0","8166","50231"
"318","写真材料","料","その他","12","","","","","","","","","16100","","0","0","0","-762","15338"
"319","東京弁護士","料","その他","4","","","","","","","","","1237793","","0","0","0","8044","1245837"
"320","東京薬剤師","料","その他","12","","","","","","","","","264825","","0","0","0","23122","287947"
"322","東京都医師","料","その他","12","","","","","","","","","1561070","","42","0","0","-574","1560454"
"323","左官タイル","料","その他","12","","","","","","","","","860433","","0","51","0","-2186","858196"
"324","建設職能","料","その他","12","","","","","","","","","246183","","0","0","0","-3594","242589"
"325","東京建設業","料","その他","12","","","","","","","","","544864","","0","0","0","-41394","503470"
"326","中央建設","料","その他","12","","","","","","","","","7519147","","26378","628","0","-56052","7436089"
"327","東京土建","料","その他","12","","","","","","","","","5232818","","101","0","0","-32776","5199941"
"328","全国板金業","料","その他","12","","","","","","","","","418676","","0","13200","0","151599","557075"
"329","建設工事業","料","その他","12","","","","","","","","","2240203","","0","9","0","440042","2680236"
