"自治体名","区市町村機関／名称","区市町村機関／住所・電話番号","区市町村機関／緯度","区市町村機関／経度","区市町村機関／座標系","都児童相談所"
"千代田区","千代田区児童・家庭支援センター","千代田区神田司町2-16神田さくら館6階／03-3256-8150","35.693047","139.768494","JGD2011","児童相談センター／03-3208-1121"
"千代田区","千代田保健所","千代田区九段北1-2-14／03-5211-8161","35.696075","139.752243","JGD2011","児童相談センター／03-3208-1121"
"中央区","中央区立子ども家庭支援センター","中央区勝どき1-4-1（3階）／03-3534-2255","35.660519","139.777359","JGD2011","児童相談センター／03-3208-1121"
"中央区","中央区保健所","中央区明石町12-1／03-3541-5936","35.666866","139.776306","JGD2011","児童相談センター／03-3208-1121"
"中央区","中央区日本橋保健センター","中央区日本橋堀留町1-1-1／03-3661-3515","35.687691","139.778946","JGD2011","児童相談センター／03-3208-1121"
"中央区","中央区月島保健センター","中央区月島2-10-3／03-5560-0765","35.663673","139.784805","JGD2011","児童相談センター／03-3208-1121"
"港区","港区立子ども家庭支援センター","港区三田1-4-10／03-6400-0090","35.653156","139.742737","JGD2011","児童相談センター／03-3208-1121"
"港区","港区みなと保健所","港区三田1-4-10／03-6400-0050","35.653156","139.742737","JGD2011","児童相談センター／03-3208-1121"
"新宿区","新宿区子ども総合センター","新宿区新宿7-3-29／03-3232-0675","35.701225","139.712662","JGD2011","児童相談センター／03-3208-1121"
"新宿区","新宿区保健所","新宿区新宿5-18-21／03-3209-1111","35.693802","139.706436","JGD2011","児童相談センター／03-3208-1121"
"新宿区","新宿区牛込保健センター","新宿区弁天町50／03-3260-6231","35.703259","139.727463","JGD2011","児童相談センター／03-3208-1121"
"新宿区","新宿区四谷保健センター","新宿区四谷4-17／03-3351-5161","35.688969","139.716141","JGD2011","児童相談センター／03-3208-1121"
"新宿区","新宿区西新宿保健センター","新宿区西新宿7-5-8／03-3369-7118","35.696686","139.698090","JGD2011","児童相談センター／03-3208-1121"
"新宿区","新宿区落合保健センター","新宿区下落合4-6-7／03-3952-7161","35.718670","139.694839","JGD2011","児童相談センター／03-3208-1121"
"文京区","文京区子ども家庭支援センター","文京区春日1-16-21シビックセンター5階／03-5803-1109","35.708336","139.752411","JGD2011","児童相談センター／03-3208-1121"
"文京区","文京区文京保健所","文京区春日1-16-21／03-5803-1223","35.708336","139.752411","JGD2011","児童相談センター／03-3208-1121"
"文京区","文京区保健サービスセンター","文京区春日1-16-21／03-5803-1805","35.708336","139.752411","JGD2011","児童相談センター／03-3208-1121"
"文京区","文京区保健サービスセンター本郷支所","文京区千駄木5-20-18／03-3821-5106","35.727051","139.760574","JGD2011","児童相談センター／03-3208-1121"
"台東区","台東区日本堤子ども家庭支援センター","台東区日本堤2-25-8／03-5824-2535","35.728050","139.797028","JGD2011","児童相談センター／03-3208-1121"
"台東区","台東区台東保健所","台東区東上野4-22-8／03-3847-9401","35.714512","139.781723","JGD2011","児童相談センター／03-3208-1121"
"台東区","台東区浅草保健相談センター","台東区花川戸1-14-16／03-3844-8171","35.713909","139.799591","JGD2011","児童相談センター／03-3208-1121"
