"年／種別","23","24","25","26","27"
"検体数","6536","6197","5875","5784","6100"
"検査依頼総数","11902","11765","12051","11890","13291"
"検査依頼種類別内訳／薬毒物スクリーニング","2070","1980","1872","1792","1873"
"検査依頼種類別内訳／エタノール","2476","2378","2231","2227","2316"
"検査依頼種類別内訳／青酸","189","154","131","122","147"
"検査依頼種類別内訳／一酸化炭素","197","192","169","173","211"
"検査依頼種類別内訳／睡眠剤・向精神薬・他の毒物","726","669","698","816","984"
"検査依頼種類別内訳／覚醒剤検査","17","21","18","16","12"
"検査依頼種類別内訳／血液型","165","149","133","104","96"
"検査依頼種類別内訳／生化学検査等","4050","4236","4612","4502","5219"
"検査依頼種類別内訳／肝炎検査","1586","1532","1645","1596","1807"
"検査依頼種類別内訳／梅毒検査","121","157","232","217","283"
"検査依頼種類別内訳／細菌検査","214","206","231","226","254"
"検査依頼種類別内訳／ウィルス検査","52","48","43","69","62"
"検査依頼種類別内訳／ＨＩＶ検査","39","43","36","30","27"
