全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,絵本,雑誌,点字本,視聴覚資料,外国語の本,新聞(全国紙),新聞(地方紙),新聞(その他),地元出身の作家の本コーナー,インターネットを使える端末,インターネットでの蔵書検索,プリンター,フリーWi-Fi,飲食物を購入できる場所,おはなし会,映画会,講座等,閲覧できる場所,映像が見れる場所,自習室,ソファー,キッズスペース,飲み物,食べ物,私語,自習,パソコン作業
131237,,東京都江戸川区,江戸川区立中央図書館,エドガワクリツチュウオウトショカン,edogawa city chuo library,,,,,131237,,東京都江戸川区中央3-1-3,東京都,江戸川区,中央1,3番1号,,,,階数,4,(03)3656-6211,,,,,1320021,,株式会社図書館流通センター,月火水木金土日,09:00,21:30,毎月第4月曜日、年末年始（12/31～1/2）は終日利用不可,資料等の貸し出し、閲覧など,可,無,無,有,無,有,有,,無,有,有,有,有,有,有,無,有,http://www.library.city.edogawa.tokyo.jp,,,,有,有,有,有,英語,朝日新聞;読売新聞;毎日新聞,有,有,無,有,有,有,有,有,26,13,46,有,無,無,有,有,2,2,2,2,2
131237,,東京都江戸川区,江戸川区立小岩図書館,エドガワクリツコイワトショカン,edogawa city koiwa library,,,,,131237,,東京都江戸川区東小岩3-6-9,東京都,江戸川区,東小岩3,6番9号,,,,階数,4,(03)3672-0251,,,,,1330052,,株式会社ヴィアックス,月火水木金土日,09:00,21:30,毎月第4月曜日、年末年始（12/31～1/2）は終日利用不可,資料等の貸し出し、閲覧など,可,無,無,有,無,有,有,,無,有,有,有,有,有,有,無,有,http://www.library.city.edogawa.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞,有,有,有,有,有,有,有,無,49,2,22,有,無,無,有,有,2,3,2,2,2
131237,,東京都江戸川区,江戸川区立松江図書館,エドガワクリツマツエトショカン,edogawa city matsue library,,,,,131237,,東京都江戸川区松江2-1-10,東京都,江戸川区,松江2,1番10号,,,,階数,1,(03)3654-7251,,,,,1320025,,株式会社ヴィアックス,月火水木金土日,09:00,21:30,毎月第4月曜日、年末年始（12/31～1/2）は終日利用不可,資料等の貸し出し、閲覧など,可,無,無,有,無,有,有,,無,有,有,有,有,有,有,無,有,http://www.library.city.edogawa.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞,有,有,無,有,有,有,有,無,29,1,36,有,無,無,有,有,2,3,2,2,3
131237,,東京都江戸川区,江戸川区立小松川図書館,エドガワクリツコマツガワトショカン,edogawa city komatsugawa library,,,,,131237,,東京都江戸川区平井1-11-26,東京都,江戸川区,平井1,11番26号,,,,階数,3,(03)3684-6381,,,,,1320035,,株式会社ヴィアックス,月火水木金土日,09:00,21:30,毎月第4月曜日、年末年始（12/31～1/2）は終日利用不可,資料等の貸し出し、閲覧など,可,無,無,無,無,有,有,,無,有,無,無,有,有,有,無,有,http://www.library.city.edogawa.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞,有,有,無,有,有,有,有,無,18,0,60,有,無,無,有,有,2,3,2,2,2
131237,,東京都江戸川区,江戸川区立篠崎図書館,エドガワクリツシノザキトショカン,edogawa city shinozaki library,,,,,131237,,東京都江戸川区篠崎町7-20-19,東京都,江戸川区,篠崎町7,20番19号,しのざき文化プラザ,,,階数,3,(03)3670-9102,,,,,1330061,,株式会社図書館流通センター,月火水木金土日,09:00,21:30,毎月第4月曜日、年末年始（12/31～1/2）は終日利用不可,資料等の貸し出し、閲覧など,可,無,無,有,無,有,有,,無,有,有,有,有,有,有,無,有,http://www.library.city.edogawa.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞,有,有,無,有,有,有,有,無,0,5,22,有,無,無,有,有,2,3,2,2,2
131237,,東京都江戸川区,江戸川区立葛西図書館,エドガワクリツカサイトショカン,edogawa city kasai library,,,,,131237,,東京都江戸川区江戸川6-24-1,東京都,江戸川区,江戸川6,24番1号,,,,階数,3,(03)3687-6811,,,,,1340013,,株式会社図書館流通センター,月火水木金土日,09:00,21:30,毎月第4月曜日、年末年始（12/31～1/2）は終日利用不可,資料等の貸し出し、閲覧など,可,無,無,有,無,有,有,,無,有,有,無,有,有,有,無,有,http://www.library.city.edogawa.tokyo.jp,,,,有,有,有,有,英語,朝日新聞;読売新聞;毎日新聞,有,有,無,有,有,有,有,有,48,1,31,有,無,無,有,有,2,3,2,2,2
131237,,東京都江戸川区,江戸川区立西葛西図書館,エドガワクリツニシカサイトショカン,edogawa city nishikasai library,,,,,131237,,東京都江戸川区西葛西5-10-47,東京都,江戸川区,西葛西5,10番47号,,,,階数,3,(03)5658-0751,,,,,1340088,,株式会社図書館流通センター,月火水木金土日,09:00,21:30,毎月第4月曜日、年末年始（12/31～1/2）は終日利用不可,資料等の貸し出し、閲覧など,可,無,無,有,無,有,有,,無,有,無,有,有,有,有,無,有,http://www.library.city.edogawa.tokyo.jp,,,,有,有,有,有,英語,朝日新聞;読売新聞;毎日新聞,有,有,無,有,有,有,有,有,45,4,129,有,無,無,有,有,2,3,2,2,2
131237,,東京都江戸川区,江戸川区立東葛西図書館,エドガワクリツヒガシカサイトショカン,edogawa city higashikasai library,,,,,131237,,東京都江戸川区東葛西8-22-1,東京都,江戸川区,東葛西8,22番1号,,,,階数,2,(03)5658-4008,,,,,1340084,,株式会社図書館流通センター,月火水木金土日,09:00,21:30,毎月第4月曜日、年末年始（12/31～1/2）は終日利用不可,資料等の貸し出し、閲覧など,可,無,無,有,無,有,有,,無,有,有,有,有,有,有,無,有,http://www.library.city.edogawa.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞,有,有,無,有,有,有,有,無,75,5,26,有,無,無,有,有,2,3,2,2,3
131237,,東京都江戸川区,江戸川区立東部図書館,エドガワクリツトウブトショカン,edogawa city tobu library,,,,,131237,,東京都江戸川区江戸川2-26-1,東京都,江戸川区,江戸川2,26番1号,,,,階数,2,(03)5666-1022,,,,,1320013,,株式会社ヴィアックス,月火水木金土日,09:00,21:30,毎月第4月曜日、年末年始（12/31～1/2）は終日利用不可,資料等の貸し出し、閲覧など,可,無,無,有,無,有,有,,無,有,有,有,有,有,有,無,有,http://www.library.city.edogawa.tokyo.jp,,,,有,有,有,有,英語,朝日新聞;読売新聞;毎日新聞,有,有,無,有,有,有,有,有,28,1,43,有,無,無,有,有,2,2,2,2,2
131237,,東京都江戸川区,江戸川区立篠崎子ども図書館,エドガワクリツシノザキコドモトショカン,edogawa city shinozaki library for the Young,,,,,131237,,東京都江戸川区篠崎町3-12-10,東京都,江戸川区,篠崎町3,12番10号,子ども未来館,,,階数,1,(03)5654-2011,,,,,1330061,,株式会社図書館流通センター,月火水木金土日,09:00,21:30,毎月第4月曜日、年末年始（12/29～1/3）は終日利用不可,資料等の貸し出し、閲覧など,可,無,無,有,無,有,有,,無,有,有,有,有,有,有,無,有,http://www.library.city.edogawa.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞,有,有,無,有,有,有,有,無,139,0,30,有,無,無,有,有,2,3,2,2,3
