施設名,郵便番号,所在地,経度,緯度,座標系,電話番号
千代田保健所,102-0073,千代田区九段北１－２－１４,139.752142,35.696071,JGD2011,03-5211-8161
中央区保健所,104-0044,中央区明石町１２－１,139.777035,35.666506,JGD2011,03-3541-5936
日本橋保健センター,103-0012,中央区日本橋堀留町１－１－１,139.778963,35.687412,JGD2011,03-3661-3515
月島保健センター,104-0052,中央区月島２－１０－３,139.783929,35.663187,JGD2011,03-5560-0765
みなと保健所,108-8315,港区三田１－４－１０,139.742558,35.654031,JGD2011,03-6400-0050
新宿区保健所,160-0022,新宿区新宿５－１８－２１,139.705677,35.693904,JGD2011,03-3209-1111
牛込保健センター,162-0851,新宿区弁天町５０,139.727194,35.703717,JGD2011,03-3260-6231
四谷保健センター,160-0008,新宿区四谷三栄町１０－１６,139.726283,35.688474,JGD2011,03-3351-5161
東新宿保健センター,160-0022,新宿区新宿７－２６－４,139.709654,35.698087,JGD2011,03-3200-1026
落合保健センター,161-0033,新宿区下落合４－６－７,139.694996,35.718717,JGD2011,03-3952-7161
文京区保健所,112-8555,文京区春日１－１６－２１,139.75243,35.707951,JGD2011,03-5803-1223
保健サービスセンター,112-8555,文京区春日１－１６－２１,139.75243,35.707951,JGD2011,03-5803-1805
保健サービスセンター本郷支所,113-0022,文京区千駄木５－２０－１８,139.760168,35.727082,JGD2011,03-3821-5106
台東保健所,110-0015,台東区東上野４－２２－８,139.78152,35.71447,JGD2011,03-3847-9401
浅草保健相談センター,111-0033,台東区花川戸２－１１－１０,139.80031,35.7147,JGD2011,03-3844-8171
墨田区保健所,130-8640,墨田区吾妻橋１－２３－２０,139.801496,35.710724,JGD2011,03-5608-1111
向島保健センター,131-0032,墨田区東向島５－１６－２,139.821106,35.725882,JGD2011,03-3611-6135
本所保健センター,130-0005,墨田区東駒形１－６－４,139.798058,35.705438,JGD2011,03-3622-9137
江東区保健所(健康推進課),135-0016,江東区東陽２－１－１,139.814216,35.66574,JGD2011,03-3647-9539
江東区保健所(生活衛生課),135-0016,江東区東陽２－１－１,139.814216,35.66574,JGD2011,03-3647-5844
江東区保健所(保健予防課),135-0016,江東区東陽２－１－１,139.814216,35.66574,JGD2011,03-3647-5906
城東保健相談所,136-0072,江東区大島３－１－３,139.82765,35.689996,JGD2011,03-3637-6521
城東南部保健相談所,136-0076,江東区南砂４－３－１０,139.82777,35.674348,JGD2011,03-5606-5001
深川保健相談所,135-0021,江東区白河３－４－３－３０１,139.805765,35.682163,JGD2011,03-3641-1181
深川南部保健相談所,135-0051,江東区枝川１－８－１５－１０２,139.802364,35.65751,JGD2011,03-5632-2291
品川区保健所,140-8715,品川区広町２－１－３６,139.730241,35.608836,JGD2011,03-5742-9132
品川保健センター,140-0001,品川区北品川３－１１－２２,139.740732,35.616586,JGD2011,03-3474-2000
大井保健センター,140-0014,品川区大井２－２７－２０,139.730375,35.604084,JGD2011,03-3772-2666
荏原保健センター,142-0063,品川区荏原２－９－６,139.711504,35.617185,JGD2011,03-3788-2000
目黒区保健所,153-8573,目黒区上目黒２－１９－１５,139.69859,35.641262,JGD2011,03-5722-9586
碑文谷保健センター,152-0003,目黒区碑文谷４－１６－１８,139.682498,35.621378,JGD2011,03-3711-6446
大田区保健所（健康医療政策課）,144-8621,大田区蒲田５－１３－１４,139.715986,35.561258,JGD2011,03-5744-1262
大田区保健所(感染症対策課),144-8621,大田区蒲田５－１３－１４,139.715986,35.561258,JGD2011,03-5744-1263
大田区保健所（生活衛生課）,143-0015,大田区大森西１－１２－１,139.722935,35.578193,JGD2011,03-5764-0691
大田区保健所（健康づくり課）,144-8621,大田区蒲田５－１３－１４,139.715986,35.561258,JGD2011,03-5744-1661
大田区保健所（大森地域健康課）,143-0015,大田区大森西１－１２－１,139.722935,35.578193,JGD2011,03-5764-0661
大田区保健所（調布地域健康課）,145-0067,大田区雪谷大塚町４－６,139.680594,35.593151,JGD2011,03-3726-4145
大田区保健所（蒲田地域健康課）,144-0053,大田区蒲田本町２－１－１,139.718422,35.558534,JGD2011,03-5713-1701
大田区保健所（糀谷・羽田地域健康課）,144-0033,大田区東糀谷１－２１－１５,139.739657,35.557413,JGD2011,03-3743-4161
世田谷保健所,154-8504,世田谷区世田谷４－２２－３５,139.651636,35.646141,JGD2011,03-5432-2432
世田谷総合支所保健福祉センター（健康づくり課）,154-8504,世田谷区世田谷４－２２－３３,139.652191,35.646513,JGD2011,03-5432-2893
北沢総合支所保健福祉センター（健康づくり課）,155-8666,世田谷区北沢２－８－１８,139.669952,35.662132,JGD2011,03-6804-9355
玉川総合支所保健福祉センター（健康づくり課）,158-0082,世田谷区等々力４－１９－１８,139.652448,35.610679,JGD2011,03-3702-1948
砧総合支所保健福祉センター（健康づくり課）,157-8501,世田谷区成城６－２－１,139.600582,35.641293,JGD2011,03-3483-3161
烏山総合支所保健福祉センター（健康づくり課）,157-8555,世田谷区南烏山６－２２－１４,139.598031,35.669776,JGD2011,03-3308-8228
渋谷区保健所,150-8010,渋谷区宇田川町１－１,139.697189,35.663475,JGD2011,03-3463-1211
中央保健相談所,150-0002,渋谷区渋谷１－１８－２１,139.703949,35.661461,JGD2011,03-3643-1211
恵比寿保健相談所,150-0013,渋谷区恵比寿２－２７－１８,139.719613,35.645301,JGD2011,03-3443-6251
幡ケ谷保健相談所,151-0072,渋谷区幡ケ谷３－３９－１,139.672005,35.679416,JGD2011,03-3374-7591
中野区保健所,164-0001,中野区中野２－１７－４,139.669335,35.702824,JGD2011,03-3382-6661
