階層,計,（一）・イ,（一）・ロ,（二）・イ,（二）・ロ,（二）・ハ,（二）・二,（三）・イ,（三）・ロ,（四）,（五）・イ,（五）・ロ,（六）・イ・（１）,（六）・イ・（２）,（六）・イ・（３）,（六）・イ・（４）,（六）・ロ・（１）,（六）・ロ・（２）,（六）・ロ・（３）,（六）・ロ・（４）,（六）・ロ・（５）,（六）・ハ・（１）,（六）・ハ・（２）,（六）・ハ・（３）,（六）・ハ・（４）,（六）・ハ・（５）,（六）・二,（七）,（八）,（九）・イ,（九）・ロ,（十）,（十一）,（十二）・イ,（十二）・ロ,（十三）・イ,（十三）・ロ,（十四）,（十五）・①,（十五）・②,（十五）・③,（十六）・イ,（十六）・ロ,（十六の二）,（十六の三）,その他
51階建,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50階建,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49階建,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
48階建,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
47階建,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
46階建,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45階建,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
44階建,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
43階建,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0
42階建,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
41階建,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0
40階建,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
39階建,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,0,0,0
38階建,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
37階建,17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
36階建,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0
35階建,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
34階建,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0
33階建,29,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0
32階建,38,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0
31階建,30,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,2,0,0,0
30階建,49,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,4,0,0,0
29階建,47,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,2,0,0,0
28階建,31,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0
27階建,43,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,24,3,0,0,0
26階建,36,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,17,4,0,0,0
25階建,71,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,10,0,0,0
24階建,53,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,21,7,0,0,1
23階建,70,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,9,0,0,0
22階建,70,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,42,7,0,0,0
21階建,80,0,0,0,0,0,0,0,0,0,1,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,33,12,0,0,1
20階建,130,0,0,0,0,0,0,0,0,0,2,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,7,0,36,11,0,0,3
19階建,97,0,0,0,0,0,0,0,0,0,2,50,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,25,10,0,0,0
18階建,126,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,14,1,35,17,0,0,0
17階建,105,0,0,0,0,0,0,0,0,0,5,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,8,0,34,17,0,0,0
16階建,123,0,0,0,0,0,0,0,0,0,4,36,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,15,1,43,15,0,0,1
15階建,1005,0,0,0,0,0,0,0,0,0,19,849,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,14,0,75,38,0,0,0
14階建,3032,0,0,0,0,0,0,0,0,0,81,2271,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,8,47,5,384,211,0,0,4
13階建,2142,0,0,0,0,0,0,0,0,1,59,1593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,1,1,58,4,230,177,0,0,2
12階建,3185,0,0,0,0,0,1,0,1,2,80,2220,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2,0,1,5,131,7,385,308,0,0,13
11階建,4411,0,0,0,0,0,3,0,3,3,97,2917,5,0,6,0,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,1,0,0,2,6,242,19,567,506,0,0,5
10階建,7975,0,0,0,1,0,14,0,8,17,153,3945,3,0,15,3,10,0,0,0,0,2,0,0,0,0,0,49,0,0,0,0,1,1,0,4,0,8,15,943,39,1738,976,0,0,30
9階建,9592,1,0,0,2,0,16,0,30,35,135,3471,10,2,16,3,10,0,0,0,0,3,0,1,0,0,0,100,3,0,0,0,4,1,0,6,0,25,11,1880,82,2516,1184,0,0,45
8階建,12515,1,0,0,2,0,16,0,38,63,134,4941,16,6,19,5,23,0,0,0,0,5,0,0,0,2,0,156,0,1,0,0,9,7,2,11,0,55,46,2060,132,3095,1600,0,0,70
7階建,15227,2,0,1,13,0,11,0,52,53,130,6308,22,5,37,15,35,0,0,0,0,7,0,2,0,2,0,173,6,0,1,2,16,28,1,7,0,81,45,1872,169,3748,2291,0,0,92
6階建,19660,4,1,0,14,3,14,1,107,93,209,6844,28,10,82,27,88,0,0,0,1,8,2,3,0,6,2,308,3,5,0,1,30,97,3,20,0,209,68,2040,354,5466,3305,0,0,204
5階建,42484,7,9,4,45,2,17,5,303,183,333,19126,48,19,108,67,220,2,1,1,1,11,3,33,1,26,3,627,9,25,4,4,87,302,2,45,1,305,129,2568,691,9624,6855,0,0,628
4階建,53249,21,13,7,66,1,25,10,606,329,345,21343,62,44,132,122,375,4,0,1,7,34,4,108,5,50,29,1909,34,64,3,13,175,818,5,151,1,457,227,2353,1126,11474,9557,0,0,1139
計,71410,52,30,11,136,5,82,18,1087,680,662,18460,155,60,317,156,374,2,0,5,32,56,4,154,8,89,108,2300,176,25,18,291,905,462,12,319,1,276,878,8043,2894,20607,10100,10,2,1348
地下1階,63340,36,19,10,124,4,68,18,997,606,595,17595,117,53,252,147,355,2,0,5,31,53,4,147,8,86,105,1877,142,20,17,58,838,437,7,249,1,262,593,6743,2303,17801,9344,2,0,1209
地下2階,6469,15,9,0,10,1,13,0,82,67,52,755,27,7,50,8,19,0,0,0,1,2,0,7,0,3,3,374,22,5,1,114,58,21,2,61,0,13,198,1098,456,2155,647,2,0,111
地下3階,1082,0,2,1,2,0,1,0,7,5,11,86,9,0,10,1,0,0,0,0,0,1,0,0,0,0,0,38,7,0,0,78,7,2,1,6,0,1,60,150,94,405,78,4,1,14
地下4階,371,1,0,0,0,0,0,0,1,2,3,18,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,24,0,2,0,2,0,0,17,37,27,186,21,2,0,8
地下5階,101,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,1,1,0,0,6,13,10,44,4,0,1,5
地下6階,35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,0,0,1,2,2,14,4,0,0,1
地下7階,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,0,0
地下8階,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
