"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考","フリーWi-Fi","更衣室","シャワー室","飲食物を購入できる場所","トレーニング室","陸上競技","水泳","サッカー","スキー","テニス","ボート","ホッケー","ボクシング","バレーボール","体操","バスケットボール","スケート","レスリング","セーリング","ウエイトリフティング","ハンドボール","自転車競技","ソフトテニス","卓球","軟式野球","相撲","馬術","フェンシング","柔道","ソフトボール","バドミントン","弓道","ライフル射撃","剣道","近代五種","ラグビーフットボール","山岳・スポーツクライミング","カヌー","アーチェリー","空手道","アイスホッケー","銃剣道","クレー射撃","なぎなた","ボウリング","ボブスレー・リュージュ・スケルトン","野球","綱引","少林寺拳法","ゲートボール","武術太極拳","ゴルフ","カーリング","パワーリフティング","オリエンテーリング","グラウンド・ゴルフ","トライアスロン","バウンドテニス","エアロビック","バイアスロン","スポーツチャンバラ","ドッジボール","チアリーディング","ペタンク・ブール","ダンススポーツ","拳法競技"
"131032","AS0000000001","東京都港区","港区スポーツセンター（アリーナ）",,,,,,,"131032",,"東京都港区芝浦一丁目16番1号（みなとパーク芝浦内3～8階）","東京都","港区","芝浦一丁目","16番1号","みなとパーク芝浦内3～8階","35.646408","139.751501",,,"03-3452-4151",,,,,,,"ピーウォッシュ・アシックススポーツファシリティーズ・東急コミュニティー共同事業体",,,,"中学生以下の方の利用は18時まで（＊高校生以上の方の付き添いで2名まで18時以降も利用可能）","体育館",,,,"有","有",,,,,,"有",,,,,,,"https://www.minatoku-sports.com/",,,"だれでもトイレ共通6(プールエリア・3・4・5・6・8階各1)　観覧席数内訳：常設500席、仮設210席",,,,,"無","無","無","無","無","無","無","無","無","有","有","有","無","有","無","無","無","無","無","有","無","無","無","有","無","無","有","無","無","有","無","無","無","無","無","有","無","無","無","有","無","無","無","無","有","無","有","無","無","無","無","無","無","無","無","無","無","有","無","無","有","無"
"131032","AS0000000002","東京都港区","港区スポーツセンター（サブアリーナ）",,,,,,,"131032",,"東京都港区芝浦一丁目16番1号（みなとパーク芝浦内3～8階）","東京都","港区","芝浦一丁目","16番1号","みなとパーク芝浦内3～8階","35.646408","139.751501",,,"03-3452-4151",,,,,,,"ピーウォッシュ・アシックススポーツファシリティーズ・東急コミュニティー共同事業体",,,,"中学生以下の方の利用は18時まで（＊高校生以上の方の付き添いで2名まで18時以降も利用可能）","体育館",,,,"無","有",,,,,,"有",,,,,,,"https://www.minatoku-sports.com/",,,,,,,,"無","無","無","無","無","無","無","無","無","有","有","有","無","無","無","無","無","無","無","無","無","無","無","無","無","無","有","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無"
"131032","AS0000000003","東京都港区","港区スポーツセンター（競技場1）",,,,,,,"131032",,"東京都港区芝浦一丁目16番1号（みなとパーク芝浦内3～8階）","東京都","港区","芝浦一丁目","16番1号","みなとパーク芝浦内3～8階","35.646408","139.751501",,,"03-3452-4151",,,,,,,"ピーウォッシュ・アシックススポーツファシリティーズ・東急コミュニティー共同事業体",,,,"中学生以下の方の利用は18時まで（＊高校生以上の方の付き添いで2名まで18時以降も利用可能）","体育館",,,,"有","有",,,,,,"有",,,,,,,"https://www.minatoku-sports.com/",,,"ダンス、カルチャー教室等",,,,,"無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","有","無","無","無","無","無","無","無","無","無","無","無","無","無","有","無"
"131032","AS0000000004","東京都港区","港区スポーツセンター（競技場2）",,,,,,,"131032",,"東京都港区芝浦一丁目16番1号（みなとパーク芝浦内3～8階）","東京都","港区","芝浦一丁目","16番1号","みなとパーク芝浦内3～8階","35.646408","139.751501",,,"03-3452-4151",,,,,,,"ピーウォッシュ・アシックススポーツファシリティーズ・東急コミュニティー共同事業体",,,,"中学生以下の方の利用は18時まで（＊高校生以上の方の付き添いで2名まで18時以降も利用可能）","体育館",,,,"有","有",,,,,,"有",,,,,,,"https://www.minatoku-sports.com/",,,"バドミントン利用４面",,,,,"無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","有","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無"
"131032","AS0000000005","東京都港区","港区スポーツセンター（競技場3）",,,,,,,"131032",,"東京都港区芝浦一丁目16番1号（みなとパーク芝浦内3～8階）","東京都","港区","芝浦一丁目","16番1号","みなとパーク芝浦内3～8階","35.646408","139.751501",,,"03-3452-4151",,,,,,,"ピーウォッシュ・アシックススポーツファシリティーズ・東急コミュニティー共同事業体",,,,"中学生以下の方の利用は18時まで（＊高校生以上の方の付き添いで2名まで18時以降も利用可能）","体育館",,,,"無","有",,,,,,"有",,,,,,,"https://www.minatoku-sports.com/",,,"卓球利用18台",,,,,"無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","有","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無"
"131032","AS0000000006","東京都港区","港区スポーツセンター（武道場1）",,,,,,,"131032",,"東京都港区芝浦一丁目16番1号（みなとパーク芝浦内3～8階）","東京都","港区","芝浦一丁目","16番1号","みなとパーク芝浦内3～8階","35.646408","139.751501",,,"03-3452-4151",,,,,,,"ピーウォッシュ・アシックススポーツファシリティーズ・東急コミュニティー共同事業体",,,,"中学生以下の方の利用は18時まで（＊高校生以上の方の付き添いで2名まで18時以降も利用可能）","柔道場",,,,"有","有",,,,,,"有",,,,,,,"https://www.minatoku-sports.com/",,,"柔道・合気道・太極拳・気功等",,,,,"無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","有","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","有","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無"
"131032","AS0000000007","東京都港区","港区スポーツセンター（武道場2）",,,,,,,"131032",,"東京都港区芝浦一丁目16番1号（みなとパーク芝浦内3～8階）","東京都","港区","芝浦一丁目","16番1号","みなとパーク芝浦内3～8階","35.646408","139.751501",,,"03-3452-4151",,,,,,,"ピーウォッシュ・アシックススポーツファシリティーズ・東急コミュニティー共同事業体",,,,"中学生以下の方の利用は18時まで（＊高校生以上の方の付き添いで2名まで18時以降も利用可能）","剣道場",,,,"無","有",,,,,,"有",,,,,,,"https://www.minatoku-sports.com/",,,"剣道・なぎなた・空手等",,,,,"無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","有","無","無","無","無","無","有","無","無","無","有","無","無","無","無","有","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無"
"131032","AS0000000008","東京都港区","港区スポーツセンター（武道場3）",,,,,,,"131032",,"東京都港区芝浦一丁目16番1号（みなとパーク芝浦内3～8階）","東京都","港区","芝浦一丁目","16番1号","みなとパーク芝浦内3～8階","35.646408","139.751501",,,"03-3452-4151",,,,,,,"ピーウォッシュ・アシックススポーツファシリティーズ・東急コミュニティー共同事業体",,,,"中学生以下の方の利用は18時まで（＊高校生以上の方の付き添いで2名まで18時以降も利用可能）","弓道場",,,,"無","有",,,,,,"有",,,,,,,"https://www.minatoku-sports.com/",,,"弓道・アーチェリー兼用",,,,,"無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","有","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無"
"131032","AS0000000009","東京都港区","港区スポーツセンター（武道場3）",,,,,,,"131032",,"東京都港区芝浦一丁目16番1号（みなとパーク芝浦内3～8階）","東京都","港区","芝浦一丁目","16番1号","みなとパーク芝浦内3～8階","35.646408","139.751501",,,"03-3452-4151",,,,,,,"ピーウォッシュ・アシックススポーツファシリティーズ・東急コミュニティー共同事業体",,,,"中学生以下の方の利用は18時まで（＊高校生以上の方の付き添いで2名まで18時以降も利用可能）","アーチェリー場",,,,"無","有",,,,,,"有",,,,,,,"https://www.minatoku-sports.com/",,,"アーチェリー",,,,,"無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","有","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無"
"131032","AS0000000010","東京都港区","港区スポーツセンター（大プール）",,,,,,,"131032",,"東京都港区芝浦一丁目16番1号（みなとパーク芝浦内3～8階）","東京都","港区","芝浦一丁目","16番1号","みなとパーク芝浦内3～8階","35.646408","139.751501",,,"03-3452-4151",,,,,,,"ピーウォッシュ・アシックススポーツファシリティーズ・東急コミュニティー共同事業体",,,,"中学生以下の方の利用は18時まで（＊高校生以上の方の付き添いで2名まで18時以降も利用可能）","屋内水泳場",,,,"有","有",,,,,,"有",,,,,,,"https://www.minatoku-sports.com/",,,"遊泳用25ｍ×6コース×水深1.25ｍ、歩行用25ｍ×2コース×水深1.05ｍ",,,,,"無","無","有","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無","無"
