全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
131121,,,東京都世田谷区,"伊藤商事株式会社 葬儀部 ",,世田谷区松原3-30-12,,,,(03)3322-8155,,,,,,,
131121,,,東京都世田谷区,有限会社　メーユー上原葬儀社,,世田谷区梅丘3-10-12,,,,(03)3429-3643,,,,,,,
131121,,,東京都世田谷区,"金子総本店 ",,世田谷区北沢3-31-2,,,,(03)3469-2894,,,,,,,
131121,,,東京都世田谷区,株式会社　佐久間本店,,世田谷区成城6-6-3,,,,(03)3482-1467,,,,,,,
131121,,,東京都世田谷区,"株式会社　佐久間本店 千歳船橋営業所 ",,世田谷区桜丘2-27-11,,,,(03)3429-7521,,,,,,,
131121,,,東京都世田谷区,"有限会社　佐藤葬祭 ",,世田谷区北沢5-34-14,,,,(03)3468-0949,,,,,,,
131121,,,東京都世田谷区,有限会社　嶋田葬祭,,世田谷区池尻3-4-2,,,,(03)3411-0347,,,,,,,
131121,,,東京都世田谷区,"株式会社　経堂 清水葬祭 ",,世田谷区経堂1-5-9,,,,(03)3420-6971,,,,,,,
131121,,,東京都世田谷区,城西葬祭　株式会社,,世田谷区野沢2-13-2,,,,(03)3421-0610,,,,,,,
131121,,,東京都世田谷区,"株式会社　杉田フューネス ",,世田谷区上北沢4-33-3,,,,(03)3302-6767,,,,,,,
131121,,,東京都世田谷区,"有限会社　曽根葬祭 ",,世田谷区下馬4-2-12,,,,(03)3414-1042,,,,,,,
131121,,,東京都世田谷区,"有限会社　野﨑商店 ",,世田谷区豪徳寺1-8-7,,,,(03)3429-7214,,,,,,,
131121,,,東京都世田谷区,有限会社　平野屋葬祭,,世田谷区大原1-17-12,,,,(03)3468-2028,,,,,,,
131121,,,東京都世田谷区,株式会社　ムラカミ,,世田谷区宮坂3-28-2,,,,(03)3429-4874,,,,,,,
131121,,,東京都世田谷区,"太子堂 山田葬儀社 ",,世田谷区太子堂5-2-11-104,,,,(03)3414-4269,,,,,,,
131121,,,東京都世田谷区,株式会社　沼崎商会,,世田谷区尾山台3-9-6,,,,(03)3702-0156,,,,,,,
131121,,,東京都世田谷区,東京典禮　株式会社,,世田谷区北烏山1-10-26-401,,,,(03)3304-4241,,,,,,,
