全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,絵本,雑誌,点字本,視聴覚資料,外国語の本,新聞(全国紙),新聞(地方紙),新聞(その他),地元出身の作家の本コーナー,インターネットを使える端末,インターネットでの蔵書検索,プリンター,フリーWi-Fi,飲食物を購入できる場所,おはなし会,映画会,講座等,閲覧できる場所,映像が見れる場所,自習室,ソファー,キッズスペース,飲み物,食べ物,私語,自習,パソコン作業
131121,,東京都世田谷区,中央図書館,チュウオウトショカン,"setagaya central library ",中央図書館,1512,,,131121,,東京都世田谷区弦巻3-16-8,東京都,世田谷区,弦巻3,16-8,世田谷区教育会館,,,,,(03)3429-1811,,,,,,1000020131121,,月火水木金土日,10:00,19:00,月曜・祝休日は17:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,外国語子供資料のみ（６か国語）ギリシャ語;スウェーデン語;チェコ語;デンマーク語;ヘブライ語;ルーマニア語,有,有,有,有,アラビア語;イタリア語;インド諸語;インドネシア語;英語;オランダ語;スペイン語;タイ語;タガログ語;中国語;ドイツ語;ハングル;ビルマ語;ベトナム語;ペルシャ語;フランス語;ポルトガル語;マレーシア語;ロシア語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞;福島民報;福島民友,電波新聞;日刊工業新聞;日刊自動車新聞;日経産業新聞;日経MJ流通新聞;日経ヴェリタス;日本食糧新聞;サンケイスポーツ;スポーツニッポン;スポーツ報知;日刊スポーツ;週刊読書人;図書新聞;赤旗;公明新聞;社会新報;自由民主;立憲民主;朝日小学生新聞;読売KODOMO新聞;朝日中高生新聞;読売中高生新聞;留学生新聞;世田谷新聞;不登校新聞;都政新報;都政新聞;官報,有,有,有,無,有,無,279,0,22,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,梅丘図書館,ウメガオカトショカン,umegaoka library,梅丘図書館,1512,,,131121,,東京都世田谷区松原6-41-8,東京都,世田谷区,松原6,41-8,,,,,,(03)3323-8261,,,,,,1000020131121,,月火水木金土日,09:00,19:00,,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,,,,無,有,有,無,有,無,102,0,0,無,無,,無,有,1,3,3,,
131121,,東京都世田谷区,世田谷図書館,セタガヤトショカン,"setagaya library ",世田谷図書館,1512,,,131121,,東京都世田谷区若林4-22-10,東京都,世田谷区,若林4,22-13,,,,,,(03)3419-1911,,,,,,1000020131121,,月火水木金土日,09:00,21:00,日曜・月曜・祝休日は20:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,サンケイスポーツ;スポーツニッポン;都政新報;官報,無,有,有,無,有,無,125,1,2,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,砧図書館,キヌタトショカン,"kinuta library ",砧図書館,1512,,,131121,,東京都世田谷区祖師谷3-10-4,東京都,世田谷区,祖師谷3,10-4,,,,,,(03)3482-2271,,,,,,1000020131121,,月火水木金土日,09:00,19:00,月曜・祝休日は17:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,スポーツニッポン;日刊スポーツ;留学生新聞;官報,無,有,有,無,有,有,98,0,4,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,奥沢図書館,オクサワトショカン,"okusawa library ",奥沢図書館,1512,,,131121,,東京都世田谷区奥沢3-5-7,東京都,世田谷区,奥沢3,5-7,,,,,,(03)3720-2096,,,,,,1000020131121,,火水木金土日,09:00,19:00,祝休日は17:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;日本経済新聞,東京新聞,日刊スポーツ;官報,無,有,有,無,有,無,56,0,0,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,玉川台図書館,タマガワダイトショカン,"tamagawadai library ",玉川台図書館,1512,,,131121,,東京都世田谷区玉川台1-6-15,東京都,世田谷区,玉川台1,6-15,玉川台区民センター,,,,,(03)3709-4146,,,,,,1000020131121,,火水木金土日,09:00,19:00,祝休日は17:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,日刊スポーツ;官報,無,有,有,無,有,無,72,0,2,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,代田図書館,ダイタトショカン,"daita library ",代田図書館,1512,,,131121,,東京都世田谷区代田6-34-13,東京都,世田谷区,代田6,34-13,代田区民センター,,,,,(03)3469-5638,,,,,,1000020131121,,月火水木金土日,09:00,19:00,月曜・祝休日は17:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,日刊スポーツ;週刊読書人;図書新聞;官報,有,有,有,無,有,無,50,0,2,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,烏山図書館,カラスヤマトショカン,"karasuyama library ",烏山図書館,1512,,,131121,,東京都世田谷区烏山6-2-19,東京都,世田谷区,烏山6,2-10,烏山区民センター,,,,,(03)3326-3521,,,,,,1000020131121,,月火水木金土日,09:00,21:00,日曜・月曜・祝休日は20:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,スポーツニッポン;日刊スポーツ;週刊読書人;官報,無,有,有,無,有,無,51,0,3,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,下馬図書館,シモウマトショカン,"simouma library ",下馬図書館,1512,,,131121,,東京都世田谷区下馬2-32-1,東京都,世田谷区,下馬2,32-1,,,,,,(03)3418-6531,,,,,,1000020131121,,月火水木金土日,09:00,19:00,,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,スポーツニッポン;日刊スポーツ;週刊読書人;官報,無,有,有,無,有,無,57,0,0,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,深沢図書館,フカサワトショカン,"fukasawa library ",深沢図書館,1512,,,131121,,東京都世田谷区深沢4-33-11,東京都,世田谷区,深沢4,33-11,深沢区民センター,,,,,(03)3705-4341,,,,,,1000020131121,,火水木金土日,09:00,19:00,祝休日は17:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,スポーツニッポン;日刊スポーツ;官報,有,有,有,無,有,無,59,0,0,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,桜丘図書館,サクラガオカトショカン,"sakuragaoka library ",桜丘図書館,1512,,,131121,,東京都世田谷区桜丘5-14-1,東京都,世田谷区,桜丘5,14-1,桜丘区民センター,,,,,(03)3439-0741,,,,,,1000020131121,,火水木金土日,09:00,19:00,祝休日は17:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞;福島民報;福島民友,スポーツニッポン;スポーツ報知;官報,無,有,有,無,有,無,48,0,0,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,尾山台図書館,オヤマダイトショカン,"oyamadai library ",尾山台図書館,1512,,,131121,,東京都世田谷区等々力2-17-14,東京都,世田谷区,等々力2,17-14,尾山台地区会館,,,,,(03)3703-2581,,,,,,1000020131121,,月火水木金土日,09:00,19:00,月曜・祝休日は17:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,サンケイスポーツ;スポーツニッポン;週刊読書人;官報,無,有,有,無,有,無,75,0,0,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,上北沢図書館,カミキタザワトショカン,"kamikitazawa library ",上北沢図書館,1512,,,131121,,東京都世田谷区上北沢3-8-9,東京都,世田谷区,上北沢3,8-9,上北沢区民センター,,,,,(03)3290-3411,,,,,,1000020131121,,火水木金土日,09:00,19:00,祝休日は17:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,サンケイスポーツ;スポーツニッポン;週刊読書人;官報,有,有,有,無,有,無,74,0,0,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,粕谷図書館,カスヤトショカン,"kasuya library ",粕谷図書館,1512,,,131121,,東京都世田谷区粕谷4-13-6,東京都,世田谷区,粕谷4,13-6,粕谷区民センター,,,,,(03)3305-1661,,,,,,1000020131121,,火水木金土日,09:00,19:00,祝休日は17:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,スポーツニッポン;日刊スポーツ;週刊読書人;官報,有,有,有,無,有,無,19,0,0,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,鎌田図書館,カマタトショカン,"kamata library ",鎌田図書館,1512,,,131121,,東京都世田谷区鎌田3-35-1,東京都,世田谷区,鎌田3,35-1,鎌田区民センター,,,,,(03)3709-6311,,,,,,1000020131121,,火水木金土日,09:00,19:00,祝休日は17:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,スポーツニッポン;日刊スポーツ;官報,有,有,有,無,有,無,44,0,0,有,無,,無,有,1,3,3,,
131121,,東京都世田谷区,経堂図書館,キョウドウトショカン,"kyodo library ",経堂図書館,1512,,,131121,,東京都世田谷区宮坂3-1-30,東京都,世田谷区,宮坂3,1-30,,,,,,(03)5451-0071,,,,,,1000020131121,,月火水木金土日,09:00,21:00,日曜・月曜・祝休日は20:00終了,,,,,,,,,,,,,,,,,,,http://libweb.city.setagaya.tokyo.jp,,,,有,有,有,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,日刊工業新聞;日刊産業新聞;日経MJ流通新聞;日経ヴェリタス;スポーツニッポン;日刊スポーツ;週刊読書人;官報,無,有,有,無,有,無,68,0,6,有,無,,無,有,1,3,3,,
