項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7992,-,1629,-,181,-,198,-
0,0,0,0,0,調査世帯数,338,-,270,-,54,-,8,-,6,-
0,0,0,0,0,世帯人員,3.31,-,3.38,-,2.96,-,2.89,-,3.4,-
0,0,0,0,0,有業人員,1.73,-,1.76,-,1.6,-,1.34,-,1.7,-
0,0,0,0,0,世帯主平均年齢,50.7,-,52.1,-,43.1,-,49.7,-,55.4,-
1,0,0,0,0,受取,974579,-,990561,-,962318,-,639758,-,736812,-
1,1,0,0,0,実収入,496811,100,507168,100,490636,100,245814,100,359319,100
1,2,0,0,0,経常収入,493472,99.3,505386,99.6,479196,97.7,244776,99.6,357643,99.5
1,3,0,0,0,勤め先収入,480353,96.7,492200,97,464034,94.6,238625,97.1,357643,99.5
1,4,0,0,0,世帯主収入,412098,82.9,423177,83.4,390224,79.5,233033,94.8,308769,85.9
1,6,0,0,0,うち男,392087,78.9,406105,80.1,361757,73.7,137560,56,308769,85.9
1,5,0,0,0,定期収入,409657,82.5,421186,83,385047,78.5,232664,94.7,308769,85.9
1,5,0,0,0,臨時収入,2441,0.5,1990,0.4,5177,1.1,369,0.2,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,62224,12.5,61680,12.2,73188,14.9,2237,0.9,48873,13.6
1,6,0,0,0,うち女,61496,12.4,60770,12,73188,14.9,2237,0.9,48873,13.6
1,4,0,0,0,他の世帯員収入,6031,1.2,7344,1.4,622,0.1,3355,1.4,-,-
1,3,0,0,0,事業・内職収入,4817,1,5697,1.1,1626,0.3,-,-,-,-
1,4,0,0,0,家賃収入,3371,0.7,4088,0.8,635,0.1,-,-,-,-
1,4,0,0,0,他の事業収入,973,0.2,1217,0.2,-,-,-,-,-,-
1,4,0,0,0,内職収入,474,0.1,391,0.1,990,0.2,-,-,-,-
1,3,0,0,0,他の経常収入,8302,1.7,7489,1.5,13536,2.8,6151,2.5,-,-
1,4,0,0,0,財産収入,568,0.1,666,0.1,223,0,-,-,-,-
1,4,0,0,0,社会保障給付,7317,1.5,6641,1.3,11652,2.4,6151,2.5,-,-
1,5,0,0,0,公的年金給付,517,0.1,647,0.1,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,6800,1.4,5995,1.2,11652,2.4,6151,2.5,-,-
1,4,0,0,0,仕送り金,416,0.1,182,0,1661,0.3,-,-,-,-
1,2,0,0,0,特別収入,3339,0.7,1782,0.4,11440,2.3,1038,0.4,1676,0.5
1,3,0,0,0,受贈金,2279,0.5,636,0.1,10754,2.2,-,-,994,0.3
1,3,0,0,0,他の特別収入,1060,0.2,1146,0.2,686,0.1,1038,0.4,682,0.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),394760,-,405885,-,363251,-,294818,-,296434,-
1,2,0,0,0,預貯金引出,321798,-,327317,-,308403,-,256419,-,269038,-
1,2,0,0,0,保険金,5971,-,7471,-,-,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,5971,-,7471,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,612,-,699,-,327,-,-,-,-,-
1,2,0,0,0,一括払購入借入金,66264,-,70358,-,53999,-,38399,-,27395,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,116,-,39,-,521,-,-,-,-,-
1,1,0,0,0,繰入金,83008,-,77509,-,108432,-,99126,-,81060,-
2,0,0,0,0,支払,974579,-,990561,-,962318,-,639758,-,736812,-
2,1,0,0,0,実支出,411448,-,405995,-,448033,-,324352,-,410330,-
2,2,0,0,0,生計支出,311693,-,302280,-,357241,-,290827,-,336006,-
2,3,0,0,0,消費支出,311693,100,302280,100,357241,100,290827,100,336006,100
2,4,1,0,0,食料,85231,27.3,86813,28.7,79592,22.3,65384,22.5,85906,25.6
2,5,1,1,0,穀類,6704,2.2,6955,2.3,5673,1.6,5062,1.7,6557,2
2,6,1,1,1,米類,1787,0.6,1857,0.6,1375,0.4,1478,0.5,2625,0.8
2,6,1,1,2,パン,3077,1,3198,1.1,2636,0.7,2437,0.8,2438,0.7
2,6,1,1,3,麺類,1372,0.4,1404,0.5,1287,0.4,905,0.3,1226,0.4
2,6,1,1,4,他の穀類,467,0.1,496,0.2,376,0.1,241,0.1,269,0.1
2,5,1,2,0,魚介類,5136,1.6,5466,1.8,3510,1,3908,1.3,6326,1.9
2,6,1,2,1,生鮮魚介,2992,1,3193,1.1,1964,0.5,2243,0.8,4018,1.2
2,6,1,2,2,塩干魚介,946,0.3,1023,0.3,582,0.2,641,0.2,1103,0.3
2,6,1,2,3,魚肉練製品,541,0.2,549,0.2,474,0.1,676,0.2,636,0.2
2,6,1,2,4,他の魚介加工品,658,0.2,701,0.2,490,0.1,348,0.1,568,0.2
2,5,1,3,0,肉類,8088,2.6,8560,2.8,6099,1.7,6790,2.3,6568,2
2,6,1,3,1,生鮮肉,6552,2.1,6935,2.3,4918,1.4,5919,2,5105,1.5
2,6,1,3,2,加工肉,1536,0.5,1626,0.5,1180,0.3,871,0.3,1462,0.4
2,5,1,4,0,乳卵類,4083,1.3,4188,1.4,3573,1,3429,1.2,4609,1.4
2,6,1,4,1,牛乳,1310,0.4,1428,0.5,806,0.2,1271,0.4,724,0.2
2,6,1,4,2,乳製品,2010,0.6,1969,0.7,2130,0.6,1441,0.5,3220,1
2,6,1,4,3,卵,763,0.2,792,0.3,638,0.2,717,0.2,666,0.2
2,5,1,5,0,野菜・海藻,8974,2.9,9364,3.1,6953,1.9,7378,2.5,11326,3.4
2,6,1,5,1,生鮮野菜,6296,2,6542,2.2,5027,1.4,5209,1.8,7825,2.3
2,6,1,5,2,乾物・海藻,649,0.2,696,0.2,413,0.1,492,0.2,847,0.3
2,6,1,5,3,大豆加工品,1007,0.3,1037,0.3,859,0.2,788,0.3,1202,0.4
2,6,1,5,4,他の野菜・海藻加工品,1022,0.3,1089,0.4,654,0.2,889,0.3,1452,0.4
2,5,1,6,0,果物,2403,0.8,2482,0.8,2109,0.6,2256,0.8,1771,0.5
2,6,1,6,1,生鮮果物,2117,0.7,2158,0.7,1967,0.6,2149,0.7,1681,0.5
2,6,1,6,2,果物加工品,286,0.1,324,0.1,142,0,108,0,91,0
2,5,1,7,0,油脂・調味料,3764,1.2,3940,1.3,3133,0.9,2629,0.9,2880,0.9
2,6,1,7,1,油脂,343,0.1,347,0.1,319,0.1,361,0.1,360,0.1
2,6,1,7,2,調味料,3421,1.1,3593,1.2,2815,0.8,2268,0.8,2520,0.7
2,5,1,8,0,菓子類,6435,2.1,6637,2.2,5327,1.5,8628,3,5348,1.6
2,5,1,9,0,調理食品,11459,3.7,11662,3.9,10956,3.1,7040,2.4,11445,3.4
2,6,1,9,1,主食的調理食品,5053,1.6,5038,1.7,5240,1.5,3413,1.2,5614,1.7
2,6,1,9,2,他の調理食品,6406,2.1,6624,2.2,5717,1.6,3627,1.2,5831,1.7
2,5,1,10,0,飲料,4402,1.4,4406,1.5,4382,1.2,4503,1.5,4328,1.3
2,6,1,10,1,茶類,995,0.3,996,0.3,1076,0.3,669,0.2,583,0.2
2,6,1,10,2,コーヒー・ココア,942,0.3,935,0.3,910,0.3,959,0.3,1450,0.4
2,6,1,10,3,他の飲料,2466,0.8,2476,0.8,2396,0.7,2874,1,2295,0.7
2,5,1,11,0,酒類,3285,1.1,3508,1.2,2280,0.6,770,0.3,4885,1.5
2,5,1,12,0,外食,20497,6.6,19644,6.5,25596,7.2,12991,4.5,19862,5.9
2,6,1,12,1,一般外食,19004,6.1,18172,6,23816,6.7,12714,4.4,18781,5.6
2,6,1,12,2,学校給食,1493,0.5,1472,0.5,1780,0.5,277,0.1,1081,0.3
2,4,2,0,0,住居,19951,6.4,4617,1.5,92206,25.8,40174,13.8,25957,7.7
2,5,2,1,0,家賃地代,16601,5.3,463,0.2,92130,25.8,39151,13.5,25957,7.7
2,5,2,2,0,設備修繕・維持,3351,1.1,4154,1.4,76,0,1023,0.4,-,-
2,6,2,2,1,設備材料,623,0.2,767,0.3,43,0,133,0,-,-
