項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,740,-,-,104,-,105,-,113,-,104,-,106,-,106,-,102,-
0,世帯人員,2.95,-,-,2.5,-,2.73,-,2.82,-,2.86,-,3.24,-,3.34,-,3.21,-
0,有業人員,1.27,-,-,0.98,-,1.08,-,1.21,-,1.42,-,1.38,-,1.53,-,1.31,-
0,世帯主平均年齢,59.7,-,-,65,-,64.1,-,61,-,56.7,-,55.5,-,57.4,-,58.2,-
0,消費支出,341700,100,8.1,115809,100,169776,100,218613,100,269368,100,328835,100,418414,100,866178,100
2,基礎的支出,179348,52.5,4.3,81583,70.4,114960,67.7,138052,63.1,159928,59.4,183221,55.7,221116,52.8,354851,41
3,選択的支出,162352,47.5,12.6,34226,29.6,54816,32.3,80561,36.9,109441,40.6,145613,44.3,197298,47.2,511326,59
1,食料,94843,27.8,1.3,57416,49.6,69313,40.8,78968,36.1,90093,33.4,105765,32.2,114349,27.3,147504,17
2,基礎的支出,71584,20.9,1.3,48440,41.8,56566,33.3,61948,28.3,68456,25.4,79559,24.2,86558,20.7,99297,11.5
3,選択的支出,23259,6.8,1.3,8977,7.8,12746,7.5,17020,7.8,21638,8,26206,8,27791,6.6,48207,5.6
1,住居,27813,8.1,17.4,1947,1.7,7568,4.5,13814,6.3,18641,6.9,13616,4.1,32538,7.8,105778,12.2
2,基礎的支出,25792,7.5,13.3,1613,1.4,5971,3.5,13814,6.3,15939,5.9,11819,3.6,26136,6.2,104494,12.1
3,選択的支出,2021,0.6,121.6,334,0.3,1597,0.9,-,-,2703,1,1796,0.5,6402,1.5,1284,0.1
1,光熱・水道,20514,6,0.6,11394,9.8,17190,10.1,19883,9.1,21742,8.1,21775,6.6,23184,5.5,28334,3.3
2,基礎的支出,20514,6,0.6,11394,9.8,17190,10.1,19883,9.1,21742,8.1,21775,6.6,23184,5.5,28334,3.3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,12792,3.7,8.8,2764,2.4,6890,4.1,6299,2.9,10540,3.9,9424,2.9,19717,4.7,33656,3.9
2,基礎的支出,7496,2.2,-4.3,2503,2.2,5105,3,4829,2.2,7410,2.8,6836,2.1,13992,3.3,11708,1.4
3,選択的支出,5296,1.5,34.8,261,0.2,1785,1.1,1471,0.7,3130,1.2,2588,0.8,5725,1.4,21948,2.5
1,被服及び履物,15933,4.7,-16,5581,4.8,5434,3.2,8212,3.8,14069,5.2,20387,6.2,23071,5.5,34607,4
2,基礎的支出,1144,0.3,-21.6,318,0.3,985,0.6,644,0.3,1417,0.5,1541,0.5,1242,0.3,1848,0.2
3,選択的支出,14789,4.3,-15.5,5263,4.5,4449,2.6,7568,3.5,12652,4.7,18846,5.7,21829,5.2,32760,3.8
1,保健医療,15457,4.5,22,4256,3.7,7168,4.2,9740,4.5,13916,5.2,20069,6.1,20799,5,32108,3.7
2,基礎的支出,13685,4,29.9,3847,3.3,6852,4,8159,3.7,12380,4.6,17341,5.3,17309,4.1,29765,3.4
3,選択的支出,1772,0.5,-17,409,0.4,316,0.2,1581,0.7,1535,0.6,2728,0.8,3490,0.8,2343,0.3
1,交通・通信,48527,14.2,55.3,8799,7.6,17222,10.1,22235,10.2,27727,10.3,41231,12.5,46146,11,175246,20.2
2,基礎的支出,11028,3.2,7.1,3928,3.4,6256,3.7,8066,3.7,10049,3.7,11404,3.5,13699,3.3,23670,2.7
3,選択的支出,37499,11,79,4870,4.2,10967,6.5,14169,6.5,17678,6.6,29827,9.1,32448,7.8,151576,17.5
1,教育,13375,3.9,-22.8,663,0.6,1835,1.1,5130,2.3,5995,2.2,8993,2.7,15436,3.7,55203,6.4
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,13375,3.9,-22.8,663,0.6,1835,1.1,5130,2.3,5995,2.2,8993,2.7,15436,3.7,55203,6.4
1,教養娯楽,41246,12.1,7.6,11530,10,16337,9.6,22677,10.4,24865,9.2,36044,11,56201,13.4,120344,13.9
2,基礎的支出,7242,2.1,2.2,3969,3.4,5378,3.2,5692,2.6,6058,2.2,7271,2.2,10603,2.5,11670,1.3
3,選択的支出,34004,10,8.8,7562,6.5,10958,6.5,16985,7.8,18807,7,28773,8.7,45598,10.9,108674,12.5
1,その他の消費支出,51200,15,6.3,11459,9.9,20820,12.3,31656,14.5,41781,15.5,51531,15.7,66972,16,133398,15.4
2,基礎的支出,20863,6.1,-0.1,5571,4.8,10656,6.3,15017,6.9,16477,6.1,25674,7.8,28394,6.8,44066,5.1
3,選択的支出,30337,8.9,11.2,5888,5.1,10164,6,16638,7.6,25304,9.4,25856,7.9,38578,9.2,89332,10.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年5月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
