項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9221,-,2974,-,2555,-,7026,-,6666,-,779,-
0,0,0,0,0,調査世帯数,251,-,-,232,-,71,-,60,-,180,-,172,-,19,-
0,0,0,0,0,世帯人員,2.3,-,-,2.3,-,2.09,-,2.11,-,2.39,-,2.38,-,2.29,-
0,0,0,0,0,有業人員,0.38,-,-,0.37,-,0.2,-,0.19,-,0.46,-,0.45,-,0.43,-
0,0,0,0,0,世帯主平均年齢,75.5,-,-,75.7,-,77.3,-,78,-,74.8,-,74.8,-,73.4,-
1,0,0,0,0,受取,692204,-,-2.4,714704,-,454403,-,470341,-,792868,-,808388,-,425858,-
1,1,0,0,0,実収入,303346,100,1.6,312383,100,189652,100,194358,100,351474,100,357631,100,196379,100
1,2,0,0,0,経常収入,298883,98.5,1.9,307550,98.5,182503,96.2,186068,95.7,348148,99.1,354124,99,196284,100
1,3,0,0,0,勤め先収入,9037,3,-24,9555,3.1,4820,2.5,5609,2.9,10822,3.1,11067,3.1,2912,1.5
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,3427,1.1,-52.6,3717,1.2,1382,0.7,1608,0.8,4293,1.2,4526,1.3,-,-
1,6,0,0,0,うち女,3427,1.1,-52.6,3717,1.2,1382,0.7,1608,0.8,4293,1.2,4526,1.3,-,-
1,4,0,0,0,他の世帯員収入,5610,1.8,20,5838,1.9,3438,1.8,4001,2.1,6529,1.9,6542,1.8,2912,1.5
1,3,0,0,0,事業・内職収入,8336,2.7,-40.1,8916,2.9,3326,1.8,3871,2,10457,3,10850,3,1474,0.8
1,4,0,0,0,家賃収入,1781,0.6,-31.9,1932,0.6,-,-,-,-,2535,0.7,2672,0.7,-,-
