項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3896,-,4478,-,720,-,92,-,906,-,2794,-
0,0,0,0,0,調査世帯数,722,-,283,-,324,-,50,-,6,-,65,-,202,-
0,0,0,0,0,世帯人員,2.93,-,2,-,3.68,-,2.24,-,2.5,-,3.77,-,3.35,-
0,0,0,0,0,有業人員,1.28,-,0.69,-,1.75,-,1.31,-,1,-,1.44,-,2.29,-
0,0,0,0,0,世帯主平均年齢,61,-,69.7,-,52.5,-,67.6,-,43.3,-,60.1,-,52.5,-
2,2,0,0,0,生計支出,320871,-,278113,-,366450,-,225584,-,272813,-,355203,-,386227,-
2,3,0,0,0,消費支出,320871,100,278113,100,366450,100,225584,100,272813,100,355203,100,386227,100
2,4,1,0,0,食料,82143,25.6,74309,26.7,90283,24.6,67316,29.8,64213,23.5,87388,24.6,93407,24.2
2,5,1,1,0,穀類,6236,1.9,4905,1.8,7406,2,5340,2.4,5388,2,6885,1.9,7187,1.9
2,6,1,1,1,米類,1945,0.6,1403,0.5,2294,0.6,1665,0.7,1482,0.5,2770,0.8,2285,0.6
2,6,1,1,2,パン,2655,0.8,2188,0.8,3155,0.9,2357,1,2035,0.7,2431,0.7,3059,0.8
2,6,1,1,3,麺類,1266,0.4,1019,0.4,1504,0.4,959,0.4,1571,0.6,1393,0.4,1432,0.4
2,6,1,1,4,他の穀類,370,0.1,294,0.1,453,0.1,359,0.2,300,0.1,291,0.1,411,0.1
2,5,1,2,0,魚介類,6053,1.9,6208,2.2,5921,1.6,5824,2.6,3051,1.1,6223,1.8,5685,1.5
2,6,1,2,1,生鮮魚介,3579,1.1,3621,1.3,3528,1,3550,1.6,1743,0.6,3678,1,3450,0.9
2,6,1,2,2,塩干魚介,1075,0.3,1076,0.4,1075,0.3,956,0.4,365,0.1,1168,0.3,1030,0.3
2,6,1,2,3,魚肉練製品,568,0.2,642,0.2,513,0.1,485,0.2,419,0.2,590,0.2,487,0.1
2,6,1,2,4,他の魚介加工品,831,0.3,870,0.3,805,0.2,833,0.4,523,0.2,787,0.2,717,0.2
2,5,1,3,0,肉類,7909,2.5,5939,2.1,9766,2.7,6325,2.8,5590,2,8459,2.4,9050,2.3
2,6,1,3,1,生鮮肉,6398,2,4647,1.7,8102,2.2,4861,2.2,4630,1.7,6730,1.9,7356,1.9
2,6,1,3,2,加工肉,1510,0.5,1292,0.5,1664,0.5,1464,0.6,960,0.4,1729,0.5,1693,0.4
2,5,1,4,0,乳卵類,4262,1.3,4061,1.5,4351,1.2,3663,1.6,4599,1.7,5162,1.5,4407,1.1
2,6,1,4,1,牛乳,1492,0.5,1485,0.5,1476,0.4,1046,0.5,1094,0.4,1959,0.6,1429,0.4
2,6,1,4,2,乳製品,1942,0.6,1858,0.7,1977,0.5,1857,0.8,2856,1,2199,0.6,2082,0.5
2,6,1,4,3,卵,827,0.3,718,0.3,897,0.2,761,0.3,649,0.2,1004,0.3,896,0.2
2,5,1,5,0,野菜・海藻,10146,3.2,9676,3.5,10265,2.8,8791,3.9,5958,2.2,12660,3.6,10190,2.6
2,6,1,5,1,生鮮野菜,7095,2.2,6706,2.4,7186,2,6193,2.7,4101,1.5,9034,2.5,7299,1.9
2,6,1,5,2,乾物・海藻,733,0.2,662,0.2,787,0.2,588,0.3,155,0.1,885,0.2,718,0.2
2,6,1,5,3,大豆加工品,1127,0.4,1072,0.4,1152,0.3,1075,0.5,945,0.3,1285,0.4,1125,0.3
2,6,1,5,4,他の野菜・海藻加工品,1191,0.4,1236,0.4,1139,0.3,935,0.4,755,0.3,1457,0.4,1049,0.3
2,5,1,6,0,果物,3460,1.1,3863,1.4,3035,0.8,3262,1.4,1957,0.7,3986,1.1,3165,0.8
2,6,1,6,1,生鮮果物,3151,1,3560,1.3,2755,0.8,2715,1.2,1569,0.6,3697,1,2933,0.8
2,6,1,6,2,果物加工品,309,0.1,303,0.1,280,0.1,548,0.2,389,0.1,289,0.1,232,0.1
2,5,1,7,0,油脂・調味料,3713,1.2,3074,1.1,4249,1.2,2915,1.3,2829,1,4446,1.3,4214,1.1
2,6,1,7,1,油脂,406,0.1,362,0.1,437,0.1,312,0.1,122,0,510,0.1,415,0.1
2,6,1,7,2,調味料,3307,1,2712,1,3811,1,2604,1.2,2707,1,3937,1.1,3799,1
2,5,1,8,0,菓子類,5582,1.7,4652,1.7,6396,1.7,4629,2.1,5744,2.1,6314,1.8,6276,1.6
2,5,1,9,0,調理食品,11522,3.6,11016,4,11765,3.2,10904,4.8,13656,5,12985,3.7,12044,3.1
