項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8462,-,1224,-,191,-,122,-
0,0,0,0,0,調査世帯数,709,-,602,-,81,-,18,-,8,-
0,0,0,0,0,世帯人員,2.94,-,2.93,-,2.96,-,2.5,-,3.84,-
0,0,0,0,0,有業人員,1.31,-,1.29,-,1.49,-,0.9,-,1.77,-
0,0,0,0,0,世帯主平均年齢,60.9,-,62.6,-,49,-,62.7,-,57.4,-
2,2,0,0,0,生計支出,299426,-,293370,-,344503,-,246364,-,350283,-
2,3,0,0,0,消費支出,299426,100,293370,100,344503,100,246364,100,350283,100
2,4,1,0,0,食料,82922,27.7,83561,28.5,81306,23.6,64356,26.1,83989,24
2,5,1,1,0,穀類,6265,2.1,6318,2.2,6253,1.8,4076,1.7,6101,1.7
2,6,1,1,1,米類,1704,0.6,1723,0.6,1608,0.5,1117,0.5,2224,0.6
2,6,1,1,2,パン,2777,0.9,2815,1,2705,0.8,1671,0.7,2584,0.7
2,6,1,1,3,麺類,1293,0.4,1282,0.4,1433,0.4,1001,0.4,1087,0.3
2,6,1,1,4,他の穀類,492,0.2,498,0.2,508,0.1,287,0.1,207,0.1
2,5,1,2,0,魚介類,6148,2.1,6502,2.2,3836,1.1,5519,2.2,5765,1.6
2,6,1,2,1,生鮮魚介,3559,1.2,3771,1.3,2184,0.6,2995,1.2,3572,1
2,6,1,2,2,塩干魚介,1160,0.4,1237,0.4,686,0.2,906,0.4,973,0.3
2,6,1,2,3,魚肉練製品,585,0.2,600,0.2,443,0.1,809,0.3,622,0.2
2,6,1,2,4,他の魚介加工品,844,0.3,895,0.3,524,0.2,808,0.3,599,0.2
2,5,1,3,0,肉類,7731,2.6,7978,2.7,6409,1.9,5756,2.3,6994,2
2,6,1,3,1,生鮮肉,6285,2.1,6482,2.2,5212,1.5,4896,2,5620,1.6
2,6,1,3,2,加工肉,1446,0.5,1496,0.5,1197,0.3,860,0.3,1374,0.4
2,5,1,4,0,乳卵類,4275,1.4,4323,1.5,4065,1.2,3122,1.3,4855,1.4
2,6,1,4,1,牛乳,1435,0.5,1508,0.5,1070,0.3,809,0.3,940,0.3
2,6,1,4,2,乳製品,2041,0.7,1996,0.7,2312,0.7,1593,0.6,3100,0.9
2,6,1,4,3,卵,800,0.3,819,0.3,683,0.2,720,0.3,815,0.2
2,5,1,5,0,野菜・海藻,10285,3.4,10596,3.6,8413,2.4,8268,3.4,10665,3
2,6,1,5,1,生鮮野菜,7092,2.4,7275,2.5,6081,1.8,5453,2.2,7084,2
2,6,1,5,2,乾物・海藻,793,0.3,842,0.3,488,0.1,559,0.2,798,0.2
2,6,1,5,3,大豆加工品,1156,0.4,1181,0.4,1023,0.3,900,0.4,1184,0.3
2,6,1,5,4,他の野菜・海藻加工品,1245,0.4,1298,0.4,821,0.2,1356,0.6,1599,0.5
2,5,1,6,0,果物,3168,1.1,3234,1.1,2686,0.8,4073,1.7,1971,0.6
2,6,1,6,1,生鮮果物,2831,0.9,2881,1,2439,0.7,3737,1.5,1901,0.5
2,6,1,6,2,果物加工品,336,0.1,353,0.1,246,0.1,336,0.1,70,0
