項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7353,-,1899,-,115,-,633,-
0,0,0,0,0,調査世帯数,361,-,276,-,59,-,6,-,20,-
0,0,0,0,0,世帯人員,3.4,-,3.43,-,3.12,-,3,-,3.91,-
0,0,0,0,0,有業人員,1.64,-,1.71,-,1.53,-,1.83,-,1.21,-
0,0,0,0,0,世帯主平均年齢,48.8,-,50.8,-,44.1,-,47,-,39.8,-
1,0,0,0,0,受取,1083008,-,1125881,-,946266,-,976372,-,1014518,-
1,1,0,0,0,実収入,531854,100,543514,100,468939,100,523837,100,586564,100
1,2,0,0,0,経常収入,526991,99.1,537743,98.9,466716,99.5,523047,99.8,583595,99.5
1,3,0,0,0,勤め先収入,480301,90.3,486943,89.6,441362,94.1,443427,84.6,526604,89.8
1,4,0,0,0,世帯主収入,421246,79.2,426025,78.4,373228,79.6,387162,73.9,515902,88
1,6,0,0,0,うち男,398074,74.8,405006,74.5,333710,71.2,368640,70.4,515902,88
1,5,0,0,0,定期収入,418356,78.7,422849,77.8,370376,79,387162,73.9,515688,87.9
1,5,0,0,0,臨時収入,2890,0.5,3175,0.6,2852,0.6,-,-,214,0
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,53825,10.1,55648,10.2,61506,13.1,47932,9.2,10702,1.8
1,6,0,0,0,うち女,50807,9.6,53489,9.8,53971,11.5,47932,9.2,10702,1.8
1,4,0,0,0,他の世帯員収入,5230,1,5271,1,6628,1.4,8333,1.6,-,-
1,3,0,0,0,事業・内職収入,5148,1,5648,1,4546,1,8730,1.7,497,0.1
1,4,0,0,0,家賃収入,2612,0.5,3510,0.6,-,-,-,-,497,0.1
1,4,0,0,0,他の事業収入,1775,0.3,1257,0.2,4480,1,-,-,-,-
1,4,0,0,0,内職収入,761,0.1,882,0.2,65,0,8730,1.7,-,-
1,3,0,0,0,他の経常収入,41542,7.8,45151,8.3,20808,4.4,70890,13.5,56494,9.6
1,4,0,0,0,財産収入,13,0,17,0,0,0,-,-,0,0
1,4,0,0,0,社会保障給付,41164,7.7,44676,8.2,20657,4.4,70890,13.5,56494,9.6
1,5,0,0,0,公的年金給付,22216,4.2,28793,5.3,-,-,60890,11.6,5466,0.9
1,5,0,0,0,他の社会保障給付,18948,3.6,15883,2.9,20657,4.4,10000,1.9,51028,8.7
1,4,0,0,0,仕送り金,365,0.1,457,0.1,151,0,-,-,-,-
1,2,0,0,0,特別収入,4863,0.9,5772,1.1,2223,0.5,790,0.2,2970,0.5
1,3,0,0,0,受贈金,3696,0.7,4554,0.8,1816,0.4,250,0,-,-
1,3,0,0,0,他の特別収入,1167,0.2,1218,0.2,407,0.1,540,0.1,2970,0.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),467447,-,507737,-,346683,-,382552,-,377095,-
1,2,0,0,0,預貯金引出,388794,-,423187,-,283025,-,313530,-,320210,-
1,2,0,0,0,保険金,3412,-,4380,-,1005,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,3221,-,4380,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,191,-,-,-,1005,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,10227,-,13847,-,236,-,-,-,-,-
1,2,0,0,0,一括払購入借入金,64695,-,65986,-,62391,-,69022,-,55831,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,320,-,337,-,26,-,-,-,1055,-
1,1,0,0,0,繰入金,83708,-,74630,-,130645,-,69983,-,50859,-
2,0,0,0,0,支払,1083008,-,1125881,-,946266,-,976372,-,1014518,-
2,1,0,0,0,実支出,458674,-,477364,-,391237,-,379014,-,458288,-
2,2,0,0,0,生計支出,364527,-,379316,-,320654,-,294761,-,336981,-
2,3,0,0,0,消費支出,364527,100,379316,100,320654,100,294761,100,336981,100
2,4,1,0,0,食料,81646,22.4,85490,22.5,68520,21.4,67104,22.8,79002,23.4
2,5,1,1,0,穀類,6554,1.8,6928,1.8,5384,1.7,3724,1.3,6228,1.8
2,6,1,1,1,米類,1772,0.5,1884,0.5,1395,0.4,184,0.1,1888,0.6
2,6,1,1,2,パン,3023,0.8,3269,0.9,2308,0.7,1701,0.6,2553,0.8
