項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,344,-,-,53,-,48,-,46,-,50,-,48,-,49,-,50,-
0,0,0,0,0,世帯人員,3.3,-,-,3,-,2.74,-,3.25,-,3.51,-,3.51,-,3.29,-,3.76,-
0,0,0,0,0,有業人員,1.71,-,-,1.6,-,1.7,-,1.61,-,1.61,-,1.66,-,1.75,-,2.07,-
0,0,0,0,0,世帯主平均年齢,51,-,-,55.7,-,56.3,-,50.5,-,46.9,-,47.2,-,49.9,-,50.9,-
1,0,0,0,0,受取,1069335,-,-3.4,520778,-,675207,-,839733,-,996883,-,1184538,-,1256476,-,1995762,-
1,1,0,0,0,実収入,535457,100,-3.4,145045,100,351812,100,389174,100,460165,100,550135,100,703327,100,1137327,100
1,2,0,0,0,経常収入,533512,99.6,-3.1,141331,97.4,349694,99.4,387631,99.6,458888,99.7,549184,99.8,700562,99.6,1136058,99.9
1,3,0,0,0,勤め先収入,475837,88.9,-2.7,43346,29.9,213485,60.7,335846,86.3,427346,92.9,529047,96.2,665311,94.6,1105194,97.2
1,4,0,0,0,世帯主収入,410330,76.6,-3.6,41916,28.9,202953,57.7,321501,82.6,386143,83.9,489091,88.9,572022,81.3,850477,74.8
1,6,0,0,0,うち男,392461,73.3,-1.2,29527,20.4,160748,45.7,303917,78.1,367054,79.8,489091,88.9,572022,81.3,817264,71.9
1,5,0,0,0,定期収入,402856,75.2,-4,41916,28.9,202077,57.4,319845,82.2,381264,82.9,486207,88.4,562599,80,818272,71.9
1,5,0,0,0,臨時収入,6239,1.2,39.8,-,-,876,0.2,1656,0.4,4879,1.1,2884,0.5,9423,1.3,23663,2.1
1,5,0,0,0,賞与,1235,0.2,-22.3,-,-,-,-,-,-,-,-,-,-,-,-,8542,0.8
1,4,0,0,0,世帯主の配偶者の収入,61862,11.6,7.4,1219,0.8,10532,3,13210,3.4,40134,8.7,39956,7.3,84660,12,240391,21.1
1,6,0,0,0,うち女,61862,11.6,9.4,1219,0.8,10532,3,13210,3.4,40134,8.7,39956,7.3,84660,12,240391,21.1
1,4,0,0,0,他の世帯員収入,3645,0.7,-38.9,212,0.1,-,-,1135,0.3,1070,0.2,-,-,8629,1.2,14326,1.3
1,3,0,0,0,事業・内職収入,3545,0.7,-48.8,1342,0.9,12381,3.5,3936,1,689,0.1,1587,0.3,3795,0.5,1033,0.1
1,4,0,0,0,家賃収入,1782,0.3,-57.5,466,0.3,8331,2.4,-,-,-,-,-,-,2559,0.4,1033,0.1
1,4,0,0,0,他の事業収入,1235,0.2,-44.7,-,-,4050,1.2,3380,0.9,-,-,-,-,1235,0.2,-,-
1,4,0,0,0,内職収入,528,0.1,7.5,876,0.6,-,-,556,0.1,689,0.1,1587,0.3,-,-,-,-
1,3,0,0,0,他の経常収入,54130,10.1,-0.6,96643,66.6,123828,35.2,47848,12.3,30853,6.7,18550,3.4,31456,4.5,29831,2.6
1,4,0,0,0,財産収入,346,0.1,-83.3,-,-,777,0.2,-,-,-,-,-,-,1639,0.2,0,0
1,4,0,0,0,社会保障給付,53526,10,2.5,96643,66.6,121899,34.6,47848,12.3,30853,6.7,17903,3.3,29817,4.2,29831,2.6
1,5,0,0,0,公的年金給付,39205,7.3,26.1,90314,62.3,109220,31,27674,7.1,8978,2,-,-,21852,3.1,16563,1.5
1,5,0,0,0,他の社会保障給付,14322,2.7,-32.2,6329,4.4,12680,3.6,20175,5.2,21875,4.8,17903,3.3,7965,1.1,13268,1.2
1,4,0,0,0,仕送り金,258,0,44.9,-,-,1152,0.3,-,-,-,-,647,0.1,-,-,-,-
1,2,0,0,0,特別収入,1944,0.4,-49.6,3714,2.6,2118,0.6,1543,0.4,1277,0.3,951,0.2,2765,0.4,1269,0.1
1,3,0,0,0,受贈金,549,0.1,-76.5,-,-,1683,0.5,-,-,69,0,-,-,1630,0.2,444,0
1,3,0,0,0,他の特別収入,1395,0.3,-8.1,3714,2.6,435,0.1,1543,0.4,1208,0.3,951,0.2,1135,0.2,825,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),454915,-,3.7,318667,-,244784,-,348953,-,429516,-,574042,-,480415,-,783485,-
1,2,0,0,0,預貯金引出,378113,-,5.1,273835,-,197493,-,303062,-,353127,-,465357,-,384918,-,665431,-
1,2,0,0,0,保険金,2574,-,-58,5177,-,4340,-,841,-,-,-,-,-,7709,-,-,-
1,3,0,0,0,個人・企業年金保険金,2574,-,-58,5177,-,4340,-,841,-,-,-,-,-,7709,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,271,-,...,-,-,1877,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,473,-,-83.8,-,-,-,-,676,-,5,-,2156,-,490,-,-,-
1,2,0,0,0,一括払購入借入金,73478,-,5.1,39655,-,41073,-,44374,-,76384,-,106529,-,87254,-,118054,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,6,-,-96,-,-,-,-,-,-,-,-,-,-,43,-,-,-
1,1,0,0,0,繰入金,78963,-,-30.9,57067,-,78611,-,101606,-,107203,-,60361,-,72735,-,74950,-
2,0,0,0,0,支払,1069335,-,-3.4,520778,-,675207,-,839733,-,996883,-,1184538,-,1256476,-,1995762,-
