項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9350,-,2783,-,2458,-,7217,-,6892,-,650,-
0,0,0,0,0,調査世帯数,239,-,-,225,-,63,-,56,-,176,-,169,-,14,-
0,0,0,0,0,世帯人員,2.33,-,-,2.33,-,2.13,-,2.13,-,2.4,-,2.4,-,2.32,-
0,0,0,0,0,有業人員,0.37,-,-,0.38,-,0.21,-,0.23,-,0.43,-,0.44,-,0.18,-
0,0,0,0,0,世帯主平均年齢,74.3,-,-,75,-,73.7,-,74.4,-,74.5,-,75.2,-,63.7,-
1,0,0,0,0,受取,695422,-,0.9,710238,-,421740,-,448745,-,800947,-,803487,-,482284,-
1,1,0,0,0,実収入,319280,100,3.7,326328,100,191138,100,206275,100,368689,100,369139,100,217899,100
1,2,0,0,0,経常収入,316310,99.1,4.3,323520,99.1,189484,99.1,204425,99.1,365211,99.1,365990,99.1,212589,97.6
1,3,0,0,0,勤め先収入,11638,3.6,-31.6,11722,3.6,412,0.2,467,0.2,15967,4.3,15736,4.3,10437,4.8
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,5062,1.6,-21.7,5414,1.7,-,-,-,-,7014,1.9,7344,2,-,-
1,6,0,0,0,うち女,5062,1.6,-21.7,5414,1.7,-,-,-,-,7014,1.9,7344,2,-,-
1,4,0,0,0,他の世帯員収入,6576,2.1,-37.7,6308,1.9,412,0.2,467,0.2,8953,2.4,8391,2.3,10437,4.8
1,3,0,0,0,事業・内職収入,13492,4.2,128.3,14378,4.4,6282,3.3,7113,3.4,16272,4.4,16969,4.6,743,0.3
1,4,0,0,0,家賃収入,7705,2.4,237.6,8241,2.5,1195,0.6,1353,0.7,10215,2.8,10697,2.9,-,-
1,4,0,0,0,他の事業収入,3472,1.1,...,3713,1.1,271,0.1,307,0.1,4706,1.3,4928,1.3,-,-
1,4,0,0,0,内職収入,2315,0.7,-36.2,2424,0.7,4816,2.5,5453,2.6,1350,0.4,1344,0.4,743,0.3
1,3,0,0,0,他の経常収入,291180,91.2,3.8,297420,91.1,182790,95.6,196846,95.4,332972,90.3,333285,90.3,201408,92.4
1,4,0,0,0,財産収入,1582,0.5,-76.2,1692,0.5,1131,0.6,1281,0.6,1756,0.5,1839,0.5,-,-
1,4,0,0,0,社会保障給付,288549,90.4,5.9,295202,90.5,179658,94,195565,94.8,330535,89.7,330733,89.6,192843,88.5
1,5,0,0,0,公的年金給付,282321,88.4,4.3,295160,90.4,173973,91,195503,94.8,324097,87.9,330698,89.6,97629,44.8
1,5,0,0,0,他の社会保障給付,6228,2,236.6,43,0,5684,3,62,0,6438,1.7,36,0,95214,43.7
1,4,0,0,0,仕送り金,1048,0.3,-11.2,525,0.2,2001,1,-,-,681,0.2,713,0.2,8565,3.9
1,2,0,0,0,特別収入,2970,0.9,-35.5,2808,0.9,1654,0.9,1850,0.9,3478,0.9,3149,0.9,5310,2.4
1,3,0,0,0,受贈金,1635,0.5,369.8,1416,0.4,728,0.4,824,0.4,1984,0.5,1627,0.4,4779,2.2
1,3,0,0,0,他の特別収入,1336,0.4,-68.6,1392,0.4,926,0.5,1025,0.5,1494,0.4,1522,0.4,532,0.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),296058,-,-1.3,301710,-,172170,-,179057,-,343827,-,345448,-,214763,-
1,2,0,0,0,預貯金引出,231061,-,-1.2,234007,-,151978,-,156529,-,261554,-,261636,-,188684,-
1,2,0,0,0,保険金,35135,-,-11.7,37577,-,3344,-,3786,-,47392,-,49627,-,-,-
1,3,0,0,0,個人・企業年金保険金,29881,-,-24.9,31958,-,3344,-,3786,-,40113,-,42004,-,-,-
1,3,0,0,0,他の保険金,5254,-,...,5619,-,-,-,-,-,7280,-,7623,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,490,-,590.1,450,-,1050,-,1189,-,274,-,187,-,1065,-
