項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9119,-,3073,-,2673,-,6927,-,6446,-,881,-
0,0,0,0,0,調査世帯数,251,-,-,230,-,75,-,64,-,176,-,166,-,21,-
0,0,0,0,0,世帯人員,2.33,-,-,2.34,-,2.14,-,2.16,-,2.41,-,2.42,-,2.2,-
0,0,0,0,0,有業人員,0.38,-,-,0.38,-,0.25,-,0.26,-,0.43,-,0.43,-,0.36,-
0,0,0,0,0,世帯主平均年齢,75.4,-,-,75.7,-,76.4,-,77.4,-,74.9,-,75,-,72.2,-
1,0,0,0,0,受取,654863,-,-7.6,675814,-,469077,-,482036,-,737287,-,756152,-,438060,-
1,1,0,0,0,実収入,276651,100,-8.3,284364,100,169983,100,167349,100,323974,100,332877,100,196833,100
1,2,0,0,0,経常収入,273261,98.8,-6.7,281830,99.1,168569,99.2,165734,99,319708,98.7,329963,99.1,184584,93.8
1,3,0,0,0,勤め先収入,8018,2.9,-50.2,7806,2.7,6376,3.8,5648,3.4,8746,2.7,8700,2.6,10212,5.2
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,1501,0.5,-77.6,1646,0.6,1701,1,1956,1.2,1412,0.4,1517,0.5,-,-
1,6,0,0,0,うち女,1501,0.5,-77.6,1646,0.6,1701,1,1956,1.2,1412,0.4,1517,0.5,-,-
1,4,0,0,0,他の世帯員収入,6517,2.4,-30.7,6160,2.2,4675,2.8,3693,2.2,7334,2.3,7183,2.2,10212,5.2
1,3,0,0,0,事業・内職収入,10487,3.8,8.8,11168,3.9,1496,0.9,1720,1,14475,4.5,15084,4.5,3440,1.7
1,4,0,0,0,家賃収入,7563,2.7,228,8294,2.9,-,-,-,-,10919,3.4,11733,3.5,-,-
1,4,0,0,0,他の事業収入,162,0.1,-44.7,178,0.1,57,0,65,0,209,0.1,225,0.1,-,-
1,4,0,0,0,内職収入,2761,1,-60.8,2696,0.9,1439,0.8,1655,1,3348,1,3127,0.9,3440,1.7
1,3,0,0,0,他の経常収入,254757,92.1,-4.7,262857,92.4,160696,94.5,158365,94.6,296487,91.5,306179,92,170932,86.8
1,4,0,0,0,財産収入,874,0.3,-64,958,0.3,528,0.3,607,0.4,1027,0.3,1104,0.3,-,-
1,4,0,0,0,社会保障給付,252804,91.4,-3.9,261379,91.9,156657,92.2,155984,93.2,295459,91.2,305075,91.6,164066,83.4
1,5,0,0,0,公的年金給付,251706,91,-2.4,261004,91.8,154197,90.7,155984,93.2,294965,91,304544,91.5,155489,79
1,5,0,0,0,他の社会保障給付,1098,0.4,-78.6,375,0.1,2459,1.4,-,-,494,0.2,531,0.2,8577,4.4
1,4,0,0,0,仕送り金,1079,0.4,-41.3,520,0.2,3511,2.1,1774,1.1,-,-,-,-,6866,3.5
1,2,0,0,0,特別収入,3389,1.2,-61.8,2533,0.9,1414,0.8,1616,1,4266,1.3,2914,0.9,12249,6.2
1,3,0,0,0,受贈金,618,0.2,-76.2,678,0.2,331,0.2,381,0.2,746,0.2,801,0.2,-,-
1,3,0,0,0,他の特別収入,2771,1,-55.8,1855,0.7,1083,0.6,1235,0.7,3520,1.1,2112,0.6,12249,6.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),309768,-,-4.1,320890,-,228654,-,239510,-,345754,-,354630,-,194673,-
1,2,0,0,0,預貯金引出,240739,-,-1.6,248083,-,193729,-,203158,-,261595,-,266709,-,164740,-
1,2,0,0,0,保険金,32361,-,-24.1,35014,-,21034,-,22570,-,37386,-,40174,-,4905,-
1,3,0,0,0,個人・企業年金保険金,29865,-,-23.1,32277,-,12912,-,13230,-,37386,-,40174,-,4905,-
1,3,0,0,0,他の保険金,2496,-,-35.1,2737,-,8122,-,9340,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,281,-,-52.4,308,-,-,-,-,-,406,-,436,-,-,-
1,2,0,0,0,分割払購入借入金,2104,-,38.3,1212,-,640,-,735,-,2753,-,1410,-,11330,-
1,2,0,0,0,一括払購入借入金,34044,-,1.6,36010,-,13251,-,13048,-,43268,-,45530,-,13699,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,240,-,75.2,263,-,-,-,-,-,346,-,372,-,-,-
1,1,0,0,0,繰入金,68444,-,-18.3,70559,-,70440,-,75176,-,67558,-,68645,-,46554,-
