項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,723,-,-,98,-,106,-,103,-,104,-,103,-,112,-,97,-
0,0,世帯人員,2.93,-,-,2.46,-,2.79,-,2.69,-,2.93,-,3.03,-,3.32,-,3.31,-
0,0,有業人員,1.26,-,-,0.86,-,1.2,-,1.14,-,1.16,-,1.38,-,1.56,-,1.56,-
0,0,世帯主平均年齢,60.7,-,-,69.3,-,63.3,-,63.2,-,59.6,-,57.1,-,55.4,-,57.1,-
0,0,消費支出,320489,-,5,97498,-,154784,-,199960,-,247275,-,306933,-,390031,-,842458,-
0,0,公共的料金,89133,27.8,-3.4,24618,25.2,44395,28.7,59604,29.8,69489,28.1,87562,28.5,100601,25.8,236362,28.1
1,0,公共料金等,54699,17.1,0.3,20995,21.5,34879,22.5,43198,21.6,47511,19.2,58625,19.1,68723,17.6,108487,12.9
1,1,米,2304,0.7,8,1479,1.5,1887,1.2,2347,1.2,1897,0.8,2167,0.7,2325,0.6,4016,0.5
1,1,食塩,51,0,45.7,23,0,41,0,46,0,23,0,40,0,31,0,152,0
1,1,学校給食,710,0.2,-21.4,263,0.3,260,0.2,542,0.3,369,0.1,944,0.3,1708,0.4,889,0.1
1,1,公営家賃,623,0.2,-38.7,-,-,250,0.2,259,0.1,714,0.3,1966,0.6,1169,0.3,-,-
1,1,電気代,9894,3.1,11.6,5908,6.1,8312,5.4,9419,4.7,9454,3.8,10427,3.4,12285,3.1,13426,1.6
1,1,都市ガス,3259,1,8.5,2260,2.3,2913,1.9,3290,1.6,2889,1.2,3620,1.2,3419,0.9,4409,0.5
1,1,上下水道料,5037,1.6,3.6,2502,2.6,4039,2.6,4450,2.2,5209,2.1,5956,1.9,6556,1.7,6527,0.8
1,1,医科診療代,4851,1.5,-5.9,2044,2.1,2440,1.6,3100,1.6,3488,1.4,3555,1.2,3400,0.9,15833,1.9
1,1,歯科診療代,1719,0.5,-30.7,361,0.4,358,0.2,683,0.3,1359,0.5,999,0.3,2214,0.6,6021,0.7
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1643,0.5,43.6,-,-,-,-,-,-,357,0.1,-,-,542,0.1,10529,1.2
1,1,鉄道運賃,3295,1,6.7,546,0.6,1635,1.1,2197,1.1,3533,1.4,3484,1.1,5197,1.3,6443,0.8
1,1,鉄道通学定期代,948,0.3,16,241,0.2,84,0.1,385,0.2,817,0.3,484,0.2,2087,0.5,2531,0.3
1,1,鉄道通勤定期代,2795,0.9,6.1,323,0.3,709,0.5,1082,0.5,1384,0.6,3657,1.2,6051,1.6,6338,0.8
1,1,バス代,446,0.1,1.6,216,0.2,288,0.2,384,0.2,512,0.2,608,0.2,605,0.2,508,0.1
1,1,バス通学定期代,176,0.1,58.6,-,-,-,-,-,-,7,0,192,0.1,-,-,1023,0.1
