項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4686,-,2647,-,1999,-,669,-
0,0,0,0,0,調査世帯数,712,-,334,-,187,-,140,-,51,-
0,0,0,0,0,世帯人員,2.9,-,2,-,3,-,4,-,5.56,-
0,0,0,0,0,有業人員,1.31,-,0.76,-,1.66,-,1.86,-,2.2,-
0,0,0,0,0,世帯主平均年齢,60.8,-,68.8,-,57.6,-,50,-,50,-
2,2,0,0,0,生計支出,360867,-,321180,-,338898,-,450084,-,459268,-
2,3,0,0,0,消費支出,360867,100,321180,100,338898,100,450084,100,459268,100
2,4,1,0,0,食料,104727,29,96738,30.1,102466,30.2,118921,26.4,127246,27.7
2,5,1,1,0,穀類,7734,2.1,6652,2.1,7630,2.3,9357,2.1,10881,2.4
2,6,1,1,1,米類,1847,0.5,1547,0.5,1809,0.5,1966,0.4,3746,0.8
2,6,1,1,2,パン,2960,0.8,2430,0.8,3060,0.9,3790,0.8,3799,0.8
2,6,1,1,3,麺類,1587,0.4,1254,0.4,1611,0.5,2089,0.5,2321,0.5
2,6,1,1,4,他の穀類,1341,0.4,1421,0.4,1151,0.3,1513,0.3,1016,0.2
2,5,1,2,0,魚介類,10580,2.9,11588,3.6,10559,3.1,9267,2.1,7520,1.6
2,6,1,2,1,生鮮魚介,5573,1.5,5874,1.8,5782,1.7,5123,1.1,3979,0.9
2,6,1,2,2,塩干魚介,1549,0.4,1721,0.5,1478,0.4,1385,0.3,1113,0.2
2,6,1,2,3,魚肉練製品,1678,0.5,1950,0.6,1422,0.4,1476,0.3,1386,0.3
2,6,1,2,4,他の魚介加工品,1780,0.5,2043,0.6,1878,0.6,1283,0.3,1043,0.2
2,5,1,3,0,肉類,9756,2.7,7971,2.5,9611,2.8,12762,2.8,13851,3
2,6,1,3,1,生鮮肉,8139,2.3,6570,2,8105,2.4,10683,2.4,11665,2.5
2,6,1,3,2,加工肉,1617,0.4,1401,0.4,1506,0.4,2079,0.5,2186,0.5
2,5,1,4,0,乳卵類,4621,1.3,4216,1.3,4338,1.3,5657,1.3,5479,1.2
2,6,1,4,1,牛乳,1428,0.4,1370,0.4,1270,0.4,1690,0.4,1674,0.4
2,6,1,4,2,乳製品,2348,0.7,2092,0.7,2247,0.7,2948,0.7,2749,0.6
2,6,1,4,3,卵,845,0.2,754,0.2,820,0.2,1020,0.2,1056,0.2
2,5,1,5,0,野菜・海藻,12236,3.4,12587,3.9,11869,3.5,12383,2.8,10789,2.3
2,6,1,5,1,生鮮野菜,8296,2.3,8313,2.6,8108,2.4,8682,1.9,7773,1.7
2,6,1,5,2,乾物・海藻,1197,0.3,1348,0.4,1098,0.3,1083,0.2,871,0.2
2,6,1,5,3,大豆加工品,1186,0.3,1254,0.4,1110,0.3,1215,0.3,916,0.2
2,6,1,5,4,他の野菜・海藻加工品,1557,0.4,1672,0.5,1553,0.5,1404,0.3,1229,0.3
2,5,1,6,0,果物,3847,1.1,4342,1.4,3459,1,3606,0.8,2639,0.6
2,6,1,6,1,生鮮果物,3327,0.9,3721,1.2,2979,0.9,3221,0.7,2266,0.5
2,6,1,6,2,果物加工品,520,0.1,621,0.2,480,0.1,384,0.1,373,0.1
2,5,1,7,0,油脂・調味料,4384,1.2,4002,1.2,4341,1.3,4885,1.1,5736,1.2
2,6,1,7,1,油脂,440,0.1,392,0.1,482,0.1,436,0.1,620,0.1
2,6,1,7,2,調味料,3944,1.1,3610,1.1,3859,1.1,4448,1,5116,1.1
2,5,1,8,0,菓子類,7379,2,5738,1.8,7669,2.3,9768,2.2,10589,2.3
2,5,1,9,0,調理食品,16015,4.4,15170,4.7,15750,4.6,17133,3.8,19639,4.3
2,6,1,9,1,主食的調理食品,5382,1.5,4829,1.5,5566,1.6,6048,1.3,6550,1.4
2,6,1,9,2,他の調理食品,10632,2.9,10341,3.2,10185,3,11085,2.5,13089,2.8
2,5,1,10,0,飲料,4645,1.3,4150,1.3,4412,1.3,5660,1.3,6003,1.3
2,6,1,10,1,茶類,1196,0.3,1225,0.4,1034,0.3,1176,0.3,1693,0.4
2,6,1,10,2,コーヒー・ココア,1054,0.3,947,0.3,1112,0.3,1184,0.3,1186,0.3
2,6,1,10,3,他の飲料,2395,0.7,1978,0.6,2265,0.7,3300,0.7,3123,0.7
