区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,724,-,-,99,-,105,-,107,-,102,-,105,-,107,-,99,-
0,0,世帯人員,2.95,-,-,2.46,-,2.68,-,2.9,-,2.94,-,2.99,-,3.41,-,3.29,-
0,0,有業人員,1.26,-,-,0.78,-,1.08,-,1.21,-,1.37,-,1.28,-,1.59,-,1.53,-
0,0,世帯主平均年齢,60.3,-,-,69.4,-,66.1,-,61.3,-,58.8,-,55.9,-,54.5,-,56,-
0,0,消費支出,292306,100,2.4,96917,100,157895,100,198582,100,239782,100,302687,100,390331,100,657328,100
1,0,商品,151441,51.8,6.4,74463,76.8,101839,64.5,114739,57.8,137323,57.3,152659,50.4,194523,49.8,283571,43.1
1,1,耐久財,15272,5.2,16.6,820,0.8,1891,1.2,4188,2.1,5326,2.2,9748,3.2,17776,4.6,66930,10.2
1,2,半耐久財,22105,7.6,5.7,4624,4.8,9149,5.8,13371,6.7,14536,6.1,20306,6.7,37258,9.5,55265,8.4
1,3,非耐久財,114064,39,5.3,69020,71.2,90799,57.5,97180,48.9,117462,49,122606,40.5,139489,35.7,161377,24.6
1,0,サービス,140866,48.2,-1.5,22454,23.2,56056,35.5,83843,42.2,102459,42.7,150027,49.6,195808,50.2,373757,56.9
2,0,食料,95345,32.6,4.6,51059,52.7,71078,45,79483,40,91832,38.3,102662,33.9,121917,31.2,148843,22.6
2,3,非耐久財,71658,24.5,3.6,45347,46.8,59133,37.5,64007,32.2,74194,30.9,75795,25,88171,22.6,94667,14.4
2,4,サービス,23687,8.1,7.8,5712,5.9,11945,7.6,15476,7.8,17638,7.4,26867,8.9,33746,8.6,54176,8.2
2,0,住居,21172,7.2,-3.4,630,0.7,7927,5,12759,6.4,9774,4.1,30138,10,26876,6.9,59762,9.1
2,1,耐久財,2416,0.8,-36.2,-,-,348,0.2,29,0,3,0,1714,0.6,2012,0.5,12762,1.9
2,2,半耐久財,208,0.1,-17.1,61,0.1,96,0.1,181,0.1,356,0.1,360,0.1,352,0.1,51,0
2,4,サービス,18548,6.3,3.8,569,0.6,7483,4.7,12548,6.3,9416,3.9,28065,9.3,24513,6.3,46948,7.1
2,0,光熱・水道（非耐久財）,18952,6.5,10.6,12936,13.3,17329,11,15571,7.8,20088,8.4,21142,7,23228,6,22309,3.4
2,0,家具・家事用品,11590,4,3.9,3059,3.2,5401,3.4,9027,4.5,8344,3.5,13906,4.6,17059,4.4,24207,3.7
2,1,耐久財,4275,1.5,-8.1,521,0.5,678,0.4,2824,1.4,1796,0.7,3556,1.2,7484,1.9,13008,2
2,2,半耐久財,3258,1.1,18.9,865,0.9,1887,1.2,2718,1.4,2809,1.2,4640,1.5,4354,1.1,5495,0.8
2,3,非耐久財,3044,1,3.2,1583,1.6,2421,1.5,2669,1.3,3235,1.3,3684,1.2,3636,0.9,4064,0.6
2,4,サービス,1013,0.3,24.6,89,0.1,415,0.3,816,0.4,505,0.2,2027,0.7,1584,0.4,1638,0.2
2,0,被服及び履物,10315,3.5,-4.7,1995,2.1,4184,2.6,6711,3.4,7261,3,8060,2.7,20790,5.3,23112,3.5
2,2,半耐久財,9482,3.2,-5.8,1953,2,3893,2.5,6128,3.1,6738,2.8,7438,2.5,20038,5.1,20107,3.1
2,4,サービス,833,0.3,10.6,42,0,291,0.2,583,0.3,523,0.2,622,0.2,752,0.2,3005,0.5
2,0,保健医療,14104,4.8,-10.4,4472,4.6,7522,4.8,8497,4.3,12667,5.3,15071,5,16850,4.3,33523,5.1
2,1,耐久財,1269,0.4,-23.9,15,0,336,0.2,551,0.3,650,0.3,1532,0.5,1859,0.5,3917,0.6
2,2,半耐久財,269,0.1,10.2,212,0.2,143,0.1,337,0.2,296,0.1,435,0.1,160,0,296,0
2,3,非耐久財,5203,1.8,3.1,2200,2.3,3481,2.2,3709,1.9,5662,2.4,5717,1.9,5173,1.3,10445,1.6
2,4,サービス,7364,2.5,-16.1,2044,2.1,3562,2.3,3901,2,6059,2.5,7388,2.4,9658,2.5,18864,2.9
2,0,交通・通信,39162,13.4,13.1,7294,7.5,15688,9.9,21381,10.8,34047,14.2,37873,12.5,51955,13.3,105485,16
2,1,耐久財,4820,1.6,315.2,178,0.2,248,0.2,330,0.2,1480,0.6,567,0.2,1364,0.3,29497,4.5
2,2,半耐久財,1398,0.5,7.8,342,0.4,35,0,860,0.4,175,0.1,400,0.1,2612,0.7,5348,0.8
2,3,非耐久財,2486,0.9,15.3,619,0.6,1472,0.9,1495,0.8,3072,1.3,3392,1.1,3144,0.8,4185,0.6
2,4,サービス,30458,10.4,1.5,6156,6.4,13933,8.8,18696,9.4,29320,12.2,33515,11.1,44835,11.5,66455,10.1
2,0,教育,10144,3.5,-21.6,27,0,1282,0.8,2652,1.3,3575,1.5,5293,1.7,19018,4.9,39032,5.9
2,3,非耐久財,84,0,-37.8,27,0,-,-,56,0,14,0,234,0.1,168,0,86,0
2,4,サービス,10061,3.4,-21.4,-,-,1282,0.8,2596,1.3,3561,1.5,5059,1.7,18850,4.8,38947,5.9
