年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成23年平均,2011,,73.8,230,99.6,82.9,82.1,75.6,68.7,46.8
nen,平成24年平均,2012,,75.2,201.6,100.2,87.6,83,78.1,75.1,46.7
nen,平成25年平均,2013,,78.2,306.9,114.2,88.7,81,76.2,75.8,48
nen,平成26年平均,2014,,75.8,271.9,107.1,83.7,82.2,78.9,75,44.5
nen,平成27年平均,2015,,77,332.2,116.1,85.4,81.4,77.6,74.4,47.8
nen,平成28年平均,2016,,73.7,364,110.1,84.4,77.5,77.6,69.1,44.3
nen,平成29年平均,2017,,77.9,266.3,115.4,93.7,81.7,78.3,77.3,46.7
tuki,平成28年12月,2016,12,46.9,369.7,118.2,68.8,57,43.7,30.7,25.2
tuki,平成29年1月,2017,1,88.5,323.9,130.8,99.4,94.4,69.2,80.2,61.3
tuki,平成29年2月,2017,2,83.3,142.6,102.6,90.1,70.6,93.9,73.4,67.2
tuki,平成29年3月,2017,3,90,219.2,121.2,93.1,111.9,87,82.4,57.2
tuki,平成29年4月,2017,4,99.9,315.1,122.2,97.6,80,79.3,103.5,83.6
tuki,平成29年5月,2017,5,105.8,671.3,257,92.7,96.2,84.7,87.4,65.6
tuki,平成29年6月,2017,6,56.2,312.5,86.2,67.4,73.6,74.7,53.4,27
tuki,平成29年7月,2017,7,74.8,383.7,121.6,85.9,87.7,70.7,87.8,37.9
tuki,平成29年8月,2017,8,82.2,267.3,108.5,91.6,81.2,73.8,77.9,55.5
tuki,平成29年9月,2017,9,83.2,338.5,98.2,92.3,80,75.8,66.2,70.9
tuki,平成29年10月,2017,10,83.3,200.6,68,90.3,102.5,95.3,65.7,66.3
tuki,平成29年11月,2017,11,78.5,544.5,111.7,88.8,76.9,63.3,66,57.7
tuki,平成29年12月,2017,12,48.8,232.2,87.6,78.6,72,54.7,38.4,23.3
,,,,,,,,,,,
東京都生計分析調査　平成29年12月,,,,,,,,,,,
主要指標５　―勤労者世帯，勤め先収入７分位階層別―,,,,,,,,,,,
平均消費性向〔＝（消費支出÷可処分所得）×１００〕,,,,,,,,,,,
