項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,733,-,-,103,-,102,-,112,-,111,-,101,-,104,-,100,-
0,世帯人員,2.94,-,-,2.47,-,2.67,-,2.83,-,2.91,-,3.18,-,3.41,-,3.11,-
0,有業人員,1.23,-,-,0.94,-,0.99,-,1.25,-,1.2,-,1.35,-,1.49,-,1.37,-
0,世帯主平均年齢,60.4,-,-,67,-,64.6,-,63,-,61,-,56.4,-,54.2,-,56.8,-
0,消費支出,331018,100,8.2,99097,100,164044,100,211393,100,262790,100,323488,100,426940,100,826096,100
2,基礎的支出,179385,54.2,5.9,76144,76.8,113662,69.3,140552,66.5,160298,61,184940,57.2,221296,51.8,357553,43.3
3,選択的支出,151633,45.8,11,22952,23.2,50382,30.7,70841,33.5,102492,39,138549,42.8,205643,48.2,468543,56.7
1,食料,92336,27.9,2,50417,50.9,66280,40.4,82802,39.2,88691,33.7,102900,31.8,117756,27.6,137121,16.6
2,基礎的支出,70846,21.4,2.6,44182,44.6,55517,33.8,67598,32,70008,26.6,80711,25,82948,19.4,94741,11.5
3,選択的支出,21490,6.5,0.2,6234,6.3,10762,6.6,15205,7.2,18683,7.1,22189,6.9,34809,8.2,42380,5.1
1,住居,27748,8.4,5.7,464,0.5,11080,6.8,11091,5.2,17943,6.8,29720,9.2,37577,8.8,86007,10.4
2,基礎的支出,25276,7.6,0.1,375,0.4,10344,6.3,10023,4.7,15248,5.8,27079,8.4,32837,7.7,80705,9.8
3,選択的支出,2472,0.7,145.7,89,0.1,736,0.4,1068,0.5,2695,1,2642,0.8,4741,1.1,5302,0.6
1,光熱・水道,17418,5.3,10.3,10482,10.6,14257,8.7,17977,8.5,17600,6.7,18194,5.6,21442,5,21928,2.7
2,基礎的支出,17418,5.3,10.3,10482,10.6,14257,8.7,17977,8.5,17600,6.7,18194,5.6,21442,5,21928,2.7
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,15314,4.6,10.6,3185,3.2,5325,3.2,7211,3.4,9963,3.8,14481,4.5,24601,5.8,42261,5.1
2,基礎的支出,10777,3.3,17.2,2578,2.6,4050,2.5,5813,2.7,6982,2.7,9676,3,18507,4.3,27721,3.4
3,選択的支出,4538,1.4,-2.4,607,0.6,1274,0.8,1398,0.7,2981,1.1,4805,1.5,6094,1.4,14539,1.8
1,被服及び履物,14690,4.4,-3.3,2497,2.5,6788,4.1,7958,3.8,12164,4.6,14644,4.5,19900,4.7,38710,4.7
2,基礎的支出,1156,0.3,-15.6,368,0.4,565,0.3,1007,0.5,1300,0.5,1041,0.3,1148,0.3,2651,0.3
3,選択的支出,13534,4.1,-2.1,2128,2.1,6223,3.8,6951,3.3,10864,4.1,13603,4.2,18752,4.4,36059,4.4
1,保健医療,16679,5,16.6,5345,5.4,7142,4.4,9949,4.7,12814,4.9,14293,4.4,21798,5.1,45223,5.5
2,基礎的支出,14640,4.4,22,5184,5.2,5925,3.6,9221,4.4,11014,4.2,12477,3.9,16667,3.9,41816,5.1
3,選択的支出,2040,0.6,-11.5,162,0.2,1218,0.7,729,0.3,1800,0.7,1816,0.6,5131,1.2,3407,0.4
1,交通・通信,41559,12.6,35.6,7381,7.4,13512,8.2,18893,8.9,29551,11.2,34934,10.8,46902,11,139118,16.8
2,基礎的支出,9815,3,2.6,3266,3.3,4719,2.9,7232,3.4,9306,3.5,9293,2.9,14859,3.5,19943,2.4
3,選択的支出,31744,9.6,50.6,4115,4.2,8793,5.4,11662,5.5,20246,7.7,25641,7.9,32043,7.5,119175,14.4
1,教育,12943,3.9,-5.6,234,0.2,1069,0.7,4100,1.9,5520,2.1,10279,3.2,18335,4.3,50839,6.2
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,12943,3.9,-5.6,234,0.2,1069,0.7,4100,1.9,5520,2.1,10279,3.2,18335,4.3,50839,6.2
1,教養娯楽,41324,12.5,10.4,8626,8.7,15039,9.2,19203,9.1,28231,10.7,36051,11.1,53374,12.5,128194,15.5
2,基礎的支出,6984,2.1,12,3716,3.7,5250,3.2,6256,3,8888,3.4,6762,2.1,9579,2.2,8397,1
3,選択的支出,34340,10.4,10.1,4909,5,9789,6,12947,6.1,19342,7.4,29289,9.1,43795,10.3,119796,14.5
1,その他の消費支出,51007,15.4,5.6,10466,10.6,23552,14.4,32209,15.2,40312,15.3,47994,14.8,65254,15.3,136696,16.5
2,基礎的支出,22474,6.8,7.5,5993,6,13035,7.9,15427,7.3,19952,7.6,19708,6.1,23311,5.5,59650,7.2
3,選択的支出,28533,8.6,4.2,4473,4.5,10516,6.4,16782,7.9,20360,7.7,28286,8.7,41943,9.8,77046,9.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年7月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
