項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,339,-,-,50,-,48,-,45,-,52,-,47,-,50,-,47,-
0,0,0,0,0,世帯人員,3.26,-,-,2.94,-,2.87,-,3.28,-,3.17,-,3.39,-,3.62,-,3.56,-
0,0,0,0,0,有業人員,1.74,-,-,1.61,-,1.74,-,1.66,-,1.83,-,1.82,-,1.68,-,1.86,-
0,0,0,0,0,世帯主平均年齢,50.4,-,-,55.5,-,55,-,48.7,-,52.1,-,47.7,-,45.3,-,48.5,-
1,0,0,0,0,受取,1599441,-,-1,525757,-,704052,-,935902,-,1518277,-,1800027,-,2267315,-,3417841,-
1,1,0,0,0,実収入,989211,100,-5.2,135144,100,344617,100,462213,100,749734,100,1070691,100,1543643,100,2598928,100
1,2,0,0,0,経常収入,969230,98,-5,133754,99,338685,98.3,451043,97.6,718805,95.9,1033887,96.6,1521046,98.5,2568295,98.8
1,3,0,0,0,勤め先収入,929555,94,-5.6,54213,40.1,264338,76.7,428013,92.6,666103,88.8,1001688,93.6,1519025,98.4,2554708,98.3
1,4,0,0,0,世帯主収入,802173,81.1,-7.7,50138,37.1,242646,70.4,390551,84.5,610838,81.5,836989,78.2,1346736,87.2,2120635,81.6
1,6,0,0,0,うち男,757610,76.6,-8.5,31891,23.6,169274,49.1,380156,82.2,602322,80.3,824588,77,1330405,86.2,1948945,75
1,5,0,0,0,定期収入,421080,42.6,-1.1,49306,36.5,230184,66.8,351725,76.1,509150,67.9,510691,47.7,636417,41.2,653451,25.1
1,5,0,0,0,臨時収入,4880,0.5,36.6,-,-,1996,0.6,3494,0.8,2115,0.3,14341,1.3,1580,0.1,10728,0.4
1,5,0,0,0,賞与,376213,38,-14.5,832,0.6,10467,3,35332,7.6,99573,13.3,311958,29.1,708740,45.9,1456456,56
