項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,730,-,-,102,-,102,-,105,-,110,-,108,-,102,-,101,-
0,0,世帯人員,2.93,-,-,2.51,-,2.72,-,2.82,-,2.9,-,3.05,-,3.12,-,3.36,-
0,0,有業人員,1.28,-,-,0.98,-,1.14,-,1.17,-,1.3,-,1.37,-,1.42,-,1.6,-
0,0,世帯主平均年齢,59.4,-,-,66.4,-,61.5,-,62.2,-,59,-,54.9,-,56.9,-,54.8,-
0,0,消費支出,336347,-,6.6,107232,-,167368,-,224439,-,270842,-,336122,-,425790,-,820017,-
0,0,公共的料金,85438,25.4,-2.4,31683,29.5,46422,27.7,66391,29.6,77359,28.6,85422,25.4,111575,26.2,178607,21.8
1,0,公共料金等,56094,16.7,-5.9,25201,23.5,36580,21.9,48951,21.8,50257,18.6,58819,17.5,73415,17.2,99131,12.1
1,1,米,1488,0.4,-12.2,1341,1.3,1060,0.6,1481,0.7,1626,0.6,1541,0.5,1644,0.4,1719,0.2
1,1,食塩,27,0,-12.9,19,0,15,0,13,0,30,0,43,0,32,0,36,0
1,1,学校給食,884,0.3,9,85,0.1,851,0.5,255,0.1,820,0.3,1083,0.3,1816,0.4,1270,0.2
1,1,公営家賃,951,0.3,-64.1,275,0.3,-,-,-,-,1705,0.6,856,0.3,2591,0.6,1216,0.1
1,1,電気代,10562,3.1,-8,7198,6.7,9546,5.7,9596,4.3,10751,4,10709,3.2,10723,2.5,15379,1.9
1,1,都市ガス,7354,2.2,-4.2,5269,4.9,6215,3.7,8279,3.7,7025,2.6,7306,2.2,8672,2,8700,1.1
1,1,上下水道料,5317,1.6,-4.4,2994,2.8,3837,2.3,5072,2.3,6293,2.3,6421,1.9,6500,1.5,6082,0.7
