項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2884,-,3155,-,2915,-,1046,-
0,0,0,0,0,調査世帯数,339,-,90,-,111,-,100,-,38,-
0,0,0,0,0,世帯人員,3.26,-,2,-,3,-,4,-,5.45,-
0,0,0,0,0,有業人員,1.74,-,1.45,-,1.79,-,1.77,-,2.34,-
0,0,0,0,0,世帯主平均年齢,50.4,-,55.4,-,49.5,-,46.7,-,49.5,-
1,0,0,0,0,受取,1599441,-,1371542,-,1420412,-,1934332,-,1834429,-
1,1,0,0,0,実収入,989211,100,869954,100,847731,100,1204644,100,1144319,100
1,2,0,0,0,経常収入,969230,98,861850,99.1,831981,98.1,1169607,97.1,1120791,97.9
1,3,0,0,0,勤め先収入,929555,94,776102,89.2,794610,93.7,1160131,96.3,1117033,97.6
1,4,0,0,0,世帯主収入,802173,81.1,661198,76,685676,80.9,1019860,84.7,935546,81.8
1,6,0,0,0,うち男,757610,76.6,539144,62,666014,78.6,1017083,84.4,913096,79.8
1,5,0,0,0,定期収入,421080,42.6,362826,41.7,382419,45.1,503063,41.8,469818,41.1
1,5,0,0,0,臨時収入,4880,0.5,1079,0.1,8171,1,6421,0.5,1147,0.1
1,5,0,0,0,賞与,376213,38,297294,34.2,295086,34.8,510377,42.4,464581,40.6
1,4,0,0,0,世帯主の配偶者の収入,120265,12.2,111979,12.9,96726,11.4,134724,11.2,173789,15.2
1,6,0,0,0,うち女,119545,12.1,111979,12.9,96726,11.4,134456,11.2,167649,14.7
1,4,0,0,0,他の世帯員収入,7117,0.7,2925,0.3,12208,1.4,5547,0.5,7697,0.7
1,3,0,0,0,事業・内職収入,4381,0.4,5332,0.6,8314,1,756,0.1,-,-
1,4,0,0,0,家賃収入,3176,0.3,3289,0.4,6362,0.8,756,0.1,-,-
1,4,0,0,0,他の事業収入,1205,0.1,2043,0.2,1952,0.2,-,-,-,-
1,4,0,0,0,内職収入,-,-,-,-,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,35294,3.6,80415,9.2,29056,3.4,8720,0.7,3758,0.3
1,4,0,0,0,財産収入,324,0,347,0,318,0,423,0,-,-
1,4,0,0,0,社会保障給付,34630,3.5,79341,9.1,28738,3.4,8298,0.7,2515,0.2
1,5,0,0,0,公的年金給付,31670,3.2,71940,8.3,27052,3.2,7290,0.6,2515,0.2
1,5,0,0,0,他の社会保障給付,2960,0.3,7402,0.9,1686,0.2,1008,0.1,-,-
1,4,0,0,0,仕送り金,340,0,727,0.1,-,-,-,-,1243,0.1
1,2,0,0,0,特別収入,19981,2,8104,0.9,15750,1.9,35037,2.9,23528,2.1
1,3,0,0,0,受贈金,2581,0.3,2602,0.3,3054,0.4,2521,0.2,1263,0.1
1,3,0,0,0,他の特別収入,17400,1.8,5502,0.6,12696,1.5,32515,2.7,22265,1.9
1,1,0,0,0,実収入以外の受取(繰入金を除く),523342,-,413275,-,488014,-,643140,-,599504,-
1,2,0,0,0,預貯金引出,419364,-,338756,-,385893,-,514816,-,476553,-
1,2,0,0,0,保険金,9853,-,5578,-,23284,-,2115,-,2702,-
1,3,0,0,0,個人・企業年金保険金,9853,-,5578,-,23284,-,2115,-,2702,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,14735,-,244,-,1653,-,48520,-,-,-
1,2,0,0,0,一括払購入借入金,79272,-,68353,-,77133,-,77679,-,120249,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,118,-,345,-,51,-,9,-,-,-
1,1,0,0,0,繰入金,86889,-,88314,-,84667,-,86548,-,90606,-
2,0,0,0,0,支払,1599441,-,1371542,-,1420412,-,1934332,-,1834429,-
2,1,0,0,0,実支出,573744,-,516811,-,485973,-,700340,-,642625,-
2,2,0,0,0,生計支出,395892,-,348246,-,341076,-,480417,-,457017,-
2,3,0,0,0,消費支出,395892,100,348246,100,341076,100,480417,100,457017,100
2,4,1,0,0,食料,106314,26.9,101006,29,94078,27.6,118712,24.7,123297,27
2,5,1,1,0,穀類,7875,2,6267,1.8,6773,2,9527,2,11029,2.4
2,6,1,1,1,米類,1704,0.4,1107,0.3,1384,0.4,1901,0.4,3762,0.8
2,6,1,1,2,パン,3279,0.8,2471,0.7,3101,0.9,4025,0.8,3962,0.9
2,6,1,1,3,麺類,1624,0.4,1215,0.3,1366,0.4,2100,0.4,2205,0.5
2,6,1,1,4,他の穀類,1269,0.3,1473,0.4,923,0.3,1501,0.3,1100,0.2
2,5,1,2,0,魚介類,8042,2,8599,2.5,7461,2.2,8360,1.7,7373,1.6
2,6,1,2,1,生鮮魚介,4300,1.1,4084,1.2,4090,1.2,4881,1,3912,0.9
2,6,1,2,2,塩干魚介,1080,0.3,1123,0.3,1067,0.3,1079,0.2,1009,0.2
2,6,1,2,3,魚肉練製品,1277,0.3,1565,0.4,898,0.3,1366,0.3,1380,0.3
2,6,1,2,4,他の魚介加工品,1384,0.3,1827,0.5,1407,0.4,1033,0.2,1073,0.2
2,5,1,3,0,肉類,9646,2.4,7517,2.2,8055,2.4,12591,2.6,12109,2.6
2,6,1,3,1,生鮮肉,8000,2,6105,1.8,6653,2,10604,2.2,10031,2.2
2,6,1,3,2,加工肉,1646,0.4,1413,0.4,1401,0.4,1987,0.4,2077,0.5
2,5,1,4,0,乳卵類,4543,1.1,3842,1.1,3883,1.1,5790,1.2,4990,1.1
2,6,1,4,1,牛乳,1307,0.3,985,0.3,1039,0.3,1780,0.4,1685,0.4
2,6,1,4,2,乳製品,2391,0.6,2146,0.6,2091,0.6,2958,0.6,2391,0.5
2,6,1,4,3,卵,844,0.2,711,0.2,752,0.2,1052,0.2,914,0.2
2,5,1,5,0,野菜・海藻,10414,2.6,10434,3,9117,2.7,11895,2.5,10141,2.2
2,6,1,5,1,生鮮野菜,7251,1.8,7086,2,6358,1.9,8390,1.7,7232,1.6
2,6,1,5,2,乾物・海藻,870,0.2,801,0.2,740,0.2,1087,0.2,846,0.2
2,6,1,5,3,大豆加工品,1005,0.3,1094,0.3,863,0.3,1099,0.2,929,0.2
2,6,1,5,4,他の野菜・海藻加工品,1287,0.3,1454,0.4,1156,0.3,1319,0.3,1135,0.2
2,5,1,6,0,果物,2934,0.7,2922,0.8,2823,0.8,3283,0.7,2332,0.5
2,6,1,6,1,生鮮果物,2474,0.6,2306,0.7,2404,0.7,2925,0.6,1898,0.4
2,6,1,6,2,果物加工品,460,0.1,616,0.2,419,0.1,358,0.1,434,0.1
2,5,1,7,0,油脂・調味料,4290,1.1,3651,1,3951,1.2,4772,1,5725,1.3
2,6,1,7,1,油脂,428,0.1,304,0.1,540,0.2,388,0.1,545,0.1
2,6,1,7,2,調味料,3862,1,3348,1,3411,1,4384,0.9,5180,1.1
2,5,1,8,0,菓子類,8629,2.2,6845,2,7786,2.3,10471,2.2,10952,2.4
2,5,1,9,0,調理食品,15802,4,13642,3.9,14854,4.4,17356,3.6,20286,4.4
2,6,1,9,1,主食的調理食品,5717,1.4,5246,1.5,5397,1.6,6402,1.3,6079,1.3
2,6,1,9,2,他の調理食品,10085,2.5,8396,2.4,9457,2.8,10954,2.3,14207,3.1
2,5,1,10,0,飲料,5088,1.3,4996,1.4,4394,1.3,5422,1.1,6503,1.4
2,6,1,10,1,茶類,1144,0.3,1136,0.3,1030,0.3,1038,0.2,1801,0.4
2,6,1,10,2,コーヒー・ココア,1077,0.3,1283,0.4,961,0.3,912,0.2,1316,0.3
2,6,1,10,3,他の飲料,2867,0.7,2576,0.7,2402,0.7,3471,0.7,3386,0.7
2,5,1,11,0,酒類,4519,1.1,4338,1.2,3925,1.2,4749,1,6168,1.3
2,5,1,12,0,外食,24533,6.2,27954,8,21056,6.2,24496,5.1,25689,5.6
