項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3621,-,4800,-,707,-,73,-,872,-,3013,-
0,0,0,0,0,調査世帯数,730,-,264,-,354,-,50,-,4,-,62,-,217,-
0,0,0,0,0,世帯人員,2.93,-,2,-,3.61,-,2.17,-,2.5,-,3.6,-,3.21,-
0,0,0,0,0,有業人員,1.28,-,0.75,-,1.67,-,1.13,-,0.75,-,1.48,-,2.22,-
0,0,0,0,0,世帯主平均年齢,59.4,-,69.1,-,50.5,-,66.3,-,48.3,-,62.4,-,50.6,-
2,2,0,0,0,生計支出,336347,-,307656,-,361337,-,313154,-,322672,-,336741,-,380735,-
2,3,0,0,0,消費支出,336347,100,307656,100,361337,100,313154,100,322672,100,336741,100,380735,100
2,4,1,0,0,食料,80864,24,72521,23.6,88794,24.6,61931,19.8,69100,21.4,87209,25.9,88725,23.3
2,5,1,1,0,穀類,5931,1.8,4735,1.5,6797,1.9,4362,1.4,3407,1.1,7399,2.2,6252,1.6
2,6,1,1,1,米類,1436,0.4,1192,0.4,1598,0.4,971,0.3,-,-,1935,0.6,1397,0.4
2,6,1,1,2,パン,2734,0.8,2153,0.7,3153,0.9,2037,0.7,2007,0.6,3407,1,3022,0.8
2,6,1,1,3,麺類,1260,0.4,1005,0.3,1476,0.4,914,0.3,992,0.3,1408,0.4,1290,0.3
2,6,1,1,4,他の穀類,501,0.1,386,0.1,570,0.2,439,0.1,409,0.1,649,0.2,543,0.1
2,5,1,2,0,魚介類,6325,1.9,6917,2.2,5975,1.7,4563,1.5,3764,1.2,7221,2.1,5931,1.6
2,6,1,2,1,生鮮魚介,3800,1.1,4183,1.4,3589,1,2381,0.8,1707,0.5,4520,1.3,3619,1
2,6,1,2,2,塩干魚介,1120,0.3,1274,0.4,1059,0.3,851,0.3,961,0.3,1035,0.3,1058,0.3
2,6,1,2,3,魚肉練製品,556,0.2,586,0.2,527,0.1,459,0.1,136,0,672,0.2,512,0.1
2,6,1,2,4,他の魚介加工品,849,0.3,875,0.3,800,0.2,872,0.3,961,0.3,994,0.3,743,0.2
2,5,1,3,0,肉類,7553,2.2,5823,1.9,9099,2.5,4540,1.4,6533,2,8667,2.6,8526,2.2
2,6,1,3,1,生鮮肉,6392,1.9,4985,1.6,7642,2.1,3897,1.2,5953,1.8,7373,2.2,7184,1.9
2,6,1,3,2,加工肉,1161,0.3,837,0.3,1457,0.4,644,0.2,580,0.2,1294,0.4,1342,0.4
2,5,1,4,0,乳卵類,4131,1.2,3765,1.2,4555,1.3,3021,1,1917,0.6,4221,1.3,4213,1.1
2,6,1,4,1,牛乳,1314,0.4,1233,0.4,1450,0.4,923,0.3,510,0.2,1223,0.4,1257,0.3
2,6,1,4,2,乳製品,2082,0.6,1930,0.6,2259,0.6,1644,0.5,1098,0.3,2090,0.6,2258,0.6
2,6,1,4,3,卵,736,0.2,602,0.2,846,0.2,455,0.1,309,0.1,908,0.3,698,0.2
2,5,1,5,0,野菜・海藻,9869,2.9,9810,3.2,10115,2.8,7625,2.4,6476,2,10586,3.1,9433,2.5
2,6,1,5,1,生鮮野菜,6898,2.1,6689,2.2,7213,2,5219,1.7,5625,1.7,7391,2.2,6806,1.8
2,6,1,5,2,乾物・海藻,712,0.2,779,0.3,702,0.2,526,0.2,78,0,640,0.2,578,0.2
2,6,1,5,3,大豆加工品,1116,0.3,1116,0.4,1165,0.3,827,0.3,575,0.2,1087,0.3,1033,0.3
2,6,1,5,4,他の野菜・海藻加工品,1143,0.3,1226,0.4,1035,0.3,1053,0.3,197,0.1,1468,0.4,1016,0.3
2,5,1,6,0,果物,3581,1.1,4411,1.4,3026,0.8,2378,0.8,3018,0.9,4162,1.2,2833,0.7
2,6,1,6,1,生鮮果物,3184,0.9,3907,1.3,2694,0.7,2146,0.7,2503,0.8,3723,1.1,2520,0.7
2,6,1,6,2,果物加工品,396,0.1,504,0.2,332,0.1,231,0.1,515,0.2,439,0.1,314,0.1
2,5,1,7,0,油脂・調味料,3546,1.1,3032,1,4015,1.1,2703,0.9,2695,0.8,3779,1.1,3695,1
2,6,1,7,1,油脂,364,0.1,314,0.1,395,0.1,328,0.1,289,0.1,431,0.1,296,0.1
2,6,1,7,2,調味料,3181,0.9,2718,0.9,3620,1,2376,0.8,2406,0.7,3349,1,3399,0.9
2,5,1,8,0,菓子類,5890,1.8,4482,1.5,6979,1.9,4745,1.5,4160,1.3,6671,2,6656,1.7
2,5,1,9,0,調理食品,10580,3.1,9600,3.1,10973,3,10764,3.4,15860,4.9,12341,3.7,11534,3
2,6,1,9,1,主食的調理食品,4459,1.3,4249,1.4,4590,1.3,3575,1.1,3373,1,5325,1.6,4783,1.3
2,6,1,9,2,他の調理食品,6121,1.8,5351,1.7,6382,1.8,7189,2.3,12487,3.9,7017,2.1,6751,1.8
2,5,1,10,0,飲料,4287,1.3,3761,1.2,4837,1.3,3655,1.2,2868,0.9,3958,1.2,4796,1.3
2,6,1,10,1,茶類,1056,0.3,1053,0.3,1047,0.3,1118,0.4,1146,0.4,1063,0.3,924,0.2
2,6,1,10,2,コーヒー・ココア,1009,0.3,977,0.3,1095,0.3,748,0.2,506,0.2,885,0.3,1305,0.3
2,6,1,10,3,他の飲料,2222,0.7,1732,0.6,2694,0.7,1788,0.6,1217,0.4,2010,0.6,2566,0.7
2,5,1,11,0,酒類,2793,0.8,2887,0.9,2842,0.8,1956,0.6,2058,0.6,2820,0.8,3628,1
2,5,1,12,0,外食,16378,4.9,13298,4.3,19583,5.4,11619,3.7,16345,5.1,15384,4.6,21228,5.6
2,6,1,12,1,一般外食,15494,4.6,13298,4.3,17864,4.9,11427,3.6,14482,4.5,14867,4.4,19801,5.2
2,6,1,12,2,学校給食,884,0.3,-,-,1719,0.5,192,0.1,1864,0.6,517,0.2,1427,0.4
2,4,2,0,0,住居,21154,6.3,16103,5.2,19755,5.5,35746,11.4,67782,21,37993,11.3,20705,5.4
2,5,2,1,0,家賃地代,16660,5,10882,3.5,17950,5,30448,9.7,60053,18.6,22382,6.6,19570,5.1
2,5,2,2,0,設備修繕・維持,4493,1.3,5221,1.7,1806,0.5,5298,1.7,7730,2.4,15611,4.6,1135,0.3
2,6,2,2,1,設備材料,2452,0.7,2352,0.8,762,0.2,425,0.1,2610,0.8,13811,4.1,579,0.2
2,6,2,2,2,工事その他のサービス,2041,0.6,2869,0.9,1044,0.3,4873,1.6,5120,1.6,1799,0.5,556,0.1
2,4,3,0,0,光熱・水道,24561,7.3,23208,7.5,24546,6.8,20924,6.7,8180,2.5,33213,9.9,24633,6.5
2,5,3,1,0,電気代,10562,3.1,10509,3.4,10223,2.8,9278,3,2375,0.7,13685,4.1,10326,2.7
2,5,3,2,0,ガス代,7807,2.3,7192,2.3,8056,2.2,7600,2.4,4728,1.5,9162,2.7,8310,2.2
2,5,3,3,0,他の光熱,875,0.3,882,0.3,759,0.2,638,0.2,-,-,1673,0.5,557,0.1
2,5,3,4,0,上下水道料,5317,1.6,4625,1.5,5508,1.5,3408,1.1,1077,0.3,8693,2.6,5440,1.4
2,4,4,0,0,家具・家事用品,18721,5.6,33371,10.8,11025,3.1,4402,1.4,9573,3,11858,3.5,25219,6.6
2,5,4,1,0,家庭用耐久財,6427,1.9,13787,4.5,2892,0.8,162,0.1,-,-,407,0.1,16560,4.3
2,6,4,1,1,家事用耐久財,1617,0.5,1935,0.6,1862,0.5,40,0,-,-,227,0.1,2615,0.7
2,6,4,1,2,冷暖房用器具,236,0.1,169,0.1,326,0.1,28,0,-,-,181,0.1,412,0.1
2,6,4,1,3,一般家具,4575,1.4,11683,3.8,703,0.2,93,0,-,-,-,-,13533,3.6
2,5,4,2,0,室内装備・装飾品,5587,1.7,14522,4.7,538,0.1,308,0.1,-,-,560,0.2,1104,0.3
2,5,4,3,0,寝具類,1012,0.3,425,0.1,886,0.2,96,0,513,0.2,4880,1.4,467,0.1
2,5,4,4,0,家事雑貨,2672,0.8,2299,0.7,3035,0.8,1791,0.6,6264,1.9,2935,0.9,3310,0.9
2,5,4,5,0,家事用消耗品,2409,0.7,1735,0.6,2996,0.8,1436,0.5,2282,0.7,2771,0.8,2692,0.7
2,5,4,6,0,家事サービス,614,0.2,603,0.2,678,0.2,611,0.2,514,0.2,305,0.1,1085,0.3
2,4,5,0,0,被服及び履物,16597,4.9,12154,4,20425,5.7,10680,3.4,10912,3.4,18763,5.6,22243,5.8
2,5,5,1,0,和服,39,0,60,0,37,0,-,-,-,-,-,-,33,0
2,5,5,2,0,洋服,7644,2.3,5046,1.6,10231,2.8,5324,1.7,6828,2.1,6074,1.8,10329,2.7
2,6,5,2,1,男子用洋服,2460,0.7,1889,0.6,3384,0.9,632,0.2,1344,0.4,1223,0.4,3061,0.8
2,6,5,2,2,婦人用洋服,4347,1.3,3157,1,5202,1.4,4641,1.5,5485,1.7,4343,1.3,5756,1.5
2,6,5,2,3,子供用洋服,837,0.2,-,-,1645,0.5,52,0,-,-,507,0.2,1512,0.4
2,5,5,3,0,シャツ・セーター類,2836,0.8,1942,0.6,3396,0.9,2404,0.8,1138,0.4,3817,1.1,2769,0.7
2,6,5,3,1,男子用シャツ・セーター類,1032,0.3,641,0.2,1265,0.4,381,0.1,-,-,1900,0.6,1166,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1590,0.5,1300,0.4,1686,0.5,2023,0.6,1138,0.4,1917,0.6,1254,0.3
2,6,5,3,3,子供用シャツ・セーター類,213,0.1,-,-,444,0.1,-,-,-,-,-,-,349,0.1
2,5,5,4,0,下着類,1222,0.4,1252,0.4,1274,0.4,716,0.2,972,0.3,1215,0.4,1241,0.3
2,6,5,4,1,男子用下着類,459,0.1,536,0.2,403,0.1,109,0,-,-,735,0.2,445,0.1
2,6,5,4,2,婦人用下着類,679,0.2,716,0.2,697,0.2,607,0.2,972,0.3,481,0.1,687,0.2
2,6,5,4,3,子供用下着類,84,0,-,-,174,0,-,-,-,-,-,-,108,0
2,5,5,5,0,生地・糸類,154,0,133,0,160,0,51,0,297,0.1,289,0.1,88,0
2,5,5,6,0,他の被服,1274,0.4,1324,0.4,1370,0.4,490,0.2,162,0.1,1175,0.3,1686,0.4
2,5,5,7,0,履物類,2187,0.7,1610,0.5,2830,0.8,1310,0.4,1310,0.4,1755,0.5,3491,0.9
2,5,5,8,0,被服関連サービス,1240,0.4,788,0.3,1127,0.3,384,0.1,205,0.1,4438,1.3,2606,0.7
2,4,6,0,0,保健医療,13683,4.1,16408,5.3,13001,3.6,6069,1.9,2388,0.7,12290,3.6,13552,3.6
2,5,6,1,0,医薬品,2416,0.7,2788,0.9,2100,0.6,2012,0.6,982,0.3,2934,0.9,1837,0.5
2,5,6,2,0,健康保持用摂取品,1276,0.4,1524,0.5,1157,0.3,331,0.1,-,-,1669,0.5,989,0.3
2,5,6,3,0,保健医療用品・器具,2963,0.9,3547,1.2,2820,0.8,722,0.2,852,0.3,3141,0.9,2509,0.7
2,5,6,4,0,保健医療サービス,7028,2.1,8548,2.8,6925,1.9,3003,1,555,0.2,4547,1.4,8218,2.2
2,4,7,0,0,交通・通信,36407,10.8,26583,8.6,43613,12.1,22185,7.1,59925,18.6,49060,14.6,51460,13.5
2,5,7,1,0,交通,7939,2.4,6594,2.1,9076,2.5,9994,3.2,46118,14.3,5601,1.7,10622,2.8
2,5,7,2,0,自動車等関係費,15385,4.6,10122,3.3,19005,5.3,3551,1.1,5513,1.7,26906,8,25480,6.7
2,6,7,2,1,自動車等購入,4949,1.5,-,-,7882,2.2,-,-,-,-,13371,4,12556,3.3
2,6,7,2,2,自転車購入,563,0.2,924,0.3,392,0.1,-,-,-,-,464,0.1,1429,0.4
2,6,7,2,3,自動車等維持,9872,2.9,9198,3,10731,3,3551,1.1,5513,1.7,13070,3.9,11495,3
2,5,7,3,0,通信,13083,3.9,9867,3.2,15532,4.3,8639,2.8,8295,2.6,16553,4.9,15358,4
2,4,8,0,0,教育,15109,4.5,-,-,28451,7.9,17439,5.6,37720,11.7,2527,0.8,20900,5.5
2,5,8,1,0,授業料等,9651,2.9,-,-,17942,5,12824,4.1,-,-,1522,0.5,10638,2.8
2,5,8,2,0,教科書・学習参考教材,134,0,-,-,268,0.1,82,0,795,0.2,-,-,104,0
2,5,8,3,0,補習教育,5324,1.6,-,-,10241,2.8,4533,1.4,36925,11.4,1006,0.3,10158,2.7
2,4,9,0,0,教養娯楽,35596,10.6,30336,9.9,43099,11.9,21148,6.8,26156,8.1,27852,8.3,48323,12.7
2,5,9,1,0,教養娯楽用耐久財,1898,0.6,2433,0.8,1933,0.5,289,0.1,-,-,781,0.2,3125,0.8
2,5,9,2,0,教養娯楽用品,7277,2.2,6112,2,9033,2.5,6041,1.9,4347,1.3,3444,1,10862,2.9
2,5,9,3,0,書籍・他の印刷物,4026,1.2,4269,1.4,4052,1.1,3051,1,3465,1.1,3664,1.1,3720,1
2,5,9,4,0,教養娯楽サービス,22396,6.7,17521,5.7,28081,7.8,11767,3.8,18344,5.7,19963,5.9,30616,8
2,6,9,4,1,宿泊料,1809,0.5,2149,0.7,1517,0.4,232,0.1,-,-,3280,1,2135,0.6
2,6,9,4,2,パック旅行費,5914,1.8,3245,1.1,8965,2.5,-,-,-,-,5005,1.5,12537,3.3
2,6,9,4,3,月謝類,4424,1.3,2366,0.8,6915,1.9,1570,0.5,7745,2.4,1573,0.5,5663,1.5
2,6,9,4,4,他の教養娯楽サービス,10248,3,9762,3.2,10683,3,9965,3.2,10599,3.3,10104,3,10281,2.7
2,4,10,0,0,その他の消費支出,73656,21.9,76972,25,68627,19,112631,36,30937,9.6,55976,16.6,64976,17.1
2,5,10,1,0,諸雑費,30747,9.1,24679,8,28866,8,85334,27.2,17399,5.4,22050,6.5,26564,7
2,6,10,1,1,理美容サービス,3399,1,3607,1.2,3102,0.9,4856,1.6,6515,2,2984,0.9,3219,0.8
2,6,10,1,2,理美容用品,4466,1.3,3420,1.1,5306,1.5,5050,1.6,3034,0.9,3712,1.1,5068,1.3
2,6,10,1,3,身の回り用品,1909,0.6,2018,0.7,2101,0.6,823,0.3,500,0.2,1285,0.4,2581,0.7
2,6,10,1,4,たばこ,947,0.3,563,0.2,859,0.2,1332,0.4,3200,1,2711,0.8,1066,0.3
2,6,10,1,5,他の諸雑費,20026,6,15071,4.9,17498,4.8,73273,23.4,4150,1.3,11358,3.4,14631,3.8
2,5,10,2,0,こづかい,10498,3.1,6997,2.3,15116,4.2,1527,0.5,-,-,6892,2,12335,3.2
2,5,10,3,0,交際費,30157,9,42252,13.7,22362,6.2,25769,8.2,13538,4.2,26396,7.8,24490,6.4
2,6,10,3,1,食料,5758,1.7,8494,2.8,3413,0.9,5364,1.7,4788,1.5,7631,2.3,4969,1.3
2,6,10,3,2,家具・家事用品,329,0.1,344,0.1,353,0.1,482,0.2,-,-,5,0,584,0.2
2,6,10,3,3,被服及び履物,987,0.3,2007,0.7,388,0.1,488,0.2,-,-,454,0.1,948,0.2
2,6,10,3,4,教養娯楽,1530,0.5,2196,0.7,1255,0.3,735,0.2,-,-,924,0.3,881,0.2
2,6,10,3,5,他の物品サービス,521,0.2,681,0.2,310,0.1,1647,0.5,-,-,106,0,582,0.2
2,6,10,3,6,贈与金,18121,5.4,26065,8.5,12760,3.5,15821,5.1,8750,2.7,16510,4.9,13294,3.5
2,6,10,3,7,他の交際費,2911,0.9,2466,0.8,3883,1.1,1231,0.4,-,-,766,0.2,3233,0.8
2,5,10,4,0,仕送り金,2254,0.7,3044,1,2284,0.6,-,-,-,-,638,0.2,1587,0.4
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,18040,5.4,395,0.1,33912,9.4,18643,6,45259,14,3467,1,25701,6.8
2,3,0,0,0,（再掲）教養娯楽関係費,45988,13.7,50439,16.4,48076,13.3,28447,9.1,61352,19,30232,9,54318,14.3
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,20375,6.1,29109,9.5,15044,4.2,15821,5.1,8750,2.7,17148,5.1,14881,3.9
2,3,0,0,0,（再掲）経常消費支出,229316,68.2,200061,65,255318,70.7,184398,58.9,217537,67.4,244084,72.5,259251,68.1
2,3,0,0,0,（再掲）情報通信関係費,17175,5.1,13919,4.5,19414,5.4,14117,4.5,9628,3,20854,6.2,19523,5.1
2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,289869,86.2,262444,85.3,318656,88.2,261586,83.5,246140,76.3,268228,79.7,332593,87.4
3,2,0,0,0,現物総額,6427,100,5440,100,7301,100,4933,100,3563,100,6926,100,6880,100
3,3,0,0,0,食料,4144,64.5,4334,79.7,4003,54.8,4013,81.4,2313,64.9,4242,61.2,3777,54.9
3,3,0,0,0,住居,995,15.5,242,4.4,1623,22.2,-,-,-,-,1476,21.3,1061,15.4
3,3,0,0,0,光熱・水道,36,0.6,98,1.8,-,-,-,-,-,-,-,-,118,1.7
3,3,0,0,0,家具・家事用品,115,1.8,132,2.4,54,0.7,464,9.4,-,-,104,1.5,35,0.5
3,3,0,0,0,被服及び履物,241,3.7,199,3.7,308,4.2,159,3.2,-,-,107,1.5,249,3.6
3,3,0,0,0,保健医療,15,0.2,2,0,24,0.3,-,-,-,-,34,0.5,1,0
3,3,0,0,0,交通・通信,457,7.1,244,4.5,768,10.5,-,-,-,-,-,-,1322,19.2
3,3,0,0,0,教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-
