項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,344,-,-,53,-,48,-,46,-,50,-,48,-,49,-,50,-
0,0,世帯人員,3.3,-,-,3,-,2.74,-,3.25,-,3.51,-,3.51,-,3.29,-,3.76,-
0,0,有業人員,1.71,-,-,1.6,-,1.7,-,1.61,-,1.61,-,1.66,-,1.75,-,2.07,-
0,0,世帯主平均年齢,51,-,-,55.7,-,56.3,-,50.5,-,46.9,-,47.2,-,49.9,-,50.9,-
0,0,消費支出,359705,-,3.3,250283,-,217142,-,296636,-,394418,-,422787,-,358481,-,574449,-
0,0,公共的料金,116059,32.3,5.5,80303,32.1,59808,27.5,95344,32.1,147532,37.4,113798,26.9,93152,26,220595,38.4
1,0,公共料金等,65214,18.1,9.1,46231,18.5,45828,21.1,52927,17.8,81809,20.7,71771,17,52077,14.5,104931,18.3
1,1,米,2156,0.6,11.7,2843,1.1,3465,1.6,1554,0.5,1668,0.4,1473,0.3,1916,0.5,2163,0.4
1,1,食塩,20,0,-54.5,37,0,15,0,18,0,8,0,22,0,26,0,16,0
1,1,学校給食,1430,0.4,-4.9,1145,0.5,429,0.2,1221,0.4,1518,0.4,2696,0.6,1682,0.5,1325,0.2
1,1,公営家賃,1150,0.3,-21.5,378,0.2,4175,1.9,-,-,432,0.1,-,-,1512,0.4,1496,0.3
1,1,電気代,8265,2.3,-0.4,6271,2.5,6281,2.9,9349,3.2,7484,1.9,7525,1.8,8119,2.3,12793,2.2
1,1,都市ガス,3611,1,19.7,2830,1.1,3406,1.6,3744,1.3,3811,1,3645,0.9,3836,1.1,3994,0.7
1,1,上下水道料,5278,1.5,8.6,4645,1.9,5235,2.4,4959,1.7,4678,1.2,6720,1.6,5180,1.4,5523,1
1,1,医科診療代,2997,0.8,2,3586,1.4,3181,1.5,2606,0.9,3998,1,1579,0.4,2054,0.6,3944,0.7
1,1,歯科診療代,909,0.3,-56.5,408,0.2,454,0.2,575,0.2,1620,0.4,1051,0.2,1879,0.5,373,0.1
1,1,出産入院料,2703,0.8,...,-,-,-,-,-,-,18698,4.7,-,-,-,-,-,-
1,1,他の入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,鉄道運賃,2916,0.8,-9,2091,0.8,1014,0.5,2155,0.7,3935,1,3220,0.8,1814,0.5,6126,1.1
1,1,鉄道通学定期代,2731,0.8,3,899,0.4,-,-,793,0.3,4108,1,2812,0.7,1626,0.5,8759,1.5
1,1,鉄道通勤定期代,6494,1.8,21.1,503,0.2,1864,0.9,1337,0.5,6081,1.5,19803,4.7,3124,0.9,12597,2.2
1,1,バス代,381,0.1,-4,361,0.1,397,0.2,209,0.1,402,0.1,265,0.1,289,0.1,738,0.1
1,1,バス通学定期代,566,0.2,229.1,-,-,-,-,483,0.2,102,0,181,0,200,0.1,2967,0.5
1,1,バス通勤定期代,341,0.1,6.9,-,-,17,0,665,0.2,348,0.1,1175,0.3,191,0.1,-,-
1,1,タクシー代,569,0.2,-26.7,322,0.1,394,0.2,1285,0.4,427,0.1,142,0,338,0.1,1080,0.2
