項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,724,-,-,99,-,105,-,107,-,102,-,105,-,107,-,99,-
0,0,世帯人員,2.95,-,-,2.46,-,2.68,-,2.9,-,2.94,-,2.99,-,3.41,-,3.29,-
0,0,有業人員,1.26,-,-,0.78,-,1.08,-,1.21,-,1.37,-,1.28,-,1.59,-,1.53,-
0,0,世帯主平均年齢,60.3,-,-,69.4,-,66.1,-,61.3,-,58.8,-,55.9,-,54.5,-,56,-
0,0,消費支出,320556,-,4.6,101082,-,165628,-,212046,-,261876,-,326414,-,419423,-,754452,-
0,0,公共的料金,77195,24.1,-2.5,27008,26.7,47238,28.5,57591,27.2,61933,23.6,93986,28.8,107200,25.6,144712,19.2
1,0,公共料金等,53453,16.7,-2.4,23041,22.8,35360,21.3,40571,19.1,51877,19.8,60639,18.6,70121,16.7,92180,12.2
1,1,米,1784,0.6,-11.7,1587,1.6,1817,1.1,1665,0.8,2030,0.8,1670,0.5,2134,0.5,1582,0.2
1,1,食塩,47,0,-16.1,25,0,64,0,33,0,36,0,55,0,63,0,53,0
1,1,学校給食,337,0.1,-33.4,-,-,-,-,285,0.1,267,0.1,197,0.1,981,0.2,625,0.1
1,1,公営家賃,752,0.2,-51.9,-,-,407,0.2,1360,0.6,652,0.2,1075,0.3,1078,0.3,680,0.1
1,1,電気代,9796,3.1,21,5796,5.7,9349,5.6,8268,3.9,10247,3.9,11400,3.5,11993,2.9,11482,1.5
1,1,都市ガス,3265,1,2.2,2298,2.3,2979,1.8,2949,1.4,3426,1.3,3490,1.1,3828,0.9,3878,0.5
1,1,上下水道料,5618,1.8,1.6,4520,4.5,4812,2.9,4043,1.9,6281,2.4,5846,1.8,6969,1.7,6849,0.9
1,1,医科診療代,2782,0.9,-5.9,1446,1.4,1804,1.1,2260,1.1,2965,1.1,3731,1.1,3946,0.9,3304,0.4
1,1,歯科診療代,2265,0.7,-17.1,350,0.3,550,0.3,772,0.4,840,0.3,1051,0.3,4186,1,8080,1.1
1,1,出産入院料,36,0,...,-,-,-,-,-,-,-,-,254,0.1,-,-,-,-
1,1,他の入院料,750,0.2,-57.5,-,-,-,-,-,-,1108,0.4,286,0.1,-,-,3846,0.5
1,1,鉄道運賃,5642,1.8,26.5,589,0.6,720,0.4,3120,1.5,4603,1.8,5509,1.7,8967,2.1,15919,2.1
1,1,鉄道通学定期代,86,0,-54,-,-,-,-,36,0,277,0.1,-,-,217,0.1,72,0
1,1,鉄道通勤定期代,1330,0.4,6.7,149,0.1,147,0.1,396,0.2,1672,0.6,1531,0.5,3797,0.9,1613,0.2
1,1,バス代,521,0.2,3.4,85,0.1,135,0.1,724,0.3,342,0.1,776,0.2,688,0.2,891,0.1
1,1,バス通学定期代,23,0,-53.1,-,-,-,-,-,-,-,-,158,0,-,-,-,-
1,1,バス通勤定期代,88,0,-5.4,-,-,128,0.1,401,0.2,-,-,26,0,20,0,41,0
1,1,タクシー代,1012,0.3,-10.8,267,0.3,546,0.3,740,0.3,523,0.2,1147,0.4,1034,0.2,2817,0.4
1,1,航空運賃,1379,0.4,-28.4,-,-,-,-,-,-,-,-,1863,0.6,188,0,7573,1
1,1,郵便料,170,0.1,-11,55,0.1,59,0,113,0.1,186,0.1,212,0.1,284,0.1,277,0
1,1,固定電話通信料,1723,0.5,-27,1206,1.2,1945,1.2,1615,0.8,2144,0.8,1734,0.5,1796,0.4,1618,0.2
1,1,移動電話通信料,9727,3,-0.2,2830,2.8,6694,4,8090,3.8,9711,3.7,12981,4,13350,3.2,14344,1.9
1,1,ＮＨＫ放送受信料,1297,0.4,-23.8,491,0.5,929,0.6,1629,0.8,1131,0.4,2540,0.8,1099,0.3,1244,0.2
1,1,ケーブルテレビ放送受信料,1194,0.4,10.4,537,0.5,1169,0.7,1201,0.6,1210,0.5,1200,0.4,1477,0.4,1557,0.2
1,1,他の放送受信料,159,0,0,-,-,241,0.1,45,0,59,0,306,0.1,202,0,255,0
1,1,国公立小学校,66,0,-33.3,-,-,-,-,51,0,19,0,44,0,90,0,257,0
1,1,国公立中学校,312,0.1,3.7,-,-,-,-,83,0,260,0.1,-,-,701,0.2,1137,0.2
1,1,国公立高校,162,0.1,-48.4,-,-,313,0.2,32,0,192,0.1,462,0.1,-,-,130,0
1,1,国公立大学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,たばこ,1130,0.4,45.2,809,0.8,554,0.3,663,0.3,1697,0.6,1096,0.3,1034,0.2,2054,0.3
2,0,準公共料金等,23742,7.4,-2.7,3967,3.9,11878,7.2,17020,8,10055,3.8,33347,10.2,37079,8.8,52532,7
2,1,牛乳,1509,0.5,6.3,1137,1.1,1429,0.9,1578,0.7,1477,0.6,1435,0.4,1582,0.4,1924,0.3
2,1,灯油,4,0,-20,25,0,-,-,-,-,-,-,-,-,-,-,-,-
2,1,プロパンガス,247,0.1,-16.3,287,0.3,164,0.1,299,0.1,134,0.1,400,0.1,356,0.1,88,0
