項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3740,-,4531,-,784,-,94,-,945,-,3040,-
0,0,0,0,0,調査世帯数,709,-,267,-,318,-,56,-,6,-,68,-,215,-
0,0,0,0,0,世帯人員,2.94,-,2,-,3.66,-,2.31,-,2.3,-,3.75,-,3.36,-
0,0,0,0,0,有業人員,1.31,-,0.73,-,1.76,-,1.28,-,1,-,1.55,-,2.28,-
0,0,0,0,0,世帯主平均年齢,60.9,-,70,-,52.7,-,66.6,-,39.7,-,59,-,52.4,-
2,2,0,0,0,生計支出,299426,-,284955,-,328476,-,213057,-,191383,-,289080,-,345277,-
2,3,0,0,0,消費支出,299426,100,284955,100,328476,100,213057,100,191383,100,289080,100,345277,100
2,4,1,0,0,食料,82922,27.7,76304,26.8,91188,27.8,64990,30.5,51178,26.7,84371,29.2,93638,27.1
2,5,1,1,0,穀類,6265,2.1,5060,1.8,7569,2.3,5174,2.4,5338,2.8,5686,2,7023,2
2,6,1,1,1,米類,1704,0.6,1294,0.5,2157,0.7,1261,0.6,906,0.5,1518,0.5,1952,0.6
2,6,1,1,2,パン,2777,0.9,2295,0.8,3273,1,2556,1.2,3053,1.6,2490,0.9,3231,0.9
2,6,1,1,3,麺類,1293,0.4,1031,0.4,1558,0.5,961,0.5,1159,0.6,1331,0.5,1388,0.4
2,6,1,1,4,他の穀類,492,0.2,439,0.2,581,0.2,395,0.2,220,0.1,347,0.1,452,0.1
2,5,1,2,0,魚介類,6148,2.1,6589,2.3,5929,1.8,6009,2.8,2162,1.1,5568,1.9,5866,1.7
2,6,1,2,1,生鮮魚介,3559,1.2,3770,1.3,3569,1.1,3043,1.4,1391,0.7,3106,1.1,3545,1
2,6,1,2,2,塩干魚介,1160,0.4,1234,0.4,1109,0.3,1265,0.6,319,0.2,1023,0.4,1008,0.3
2,6,1,2,3,魚肉練製品,585,0.2,667,0.2,519,0.2,451,0.2,100,0.1,688,0.2,534,0.2
2,6,1,2,4,他の魚介加工品,844,0.3,918,0.3,732,0.2,1249,0.6,351,0.2,752,0.3,779,0.2
2,5,1,3,0,肉類,7731,2.6,5966,2.1,9392,2.9,5809,2.7,5691,3,8354,2.9,8459,2.4
2,6,1,3,1,生鮮肉,6285,2.1,4733,1.7,7752,2.4,4600,2.2,4715,2.5,6798,2.4,6889,2
2,6,1,3,2,加工肉,1446,0.5,1233,0.4,1639,0.5,1210,0.6,976,0.5,1556,0.5,1570,0.5
2,5,1,4,0,乳卵類,4275,1.4,3972,1.4,4513,1.4,3705,1.7,4364,2.3,4808,1.7,4526,1.3
2,6,1,4,1,牛乳,1435,0.5,1378,0.5,1418,0.4,1141,0.5,1226,0.6,1982,0.7,1404,0.4
2,6,1,4,2,乳製品,2041,0.7,1901,0.7,2200,0.7,1826,0.9,2268,1.2,2005,0.7,2233,0.6
2,6,1,4,3,卵,800,0.3,693,0.2,895,0.3,738,0.3,869,0.5,822,0.3,890,0.3
2,5,1,5,0,野菜・海藻,10285,3.4,10214,3.6,10419,3.2,8721,4.1,6064,3.2,11222,3.9,9888,2.9
2,6,1,5,1,生鮮野菜,7092,2.4,6880,2.4,7311,2.2,5695,2.7,3936,2.1,8035,2.8,7041,2
2,6,1,5,2,乾物・海藻,793,0.3,776,0.3,831,0.3,745,0.3,343,0.2,715,0.2,683,0.2
2,6,1,5,3,大豆加工品,1156,0.4,1184,0.4,1122,0.3,1226,0.6,831,0.4,1150,0.4,1135,0.3
2,6,1,5,4,他の野菜・海藻加工品,1245,0.4,1373,0.5,1155,0.4,1055,0.5,954,0.5,1322,0.5,1030,0.3
2,5,1,6,0,果物,3168,1.1,3688,1.3,2614,0.8,3080,1.4,2315,1.2,3839,1.3,2811,0.8
2,6,1,6,1,生鮮果物,2831,0.9,3288,1.2,2369,0.7,2509,1.2,2192,1.1,3509,1.2,2497,0.7
2,6,1,6,2,果物加工品,336,0.1,400,0.1,245,0.1,571,0.3,123,0.1,330,0.1,314,0.1
2,5,1,7,0,油脂・調味料,3832,1.3,3415,1.2,4309,1.3,2802,1.3,2800,1.5,4048,1.4,4344,1.3
2,6,1,7,1,油脂,402,0.1,384,0.1,451,0.1,155,0.1,217,0.1,447,0.2,456,0.1
2,6,1,7,2,調味料,3430,1.1,3031,1.1,3858,1.2,2648,1.2,2583,1.3,3601,1.2,3888,1.1
2,5,1,8,0,菓子類,5617,1.9,4690,1.6,6540,2,4566,2.1,3286,1.7,5734,2,6389,1.9
2,5,1,9,0,調理食品,11321,3.8,10262,3.6,11902,3.6,11077,5.2,11104,5.8,12933,4.5,12200,3.5
2,6,1,9,1,主食的調理食品,4898,1.6,4381,1.5,5251,1.6,5156,2.4,4459,2.3,5042,1.7,5236,1.5
2,6,1,9,2,他の調理食品,6423,2.1,5881,2.1,6651,2,5921,2.8,6645,3.5,7890,2.7,6964,2
2,5,1,10,0,飲料,4092,1.4,3591,1.3,4639,1.4,3410,1.6,3414,1.8,4016,1.4,4856,1.4
2,6,1,10,1,茶類,1126,0.4,1134,0.4,1207,0.4,782,0.4,540,0.3,989,0.3,1281,0.4
2,6,1,10,2,コーヒー・ココア,881,0.3,824,0.3,1021,0.3,465,0.2,532,0.3,784,0.3,1069,0.3
2,6,1,10,3,他の飲料,2084,0.7,1633,0.6,2410,0.7,2163,1,2342,1.2,2243,0.8,2506,0.7
2,5,1,11,0,酒類,3302,1.1,3863,1.4,3315,1,2474,1.2,889,0.5,1703,0.6,3640,1.1
2,5,1,12,0,外食,16887,5.6,14995,5.3,20047,6.1,8164,3.8,3753,2,16459,5.7,23635,6.8
2,6,1,12,1,一般外食,16010,5.3,14995,5.3,18301,5.6,8164,3.8,3753,2,15554,5.4,22013,6.4
2,6,1,12,2,学校給食,876,0.3,-,-,1746,0.5,-,-,-,-,905,0.3,1622,0.5
2,4,2,0,0,住居,21685,7.2,22719,8,18481,5.6,26848,12.6,37649,19.7,28671,9.9,21568,6.2
2,5,2,1,0,家賃地代,13392,4.5,10096,3.5,15388,4.7,10741,5,37594,19.6,19063,6.6,18713,5.4
2,5,2,2,0,設備修繕・維持,8294,2.8,12623,4.4,3093,0.9,16106,7.6,55,0,9608,3.3,2855,0.8
2,6,2,2,1,設備材料,3049,1,5302,1.9,1631,0.5,1442,0.7,55,0,2267,0.8,120,0
2,6,2,2,2,工事その他のサービス,5244,1.8,7322,2.6,1461,0.4,14664,6.9,-,-,7342,2.5,2735,0.8
