項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,724,-,-,99,-,105,-,107,-,102,-,105,-,107,-,99,-
0,世帯人員,2.95,-,-,2.46,-,2.68,-,2.9,-,2.94,-,2.99,-,3.41,-,3.29,-
0,有業人員,1.26,-,-,0.78,-,1.08,-,1.21,-,1.37,-,1.28,-,1.59,-,1.53,-
0,世帯主平均年齢,60.3,-,-,69.4,-,66.1,-,61.3,-,58.8,-,55.9,-,54.5,-,56,-
0,消費支出,320556,100,4.6,101082,100,165628,100,212046,100,261876,100,326414,100,419423,100,754452,100
2,基礎的支出,173215,54,5.1,78156,77.3,116695,70.5,135044,63.7,154915,59.2,186152,57,211416,50.4,328852,43.6
3,選択的支出,147341,46,4,22925,22.7,48933,29.5,77002,36.3,106961,40.8,140262,43,208007,49.6,425601,56.4
1,食料,95345,29.7,4.6,51059,50.5,71078,42.9,79483,37.5,91832,35.1,102662,31.5,121917,29.1,148843,19.7
2,基礎的支出,70647,22,3.2,45148,44.7,58696,35.4,63101,29.8,72413,27.7,75048,23,86071,20.5,93761,12.4
3,選択的支出,24698,7.7,8.7,5912,5.8,12382,7.5,16382,7.7,19419,7.4,27613,8.5,35846,8.5,55082,7.3
1,住居,21172,6.6,-3.4,630,0.6,7927,4.8,12759,6,9774,3.7,30138,9.2,26876,6.4,59762,7.9
2,基礎的支出,19496,6.1,-5.4,630,0.6,7927,4.8,11980,5.6,6730,2.6,28983,8.9,25305,6,54593,7.2
3,選択的支出,1676,0.5,28.4,-,-,-,-,779,0.4,3045,1.2,1155,0.4,1572,0.4,5168,0.7
1,光熱・水道,18952,5.9,10.6,12936,12.8,17329,10.5,15571,7.3,20088,7.7,21142,6.5,23228,5.5,22309,3
2,基礎的支出,18952,5.9,10.6,12936,12.8,17329,10.5,15571,7.3,20088,7.7,21142,6.5,23228,5.5,22309,3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,11590,3.6,3.9,3059,3,5401,3.3,9027,4.3,8344,3.2,13906,4.3,17059,4.1,24207,3.2
2,基礎的支出,8340,2.6,7.8,2785,2.8,4330,2.6,5664,2.7,6548,2.5,10380,3.2,12351,2.9,16245,2.2
3,選択的支出,3250,1,-5,274,0.3,1071,0.6,3363,1.6,1796,0.7,3526,1.1,4707,1.1,7962,1.1
1,被服及び履物,10315,3.2,-4.7,1995,2,4184,2.5,6711,3.2,7261,2.8,8060,2.5,20790,5,23112,3.1
2,基礎的支出,827,0.3,2.9,226,0.2,425,0.3,854,0.4,807,0.3,743,0.2,1445,0.3,1284,0.2
3,選択的支出,9488,3,-5.3,1769,1.8,3759,2.3,5858,2.8,6454,2.5,7316,2.2,19345,4.6,21828,2.9
1,保健医療,14104,4.4,-10.4,4472,4.4,7522,4.5,8497,4,12667,4.8,15071,4.6,16850,4,33523,4.4
2,基礎的支出,11748,3.7,-9.2,4259,4.2,6160,3.7,7301,3.4,11066,4.2,12212,3.7,14392,3.4,26749,3.5
3,選択的支出,2356,0.7,-15.9,213,0.2,1362,0.8,1196,0.6,1601,0.6,2860,0.9,2458,0.6,6773,0.9
1,交通・通信,39162,12.2,13.1,7294,7.2,15688,9.5,21381,10.1,34047,13,37873,11.6,51955,12.4,105485,14
2,基礎的支出,10229,3.2,-1,2903,2.9,6671,4,7187,3.4,10652,4.1,10909,3.3,12949,3.1,20249,2.7
3,選択的支出,28933,9,19.1,4391,4.3,9018,5.4,14193,6.7,23395,8.9,26964,8.3,39005,9.3,85236,11.3
1,教育,10144,3.2,-21.6,27,0,1282,0.8,2652,1.3,3575,1.4,5293,1.6,19018,4.5,39032,5.2
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,10144,3.2,-21.6,27,0,1282,0.8,2652,1.3,3575,1.4,5293,1.6,19018,4.5,39032,5.2
1,教養娯楽,44150,13.8,-1.5,7780,7.7,15058,9.1,24434,11.5,31705,12.1,43065,13.2,58811,14,127684,16.9
2,基礎的支出,6578,2.1,-2.9,3614,3.6,5301,3.2,6302,3,6808,2.6,8194,2.5,7071,1.7,8717,1.2
3,選択的支出,37572,11.7,-1.2,4166,4.1,9758,5.9,18132,8.6,24896,9.5,34871,10.7,51740,12.3,118967,15.8
1,その他の消費支出,55621,17.4,20.6,11829,11.7,20157,12.2,31530,14.9,42583,16.3,49203,15.1,62920,15,170497,22.6
2,基礎的支出,26398,8.2,31.9,5656,5.6,9855,6,17083,8.1,19803,7.6,18540,5.7,28604,6.8,84944,11.3
3,選択的支出,29224,9.1,12,6174,6.1,10302,6.2,14448,6.8,22780,8.7,30663,9.4,34316,8.2,85552,11.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年8月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
