区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,709,-,-,101,-,97,-,107,-,102,-,105,-,95,-,102,-
0,0,世帯人員,2.94,-,-,2.49,-,2.76,-,2.95,-,2.8,-,3.16,-,3.34,-,3.08,-
0,0,有業人員,1.31,-,-,0.88,-,1.21,-,1.23,-,1.28,-,1.47,-,1.59,-,1.54,-
0,0,世帯主平均年齢,60.9,-,-,67.2,-,62.3,-,62.6,-,62.2,-,58.1,-,56.2,-,57.6,-
0,0,消費支出,274001,100,-4.3,102632,100,157680,100,194260,100,235109,100,278904,100,359381,100,585405,100
1,0,商品,151496,55.3,0.8,78140,76.1,99643,63.2,122363,63,142383,60.6,153973,55.2,187446,52.2,274639,46.9
1,1,耐久財,11778,4.3,-24.7,1434,1.4,3672,2.3,3621,1.9,4291,1.8,5301,1.9,18686,5.2,45032,7.7
1,2,半耐久財,28135,10.3,1.9,6082,5.9,12205,7.7,15879,8.2,19299,8.2,26571,9.5,40383,11.2,75850,13
1,3,非耐久財,111583,40.7,4.2,70625,68.8,83766,53.1,102864,53,118792,50.5,122102,43.8,128377,35.7,153756,26.3
1,0,サービス,122505,44.7,-9.9,24492,23.9,58037,36.8,71897,37,92726,39.4,124931,44.8,171934,47.8,310767,53.1
2,0,食料,89954,32.8,4.5,52602,51.3,63463,40.2,80346,41.4,91243,38.8,96686,34.7,108421,30.2,136117,23.3
2,3,非耐久財,70929,25.9,3.2,48057,46.8,53355,33.8,67804,34.9,75436,32.1,76887,27.6,79198,22,95288,16.3
2,4,サービス,19025,6.9,9.3,4545,4.4,10108,6.4,12542,6.5,15807,6.7,19799,7.1,29223,8.1,40829,7
2,0,住居,21685,7.9,-23.4,1626,1.6,8727,5.5,10935,5.6,11175,4.8,21988,7.9,27093,7.5,69562,11.9
2,1,耐久財,2874,1,2.9,124,0.1,-,-,-,-,-,-,-,-,4731,1.3,15114,2.6
2,2,半耐久財,175,0.1,66.7,14,0,73,0,374,0.2,67,0,258,0.1,187,0.1,251,0
2,4,サービス,18636,6.8,-26.6,1487,1.4,8654,5.5,10561,5.4,11108,4.7,21730,7.8,22175,6.2,54196,9.3
2,0,光熱・水道（非耐久財）,19130,7,10.1,11842,11.5,16707,10.6,17268,8.9,21290,9.1,20222,7.3,22545,6.3,23957,4.1
2,0,家具・家事用品,12665,4.6,-1.5,5559,5.4,6248,4,10221,5.3,8726,3.7,9878,3.5,17033,4.7,30742,5.3
2,1,耐久財,4152,1.5,-27.5,1044,1,2074,1.3,2766,1.4,3041,1.3,1565,0.6,8820,2.5,9700,1.7
2,2,半耐久財,4388,1.6,15.7,2424,2.4,1788,1.1,2737,1.4,2179,0.9,4648,1.7,3770,1,13039,2.2
2,3,非耐久財,2774,1,12.3,1817,1.8,2137,1.4,2661,1.4,2927,1.2,3154,1.1,3303,0.9,3403,0.6
2,4,サービス,1351,0.5,54.8,273,0.3,249,0.2,2057,1.1,579,0.2,511,0.2,1140,0.3,4600,0.8
2,0,被服及び履物,17482,6.4,0.9,2560,2.5,7784,4.9,9015,4.6,12428,5.3,15769,5.7,24816,6.9,49558,8.5
2,2,半耐久財,16230,5.9,0.8,2424,2.4,7536,4.8,8339,4.3,11589,4.9,14822,5.3,23154,6.4,45343,7.7
2,4,サービス,1252,0.5,2.3,137,0.1,248,0.2,676,0.3,840,0.4,947,0.3,1663,0.5,4216,0.7
2,0,保健医療,15856,5.8,-5.7,5270,5.1,9273,5.9,10632,5.5,13667,5.8,15217,5.5,23679,6.6,33013,5.6
2,1,耐久財,1479,0.5,68.1,-,-,143,0.1,132,0.1,216,0.1,1099,0.4,2899,0.8,5806,1
2,2,半耐久財,662,0.2,0,47,0,105,0.1,108,0.1,463,0.2,357,0.1,3023,0.8,539,0.1
2,3,非耐久財,5126,1.9,0.4,2271,2.2,3377,2.1,4935,2.5,5787,2.5,6549,2.3,6102,1.7,6816,1.2
2,4,サービス,8589,3.1,-15.5,2952,2.9,5648,3.6,5457,2.8,7201,3.1,7212,2.6,11654,3.2,19853,3.4
2,0,交通・通信,29582,10.8,-11.4,7649,7.5,14434,9.2,18106,9.3,24420,10.4,30412,10.9,47026,13.1,64512,11
2,1,耐久財,737,0.3,-74.1,119,0.1,234,0.1,40,0,150,0.1,648,0.2,1082,0.3,2855,0.5
2,2,半耐久財,806,0.3,3.2,71,0.1,360,0.2,178,0.1,112,0,324,0.1,2270,0.6,2311,0.4
2,3,非耐久財,1942,0.7,8.2,460,0.4,810,0.5,1211,0.6,1915,0.8,1894,0.7,3102,0.9,4166,0.7
2,4,サービス,26098,9.5,-6.7,6999,6.8,13030,8.3,16677,8.6,22243,9.5,27545,9.9,40573,11.3,55180,9.4
2,0,教育,8198,3,-34.4,160,0.2,1136,0.7,3227,1.7,3769,1.6,6579,2.4,11654,3.2,30547,5.2
2,3,非耐久財,90,0,-19.6,-,-,29,0,-,-,3,0,127,0,41,0,427,0.1
2,4,サービス,8108,3,-34.6,160,0.2,1108,0.7,3227,1.7,3766,1.6,6452,2.3,11613,3.2,30120,5.1
2,0,教養娯楽,34724,12.7,-7.8,9059,8.8,17939,11.4,18090,9.3,28189,12,35394,12.7,42029,11.7,91542,15.6
2,1,耐久財,1200,0.4,-59.4,124,0.1,1075,0.7,328,0.2,563,0.2,1652,0.6,619,0.2,3996,0.7
2,2,半耐久財,3845,1.4,-9,655,0.6,1596,1,3044,1.6,3752,1.6,4206,1.5,5895,1.6,7702,1.3
2,3,非耐久財,6143,2.2,-0.6,3673,3.6,5018,3.2,4302,2.2,6256,2.7,7989,2.9,6901,1.9,8810,1.5
2,4,サービス,23536,8.6,-3.1,4606,4.5,10250,6.5,10417,5.4,17618,7.5,21547,7.7,28614,8,71035,12.1
2,0,諸雑費,24725,9,3,6306,6.1,11969,7.6,16420,8.5,20201,8.6,26760,9.6,35083,9.8,55855,9.5
2,1,耐久財,1337,0.5,200.4,21,0,147,0.1,354,0.2,321,0.1,336,0.1,535,0.1,7562,1.3
2,2,半耐久財,2029,0.7,5,447,0.4,747,0.5,1098,0.6,1138,0.5,1956,0.7,2083,0.6,6666,1.1
2,3,非耐久財,5449,2,2.1,2505,2.4,2334,1.5,4684,2.4,5177,2.2,5281,1.9,7186,2,10889,1.9
2,4,サービス,15910,5.8,-2.4,3333,3.2,8742,5.5,10283,5.3,13565,5.8,19188,6.9,25279,7,30738,5.3
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年11月,,,,,,,,,,,,,,,,,,,
第１６表　生計支出７分位階層別１世帯当たり１か月間の財・サービス別支出　―全世帯―,,,,,,,,,,,,,,,,,,,
注１）財・サービス別結果は、品目分類を再分類して集計した。,,,,,,,,,,,,,,,,,,,
注２）消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等・消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
