項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,361,-,-,56,-,47,-,55,-,52,-,51,-,51,-,49,-
0,0,世帯人員,3.4,-,-,3.17,-,3.22,-,3.25,-,3.44,-,3.62,-,3.55,-,3.52,-
0,0,有業人員,1.64,-,-,1.42,-,1.66,-,1.55,-,1.53,-,1.7,-,1.8,-,1.85,-
0,0,世帯主平均年齢,48.8,-,-,53.3,-,50.3,-,47.1,-,46.5,-,48.8,-,48.7,-,47.1,-
0,0,消費支出,364527,-,5.6,219453,-,308590,-,325434,-,302118,-,482709,-,418464,-,492583,-
0,0,公共的料金,126366,34.7,2.7,68519,31.2,94883,30.7,83582,25.7,93072,30.8,236508,49,141535,33.8,164938,33.5
1,0,公共料金等,60635,16.6,-2.9,51732,23.6,60057,19.5,56152,17.3,55350,18.3,62729,13,74902,17.9,63518,12.9
1,1,米,1772,0.5,-3.2,1320,0.6,1995,0.6,2010,0.6,1147,0.4,1853,0.4,1873,0.4,2199,0.4
1,1,食塩,28,0,7.7,48,0,10,0,41,0,10,0,29,0,1,0,55,0
1,1,学校給食,1602,0.4,-6.4,1915,0.9,683,0.2,1286,0.4,1427,0.5,2178,0.5,1800,0.4,1913,0.4
1,1,公営家賃,1071,0.3,-63.8,1771,0.8,691,0.2,-,-,-,-,1727,0.4,3312,0.8,-,-
1,1,電気代,11026,3,-8.8,10011,4.6,10253,3.3,9438,2.9,10496,3.5,10951,2.3,13897,3.3,12132,2.5
1,1,都市ガス,7600,2.1,-7.5,6296,2.9,8033,2.6,6193,1.9,8379,2.8,7851,1.6,9619,2.3,6848,1.4
1,1,上下水道料,6386,1.8,24.4,6490,3,7047,2.3,5062,1.6,6546,2.2,6563,1.4,7440,1.8,5566,1.1
1,1,医科診療代,2402,0.7,-17.8,1142,0.5,3421,1.1,1617,0.5,2486,0.8,1504,0.3,3415,0.8,3243,0.7
1,1,歯科診療代,2856,0.8,46.8,935,0.4,1958,0.6,8152,2.5,1073,0.4,2014,0.4,4595,1.1,1282,0.3
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,928,0.3,...,-,-,2062,0.7,-,-,-,-,2234,0.5,2208,0.5,-,-
1,1,鉄道運賃,1875,0.5,-17.4,1333,0.6,1948,0.6,1039,0.3,2561,0.8,943,0.2,2612,0.6,2694,0.5
1,1,鉄道通学定期代,315,0.1,1,259,0.1,105,0,39,0,1483,0.5,-,-,327,0.1,-,-
1,1,鉄道通勤定期代,2231,0.6,56.2,574,0.3,1897,0.6,2996,0.9,1649,0.5,3228,0.7,1039,0.2,4202,0.9
1,1,バス代,352,0.1,2.6,100,0,228,0.1,110,0,358,0.1,408,0.1,836,0.2,426,0.1
1,1,バス通学定期代,56,0,36.6,200,0.1,-,-,111,0,-,-,77,0,-,-,-,-
1,1,バス通勤定期代,53,0,...,93,0,251,0.1,-,-,-,-,27,0,-,-,-,-
1,1,タクシー代,750,0.2,53.7,854,0.4,692,0.2,304,0.1,789,0.3,326,0.1,690,0.2,1593,0.3
1,1,航空運賃,893,0.2,45,4445,2,-,-,-,-,-,-,-,-,-,-,1794,0.4
1,1,郵便料,185,0.1,9.5,208,0.1,251,0.1,73,0,180,0.1,270,0.1,140,0,171,0
1,1,固定電話通信料,1882,0.5,-0.9,2103,1,1896,0.6,1323,0.4,2220,0.7,2321,0.5,1772,0.4,1538,0.3
1,1,移動電話通信料,11755,3.2,-9.9,8542,3.9,10973,3.6,12198,3.7,10287,3.4,12223,2.5,13927,3.3,14112,2.9
1,1,ＮＨＫ放送受信料,1517,0.4,24.7,1335,0.6,2515,0.8,1290,0.4,1751,0.6,1177,0.2,1629,0.4,939,0.2
1,1,ケーブルテレビ放送受信料,1188,0.3,-3.6,721,0.3,1147,0.4,1039,0.3,1145,0.4,1590,0.3,1510,0.4,1159,0.2
1,1,他の放送受信料,189,0.1,26.8,238,0.1,189,0.1,270,0.1,107,0,235,0,181,0,102,0
1,1,国公立小学校,267,0.1,18.1,80,0,-,-,309,0.1,207,0.1,221,0,374,0.1,673,0.1
1,1,国公立中学校,194,0.1,47,392,0.2,135,0,412,0.1,104,0,-,-,174,0,139,0
1,1,国公立高校,70,0,-30.7,147,0.1,-,-,-,-,29,0,159,0,157,0,-,-
1,1,国公立大学,330,0.1,931.3,-,-,-,-,-,-,-,-,1855,0.4,-,-,438,0.1
1,1,たばこ,863,0.2,-2.6,179,0.1,1678,0.5,841,0.3,914,0.3,766,0.2,1375,0.3,298,0.1
2,0,準公共料金等,65731,18,8.5,16787,7.6,34827,11.3,27430,8.4,37721,12.5,173779,36,66633,15.9,101421,20.6
2,1,牛乳,1263,0.3,-3.4,1221,0.6,950,0.3,1284,0.4,1291,0.4,1053,0.2,1636,0.4,1407,0.3
2,1,灯油,324,0.1,-11.2,524,0.2,272,0.1,281,0.1,183,0.1,136,0,704,0.2,168,0
2,1,プロパンガス,447,0.1,34.2,726,0.3,368,0.1,880,0.3,121,0,420,0.1,-,-,613,0.1
2,1,理髪料,352,0.1,19.3,21,0,403,0.1,290,0.1,667,0.2,241,0,389,0.1,455,0.1
2,1,パーマネント代,247,0.1,-14.5,-,-,847,0.3,180,0.1,401,0.1,86,0,84,0,139,0
2,1,洗濯代,592,0.2,-3.9,188,0.1,342,0.1,599,0.2,1090,0.4,565,0.1,383,0.1,971,0.2
2,1,新聞,2321,0.6,-4.3,2362,1.1,2584,0.8,1426,0.4,1909,0.6,2839,0.6,2488,0.6,2636,0.5
2,1,私立小学校,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,私立中学校,7751,2.1,211.3,-,-,-,-,-,-,1249,0.4,-,-,-,-,52649,10.7
2,1,私立高校,4999,1.4,179.6,1492,0.7,1206,0.4,262,0.1,156,0.1,1511,0.3,11150,2.7,19125,3.9
2,1,私立大学,25876,7.1,-12,-,-,-,-,-,-,6000,2,140175,29,33914,8.1,-,-
2,1,幼児教育費用,3435,0.9,-22.9,1277,0.6,3840,1.2,2265,0.7,5256,1.7,5925,1.2,2850,0.7,2619,0.5
2,1,民営家賃,17708,4.9,7.8,8976,4.1,23321,7.6,19445,6,18633,6.2,20829,4.3,13033,3.1,19700,4
2,1,地代,416,0.1,89.1,-,-,694,0.2,519,0.2,764,0.3,-,-,-,-,938,0.2
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年2月,,,,,,,,,,,,,,,,,,,
第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―勤労者世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
