項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,918,-,781,-,1567,-,1213,-,1621,-,1208,-,1290,-,1401,-
0,0,0,0,0,調査世帯数,344,-,32,-,27,-,58,-,43,-,56,-,39,-,45,-,44,-
0,0,0,0,0,世帯人員,3.3,-,3.04,-,3.95,-,3.63,-,3.5,-,3.41,-,3.66,-,2.89,-,2.47,-
0,0,0,0,0,有業人員,1.71,-,1.47,-,1.35,-,1.5,-,1.76,-,1.75,-,2.03,-,2.09,-,1.63,-
0,0,0,0,0,世帯主平均年齢,51,-,31,-,37.1,-,42.1,-,47.2,-,52.3,-,57,-,61.5,-,69,-
1,0,0,0,0,受取,1069335,-,915086,-,936394,-,1033161,-,1421352,-,1110187,-,1068390,-,1003236,-,994816,-
1,1,0,0,0,実収入,535457,100,481174,100,473220,100,517676,100,757158,100,527568,100,524665,100,431240,100,548153,100
1,2,0,0,0,経常収入,533512,99.6,477432,99.2,472404,99.8,514942,99.5,756232,99.9,527016,99.9,523609,99.8,430271,99.8,543486,99.1
1,3,0,0,0,勤め先収入,475837,88.9,422804,87.9,415174,87.7,489319,94.5,729982,96.4,508398,96.4,518915,98.9,376108,87.2,326408,59.5
1,4,0,0,0,世帯主収入,410330,76.6,353361,73.4,389672,82.3,447932,86.5,564482,74.6,430766,81.7,463718,88.4,324114,75.2,293423,53.5
1,6,0,0,0,うち男,392461,73.3,353361,73.4,375144,79.3,429601,83,545287,72,410617,77.8,452534,86.3,312438,72.5,254814,46.5
1,5,0,0,0,定期収入,402856,75.2,344744,71.6,368750,77.9,444342,85.8,552106,72.9,428662,81.3,461723,88,317134,73.5,282702,51.6
1,5,0,0,0,臨時収入,6239,1.2,8617,1.8,20922,4.4,3590,0.7,12376,1.6,2104,0.4,1995,0.4,6979,1.6,1908,0.3
1,5,0,0,0,賞与,1235,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8813,1.6
