項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,500,-,453,-,890,-,768,-,934,-,830,-,1101,-,4525,-,2279,-
0,0,0,0,0,調査世帯数,722,-,36,-,33,-,67,-,56,-,67,-,55,-,79,-,329,-,170,-
0,0,0,0,0,世帯人員,2.93,-,3.02,-,4.02,-,3.7,-,3.59,-,3.54,-,3.48,-,2.77,-,2.35,-,2.25,-
0,0,0,0,0,有業人員,1.28,-,1.54,-,1.35,-,1.51,-,1.64,-,1.77,-,2.04,-,1.68,-,0.79,-,0.58,-
0,0,0,0,0,世帯主平均年齢,61,-,31,-,37.1,-,42.1,-,47.1,-,52.3,-,57,-,61.8,-,75,-,80.7,-
2,2,0,0,0,生計支出,320871,-,288553,-,298137,-,344279,-,398954,-,440172,-,373314,-,392709,-,257144,-,223784,-
2,3,0,0,0,消費支出,320871,100,288553,100,298137,100,344279,100,398954,100,440172,100,373314,100,392709,100,257144,100,223784,100
2,4,1,0,0,食料,82143,25.6,74268,25.7,78059,26.2,86083,25,90555,22.7,85639,19.5,93821,25.1,95471,24.3,75115,29.2,67395,30.1
2,5,1,1,0,穀類,6236,1.9,4721,1.6,5763,1.9,5595,1.6,7068,1.8,7726,1.8,7760,2.1,6445,1.6,5797,2.3,5195,2.3
2,6,1,1,1,米類,1945,0.6,918,0.3,1851,0.6,1651,0.5,1915,0.5,2021,0.5,3047,0.8,1623,0.4,1991,0.8,1731,0.8
2,6,1,1,2,パン,2655,0.8,2090,0.7,2589,0.9,2257,0.7,3061,0.8,3700,0.8,3050,0.8,2906,0.7,2384,0.9,2212,1
2,6,1,1,3,麺類,1266,0.4,1359,0.5,1023,0.3,1292,0.4,1574,0.4,1371,0.3,1335,0.4,1464,0.4,1140,0.4,1023,0.5
2,6,1,1,4,他の穀類,370,0.1,354,0.1,300,0.1,394,0.1,519,0.1,635,0.1,328,0.1,451,0.1,282,0.1,229,0.1
2,5,1,2,0,魚介類,6053,1.9,2667,0.9,3392,1.1,4417,1.3,4797,1.2,4890,1.1,5894,1.6,7490,1.9,7148,2.8,7052,3.2
2,6,1,2,1,生鮮魚介,3579,1.1,1601,0.6,2116,0.7,2576,0.7,3042,0.8,3036,0.7,3222,0.9,4324,1.1,4229,1.6,4106,1.8
2,6,1,2,2,塩干魚介,1075,0.3,504,0.2,512,0.2,937,0.3,700,0.2,828,0.2,1163,0.3,1361,0.3,1251,0.5,1340,0.6
2,6,1,2,3,魚肉練製品,568,0.2,165,0.1,393,0.1,378,0.1,479,0.1,443,0.1,595,0.2,765,0.2,656,0.3,653,0.3
2,6,1,2,4,他の魚介加工品,831,0.3,397,0.1,370,0.1,526,0.2,577,0.1,583,0.1,914,0.2,1040,0.3,1013,0.4,953,0.4
2,5,1,3,0,肉類,7909,2.5,5765,2,6681,2.2,8553,2.5,10363,2.6,10019,2.3,8856,2.4,8939,2.3,6866,2.7,5820,2.6
2,6,1,3,1,生鮮肉,6398,2,4665,1.6,5325,1.8,6920,2,8771,2.2,8234,1.9,6978,1.9,7324,1.9,5482,2.1,4587,2
2,6,1,3,2,加工肉,1510,0.5,1100,0.4,1356,0.5,1633,0.5,1592,0.4,1784,0.4,1878,0.5,1615,0.4,1384,0.5,1233,0.6
2,5,1,4,0,乳卵類,4262,1.3,3693,1.3,4458,1.5,4163,1.2,4383,1.1,4355,1,4399,1.2,4838,1.2,4119,1.6,3894,1.7
2,6,1,4,1,牛乳,1492,0.5,1336,0.5,1504,0.5,1452,0.4,1421,0.4,1202,0.3,1545,0.4,1758,0.4,1514,0.6,1593,0.7
2,6,1,4,2,乳製品,1942,0.6,1753,0.6,2164,0.7,1958,0.6,2055,0.5,2179,0.5,1993,0.5,2173,0.6,1804,0.7,1548,0.7
2,6,1,4,3,卵,827,0.3,604,0.2,790,0.3,753,0.2,907,0.2,974,0.2,860,0.2,907,0.2,801,0.3,752,0.3
2,5,1,5,0,野菜・海藻,10146,3.2,6247,2.2,6782,2.3,8487,2.5,9238,2.3,9083,2.1,11176,3,12118,3.1,10945,4.3,10806,4.8
2,6,1,5,1,生鮮野菜,7095,2.2,4537,1.6,4699,1.6,6295,1.8,6592,1.7,6529,1.5,7914,2.1,8334,2.1,7526,2.9,7485,3.3
2,6,1,5,2,乾物・海藻,733,0.2,437,0.2,584,0.2,626,0.2,575,0.1,753,0.2,987,0.3,865,0.2,745,0.3,627,0.3
2,6,1,5,3,大豆加工品,1127,0.4,855,0.3,813,0.3,801,0.2,1150,0.3,882,0.2,1135,0.3,1443,0.4,1222,0.5,1149,0.5
2,6,1,5,4,他の野菜・海藻加工品,1191,0.4,419,0.1,685,0.2,766,0.2,921,0.2,919,0.2,1140,0.3,1476,0.4,1452,0.6,1545,0.7
2,5,1,6,0,果物,3460,1.1,1994,0.7,1913,0.6,2579,0.7,2503,0.6,2738,0.6,2772,0.7,4222,1.1,4202,1.6,4191,1.9
2,6,1,6,1,生鮮果物,3151,1,1896,0.7,1623,0.5,2460,0.7,2204,0.6,2563,0.6,2509,0.7,3715,0.9,3841,1.5,3897,1.7
2,6,1,6,2,果物加工品,309,0.1,97,0,291,0.1,120,0,299,0.1,175,0,264,0.1,507,0.1,361,0.1,293,0.1
2,5,1,7,0,油脂・調味料,3713,1.2,2752,1,3406,1.1,3558,1,4244,1.1,3899,0.9,4745,1.3,4035,1,3484,1.4,3159,1.4
2,6,1,7,1,油脂,406,0.1,210,0.1,323,0.1,366,0.1,316,0.1,334,0.1,566,0.2,520,0.1,416,0.2,371,0.2
2,6,1,7,2,調味料,3307,1,2542,0.9,3083,1,3192,0.9,3927,1,3565,0.8,4178,1.1,3515,0.9,3068,1.2,2788,1.2
2,5,1,8,0,菓子類,5582,1.7,5434,1.9,6760,2.3,7356,2.1,6652,1.7,5720,1.3,5872,1.6,5161,1.3,4970,1.9,4425,2
2,5,1,9,0,調理食品,11522,3.6,9324,3.2,10391,3.5,8616,2.5,10521,2.6,11929,2.7,12749,3.4,13245,3.4,11891,4.6,11131,5
2,6,1,9,1,主食的調理食品,4846,1.5,4637,1.6,5160,1.7,3715,1.1,4620,1.2,4980,1.1,5302,1.4,5838,1.5,4746,1.8,4466,2
2,6,1,9,2,他の調理食品,6676,2.1,4686,1.6,5231,1.8,4901,1.4,5901,1.5,6948,1.6,7447,2,7407,1.9,7145,2.8,6666,3
2,5,1,10,0,飲料,4455,1.4,5077,1.8,4988,1.7,4068,1.2,5630,1.4,4524,1,5340,1.4,5907,1.5,3679,1.4,3179,1.4
2,6,1,10,1,茶類,1121,0.3,1160,0.4,1113,0.4,709,0.2,1120,0.3,1175,0.3,1305,0.3,1419,0.4,1082,0.4,1169,0.5
2,6,1,10,2,コーヒー・ココア,1045,0.3,772,0.3,1314,0.4,1063,0.3,1262,0.3,1117,0.3,1155,0.3,1575,0.4,843,0.3,692,0.3
2,6,1,10,3,他の飲料,2289,0.7,3145,1.1,2561,0.9,2296,0.7,3249,0.8,2232,0.5,2880,0.8,2913,0.7,1754,0.7,1318,0.6
2,5,1,11,0,酒類,3519,1.1,1938,0.7,2451,0.8,1879,0.5,4224,1.1,4132,0.9,3014,0.8,6493,1.7,3245,1.3,2318,1
2,5,1,12,0,外食,15288,4.8,24657,8.5,21074,7.1,26811,7.8,20932,5.2,16625,3.8,21244,5.7,16578,4.2,8768,3.4,6226,2.8
2,6,1,12,1,一般外食,14424,4.5,23897,8.3,17412,5.8,23627,6.9,17761,4.5,16014,3.6,20657,5.5,16404,4.2,8750,3.4,6189,2.8
2,6,1,12,2,学校給食,864,0.3,760,0.3,3662,1.2,3184,0.9,3171,0.8,610,0.1,588,0.2,174,0,18,0,36,0
2,4,2,0,0,住居,25510,8,44741,15.5,40237,13.5,23867,6.9,24852,6.2,27633,6.3,56078,15,25626,6.5,16274,6.3,16814,7.5
2,5,2,1,0,家賃地代,14685,4.6,43632,15.1,40055,13.4,21703,6.3,23510,5.9,17269,3.9,23232,6.2,5178,1.3,6282,2.4,5506,2.5
2,5,2,2,0,設備修繕・維持,10824,3.4,1108,0.4,182,0.1,2163,0.6,1342,0.3,10365,2.4,32847,8.8,20448,5.2,9992,3.9,11308,5.1
2,6,2,2,1,設備材料,2994,0.9,78,0,182,0.1,697,0.2,351,0.1,3853,0.9,2949,0.8,928,0.2,4832,1.9,4681,2.1
2,6,2,2,2,工事その他のサービス,7830,2.4,1030,0.4,-,-,1466,0.4,991,0.2,6511,1.5,29897,8,19519,5,5160,2,6627,3
2,4,3,0,0,光熱・水道,17797,5.5,12794,4.4,16278,5.5,17032,4.9,18299,4.6,18554,4.2,19804,5.3,20779,5.3,17317,6.7,16620,7.4
2,5,3,1,0,電気代,8751,2.7,5977,2.1,7638,2.6,7563,2.2,9294,2.3,9166,2.1,9565,2.6,9872,2.5,8802,3.4,8470,3.8
2,5,3,2,0,ガス代,3795,1.2,3600,1.2,3895,1.3,3615,1.1,4107,1,4032,0.9,3864,1,4555,1.2,3543,1.4,3286,1.5
2,5,3,3,0,他の光熱,110,0,-,-,13,0,47,0,34,0,98,0,25,0,73,0,183,0.1,206,0.1
