区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,723,-,-,98,-,106,-,103,-,104,-,103,-,112,-,97,-
0,0,世帯人員,2.93,-,-,2.46,-,2.79,-,2.69,-,2.93,-,3.03,-,3.32,-,3.31,-
0,0,有業人員,1.26,-,-,0.86,-,1.2,-,1.14,-,1.16,-,1.38,-,1.56,-,1.56,-
0,0,世帯主平均年齢,60.7,-,-,69.3,-,63.3,-,63.2,-,59.6,-,57.1,-,55.4,-,57.1,-
0,0,消費支出,298751,100,5.4,94054,100,148306,100,188603,100,231366,100,285960,100,354850,100,783917,100
1,0,商品,151218,50.6,10.4,72139,76.7,100057,67.5,105761,56.1,130303,56.3,151571,53,178464,50.3,318684,40.7
1,1,耐久財,19228,6.4,65.2,626,0.7,1262,0.9,2085,1.1,3150,1.4,9664,3.4,13278,3.7,103815,13.2
1,2,半耐久財,22326,7.5,9,4434,4.7,9219,6.2,10172,5.4,17918,7.7,22236,7.8,34472,9.7,57526,7.3
1,3,非耐久財,109663,36.7,4.6,67079,71.3,89577,60.4,93504,49.6,109235,47.2,119671,41.8,130714,36.8,157344,20.1
1,0,サービス,147534,49.4,0.7,21914,23.3,48249,32.5,82841,43.9,101063,43.7,134389,47,176385,49.7,465232,59.3
2,0,食料,88848,29.7,3.9,52306,55.6,67923,45.8,75324,39.9,85579,37,97319,34,111953,31.5,131133,16.7
2,3,非耐久財,70075,23.5,3.7,47152,50.1,59145,39.9,60855,32.3,70975,30.7,74987,26.2,80743,22.8,96374,12.3
2,4,サービス,18773,6.3,4.7,5154,5.5,8778,5.9,14468,7.7,14604,6.3,22332,7.8,31210,8.8,34759,4.4
2,0,住居,31214,10.4,49,756,0.8,4996,3.4,14244,7.6,19330,8.4,25646,9,25762,7.3,126923,16.2
2,1,耐久財,4163,1.4,121.3,-,-,19,0,731,0.4,363,0.2,262,0.1,-,-,27566,3.5
2,2,半耐久財,221,0.1,40.8,324,0.3,72,0,112,0.1,140,0.1,130,0,397,0.1,375,0
2,4,サービス,26830,9,41.9,433,0.5,4904,3.3,13401,7.1,18827,8.1,25255,8.8,25365,7.1,98982,12.6
2,0,光熱・水道（非耐久財）,18451,6.2,8.6,10863,11.5,15482,10.4,17363,9.2,17910,7.7,20263,7.1,22738,6.4,24479,3.1
2,0,家具・家事用品,12141,4.1,2.6,2805,3,4825,3.3,4169,2.2,7172,3.1,12607,4.4,15102,4.3,38068,4.9
2,1,耐久財,5591,1.9,5.7,166,0.2,434,0.3,403,0.2,556,0.2,5086,1.8,6240,1.8,26077,3.3
2,2,半耐久財,3077,1,9.5,930,1,1812,1.2,1588,0.8,3188,1.4,3541,1.2,4404,1.2,6044,0.8
2,3,非耐久財,2782,0.9,-5.7,1468,1.6,2242,1.5,1948,1,2920,1.3,3451,1.2,3486,1,3937,0.5
