項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,730,-,-,100,-,110,-,109,-,103,-,105,-,101,-,102,-
0,世帯人員,2.97,-,-,2.6,-,2.72,-,2.81,-,3.03,-,3.25,-,3.06,-,3.3,-
0,有業人員,1.29,-,-,1.1,-,1.08,-,1.17,-,1.31,-,1.5,-,1.36,-,1.48,-
0,世帯主平均年齢,59.6,-,-,62.6,-,63.6,-,61.3,-,58.7,-,56.2,-,58.5,-,56,-
0,消費支出,308816,100,1.1,91266,100,157042,100,202449,100,244458,100,292760,100,372175,100,800223,100
2,基礎的支出,172208,55.8,2.4,75131,82.3,108689,69.2,139454,68.9,151454,62,183557,62.7,199932,53.7,346658,43.3
3,選択的支出,136607,44.2,-0.5,16135,17.7,48354,30.8,62995,31.1,93004,38,109203,37.3,172243,46.3,453564,56.7
1,食料,82139,26.6,-3.7,46593,51.1,63970,40.7,70095,34.6,79058,32.3,87951,30,108073,29,119006,14.9
2,基礎的支出,62773,20.3,-3.8,41178,45.1,52917,33.7,57911,28.6,60379,24.7,67584,23.1,76509,20.6,82794,10.3
3,選択的支出,19367,6.3,-3.4,5415,5.9,11053,7,12183,6,18680,7.6,20367,7,31564,8.5,36212,4.5
1,住居,23812,7.7,1.3,722,0.8,1958,1.2,10835,5.4,14316,5.9,30118,10.3,33468,9,75128,9.4
2,基礎的支出,21498,7,-0.3,722,0.8,1472,0.9,10602,5.2,12761,5.2,28302,9.7,28515,7.7,67989,8.5
3,選択的支出,2314,0.7,18.8,-,-,486,0.3,234,0.1,1554,0.6,1817,0.6,4953,1.3,7139,0.9
1,光熱・水道,26620,8.6,-3.5,15196,16.7,23604,15,25356,12.5,26590,10.9,32692,11.2,29108,7.8,33715,4.2
2,基礎的支出,26620,8.6,-3.5,15196,16.7,23604,15,25356,12.5,26590,10.9,32692,11.2,29108,7.8,33715,4.2
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,9881,3.2,24.5,2824,3.1,5606,3.6,5424,2.7,8823,3.6,7208,2.5,10825,2.9,28413,3.6
2,基礎的支出,6225,2,12.8,2541,2.8,4455,2.8,4257,2.1,6748,2.8,4959,1.7,6788,1.8,13801,1.7
3,選択的支出,3657,1.2,51.1,283,0.3,1151,0.7,1167,0.6,2075,0.8,2249,0.8,4037,1.1,14613,1.8
1,被服及び履物,11832,3.8,5.4,2266,2.5,3860,2.5,7133,3.5,9052,3.7,13844,4.7,17602,4.7,29010,3.6
2,基礎的支出,598,0.2,7.6,367,0.4,397,0.3,607,0.3,616,0.3,491,0.2,1167,0.3,541,0.1
3,選択的支出,11234,3.6,5.2,1899,2.1,3463,2.2,6526,3.2,8436,3.5,13353,4.6,16435,4.4,28469,3.6
1,保健医療,16551,5.4,16.2,5451,6,6416,4.1,10536,5.2,12240,5,15426,5.3,18446,5,47279,5.9
2,基礎的支出,14793,4.8,15,5323,5.8,6108,3.9,9753,4.8,11270,4.6,12898,4.4,15088,4.1,43059,5.4
3,選択的支出,1758,0.6,27.6,129,0.1,308,0.2,783,0.4,971,0.4,2527,0.9,3358,0.9,4220,0.5
1,交通・通信,33693,10.9,17.7,5812,6.4,14659,9.3,19366,9.6,21602,8.8,27212,9.3,41370,11.1,105661,13.2
2,基礎的支出,9333,3,11.2,3018,3.3,5486,3.5,8979,4.4,7995,3.3,8254,2.8,12701,3.4,18866,2.4
3,選択的支出,24360,7.9,20.3,2794,3.1,9173,5.8,10386,5.1,13607,5.6,18958,6.5,28669,7.7,86795,10.8
1,教育,26620,8.6,-4.9,72,0.1,1525,1,3334,1.6,5634,2.3,7555,2.6,13128,3.5,154931,19.4
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,26620,8.6,-4.9,72,0.1,1525,1,3334,1.6,5634,2.3,7555,2.6,13128,3.5,154931,19.4
1,教養娯楽,30108,9.7,-12.5,5472,6,15818,10.1,20480,10.1,26776,11,29957,10.2,47566,12.8,64534,8.1
2,基礎的支出,7133,2.3,6.1,2919,3.2,5963,3.8,6194,3.1,6784,2.8,7977,2.7,8720,2.3,11343,1.4
3,選択的支出,22975,7.4,-17,2553,2.8,9855,6.3,14287,7.1,19992,8.2,21980,7.5,38846,10.4,53191,6.6
1,その他の消費支出,47559,15.4,6.7,6858,7.5,19626,12.5,29889,14.8,40366,16.5,40797,13.9,52587,14.1,142546,17.8
2,基礎的支出,23237,7.5,18,3867,4.2,8287,5.3,15795,7.8,18312,7.5,20400,7,21335,5.7,74551,9.3
3,選択的支出,24322,7.9,-2.2,2990,3.3,11339,7.2,14094,7,22054,9,20397,7,31253,8.4,67995,8.5
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年2月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
