年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成22年平均,2010,,73.2,215.7,100,89.3,80.1,77.2,71.6,43.6
nen,平成23年平均,2011,,73.8,230,99.6,82.9,82.1,75.6,68.7,46.8
nen,平成24年平均,2012,,75.2,201.6,100.2,87.6,83,78.1,75.1,46.7
nen,平成25年平均,2013,,78.2,306.9,114.2,88.7,81,76.2,75.8,48
nen,平成26年平均,2014,,75.8,271.9,107.1,83.7,82.2,78.9,75,44.5
nen,平成27年平均,2015,,77,332.2,116.1,85.4,81.4,77.6,74.4,47.8
nen,平成28年平均,2016,,73.7,364,110.1,84.4,77.5,77.6,69.1,44.3
tuki,平成28年3月,2016,3,91.2,527.5,133.6,90.4,83.9,79.9,88.4,65.6
tuki,平成28年4月,2016,4,90.1,341.5,90.2,86.3,98.7,90.2,76,69.6
tuki,平成28年5月,2016,5,91,861.3,121.1,91.4,82.7,85.3,85.5,66.5
tuki,平成28年6月,2016,6,48.3,332.5,92.5,65.4,72.6,57.5,40.2,25.4
tuki,平成28年7月,2016,7,64.8,398.2,89.5,89.2,71.9,69.2,65.4,35.3
tuki,平成28年8月,2016,8,78.6,277.5,85,78.9,76.5,78.9,72.2,58.9
tuki,平成28年9月,2016,9,83.4,460.9,102.2,87.6,80.6,73.3,78.6,59.5
tuki,平成28年10月,2016,10,76.7,170.5,98.5,79.2,63.8,68.7,68.8,66.6
tuki,平成28年11月,2016,11,84.8,681,116.3,89.3,84.4,70.2,66.4,60.1
tuki,平成28年12月,2016,12,46.9,369.7,118.2,68.8,57,43.7,30.7,25.2
tuki,平成29年1月,2017,1,88.5,323.9,130.8,99.4,94.4,69.2,80.2,61.3
tuki,平成29年2月,2017,2,83.3,142.6,102.6,90.1,70.6,93.9,73.4,67.2
tuki,平成29年3月,2017,3,90,219.2,121.2,93.1,111.9,87,82.4,57.2
,,,,,,,,,,,
東京都生計分析調査　平成29年3月,,,,,,,,,,,
主要指標５　―勤労者世帯，勤め先収入７分位階層別―,,,,,,,,,,,
平均消費性向〔＝（消費支出÷可処分所得）×１００〕,,,,,,,,,,,
