項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,723,-,-,98,-,106,-,103,-,104,-,103,-,112,-,97,-
0,世帯人員,2.93,-,-,2.46,-,2.79,-,2.69,-,2.93,-,3.03,-,3.32,-,3.31,-
0,有業人員,1.26,-,-,0.86,-,1.2,-,1.14,-,1.16,-,1.38,-,1.56,-,1.56,-
0,世帯主平均年齢,60.7,-,-,69.3,-,63.3,-,63.2,-,59.6,-,57.1,-,55.4,-,57.1,-
0,消費支出,320489,100,5,97498,100,154784,100,199960,100,247275,100,306933,100,390031,100,842458,100
2,基礎的支出,173890,54.3,4.2,75183,77.1,108446,70.1,132382,66.2,156604,63.3,176898,57.6,196143,50.3,369784,43.9
3,選択的支出,146599,45.7,6.1,22315,22.9,46338,29.9,67578,33.8,90671,36.7,130035,42.4,193888,49.7,472675,56.1
1,食料,88848,27.7,3.9,52306,53.6,67923,43.9,75324,37.7,85579,34.6,97319,31.7,111953,28.7,131133,15.6
2,基礎的支出,68395,21.3,3.2,46378,47.6,58553,37.8,59831,29.9,68315,27.6,72736,23.7,79064,20.3,93614,11.1
3,選択的支出,20452,6.4,6.1,5929,6.1,9370,6.1,15493,7.7,17264,7,24583,8,32889,8.4,37519,4.5
1,住居,31214,9.7,49,756,0.8,4996,3.2,14244,7.1,19330,7.8,25646,8.4,25762,6.6,126923,15.1
2,基礎的支出,30069,9.4,50.4,683,0.7,4906,3.2,13871,6.9,18422,7.5,23731,7.7,24462,6.3,123593,14.7
3,選択的支出,1144,0.4,20.2,73,0.1,90,0.1,374,0.2,907,0.4,1914,0.6,1299,0.3,3330,0.4
1,光熱・水道,18451,5.8,8.6,10863,11.1,15482,10,17363,8.7,17910,7.2,20263,6.6,22738,5.8,24479,2.9
2,基礎的支出,18451,5.8,8.6,10863,11.1,15482,10,17363,8.7,17910,7.2,20263,6.6,22738,5.8,24479,2.9
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,12141,3.8,2.6,2805,2.9,4825,3.1,4169,2.1,7172,2.9,12607,4.1,15102,3.9,38068,4.5
2,基礎的支出,7218,2.3,0.2,2371,2.4,3921,2.5,3466,1.7,5798,2.3,7811,2.5,8417,2.2,18628,2.2
3,選択的支出,4923,1.5,6.4,434,0.4,904,0.6,703,0.4,1374,0.6,4796,1.6,6685,1.7,19440,2.3
1,被服及び履物,11793,3.7,-3.9,1741,1.8,5280,3.4,4750,2.4,8675,3.5,11860,3.9,18699,4.8,31375,3.7
2,基礎的支出,735,0.2,33.2,126,0.1,539,0.3,414,0.2,445,0.2,1646,0.5,642,0.2,1324,0.2
3,選択的支出,11058,3.5,-5.6,1615,1.7,4740,3.1,4337,2.2,8230,3.3,10213,3.3,18057,4.6,30051,3.6
1,保健医療,15972,5,-0.3,5456,5.6,8077,5.2,8174,4.1,13151,5.3,13299,4.3,15726,4,47626,5.7
2,基礎的支出,13933,4.3,-1.6,5291,5.4,7023,4.5,7061,3.5,11162,4.5,10556,3.4,13175,3.4,42999,5.1
3,選択的支出,2039,0.6,9.8,164,0.2,1054,0.7,1113,0.6,1990,0.8,2743,0.9,2551,0.7,4627,0.5
1,交通・通信,37519,11.7,23.1,6569,6.7,14709,9.5,21374,10.7,28849,11.7,34172,11.1,54303,13.9,102132,12.1
2,基礎的支出,8844,2.8,-8.5,2852,2.9,5253,3.4,6989,3.5,10704,4.3,9314,3,12824,3.3,13917,1.7
3,選択的支出,28675,8.9,37.8,3717,3.8,9457,6.1,14386,7.2,18145,7.3,24858,8.1,41479,10.6,88215,10.5
1,教育,23920,7.5,-5.1,421,0.4,1865,1.2,3167,1.6,4142,1.7,6927,2.3,9177,2.4,140746,16.7
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,23920,7.5,-5.1,421,0.4,1865,1.2,3167,1.6,4142,1.7,6927,2.3,9177,2.4,140746,16.7
1,教養娯楽,36866,11.5,4.2,7666,7.9,13949,9,22863,11.4,26705,10.8,37182,12.1,49584,12.7,99600,11.8
2,基礎的支出,6648,2.1,3.6,2735,2.8,4639,3,6569,3.3,5828,2.4,7648,2.5,7588,1.9,11489,1.4
3,選択的支出,30218,9.4,4.3,4931,5.1,9310,6,16294,8.1,20877,8.4,29535,9.6,41996,10.8,88112,10.5
1,その他の消費支出,43766,13.7,-13.3,8916,9.1,17677,11.4,28532,14.3,35763,14.5,47659,15.5,66988,17.2,100376,11.9
2,基礎的支出,19597,6.1,-23.7,3884,4,8129,5.3,16820,8.4,18020,7.3,23192,7.6,27233,7,39741,4.7
3,選択的支出,24169,7.5,-2.6,5032,5.2,9548,6.2,11712,5.9,17743,7.2,24467,8,39755,10.2,60635,7.2
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年9月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
