区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,712,-,-,98,-,99,-,105,-,101,-,101,-,107,-,101,-
0,0,世帯人員,2.9,-,-,2.73,-,2.68,-,2.8,-,2.76,-,2.78,-,3.2,-,3.37,-
0,0,有業人員,1.31,-,-,1.15,-,1.15,-,1.24,-,1.05,-,1.39,-,1.57,-,1.63,-
0,0,世帯主平均年齢,60.8,-,-,65.8,-,62.2,-,62.5,-,63.6,-,57.2,-,59.4,-,55.2,-
0,0,消費支出,330338,100,1.4,125431,100,196166,100,241936,100,285432,100,333663,100,413577,100,713036,100
1,0,商品,192047,58.1,5.6,96568,77,131322,66.9,153970,63.6,177689,62.3,196143,58.8,239655,57.9,347667,48.8
1,1,耐久財,15674,4.7,11.2,1655,1.3,3682,1.9,7640,3.2,5902,2.1,9253,2.8,15855,3.8,65382,9.2
1,2,半耐久財,32509,9.8,1.4,7786,6.2,11649,5.9,18321,7.6,24566,8.6,33191,9.9,45003,10.9,86601,12.1
1,3,非耐久財,143863,43.6,6.1,87128,69.5,115991,59.1,128009,52.9,147221,51.6,153700,46.1,178796,43.2,195684,27.4
1,0,サービス,138292,41.9,-4,28863,23,64844,33.1,87967,36.4,107743,37.7,137520,41.2,173922,42.1,365369,51.2
2,0,食料,116711,35.3,5.8,65143,51.9,90123,45.9,100750,41.6,118590,41.5,127813,38.3,142980,34.6,171055,24
2,3,非耐久財,95002,28.8,6,59482,47.4,77294,39.4,85438,35.3,99453,34.8,102693,30.8,114098,27.6,126253,17.7
2,4,サービス,21709,6.6,5.2,5661,4.5,12829,6.5,15312,6.3,19137,6.7,25120,7.5,28882,7,44803,6.3
2,0,住居,20116,6.1,-26.1,2306,1.8,9767,5,13033,5.4,15901,5.6,25718,7.7,20716,5,53080,7.4
2,1,耐久財,1288,0.4,38.3,17,0,-,-,-,-,95,0,-,-,2449,0.6,6420,0.9
2,2,半耐久財,249,0.1,-19.9,19,0,99,0.1,270,0.1,735,0.3,316,0.1,189,0,116,0
2,4,サービス,18579,5.6,-28.5,2270,1.8,9668,4.9,12764,5.3,15072,5.3,25401,7.6,18077,4.4,46545,6.5
2,0,光熱・水道（非耐久財）,22267,6.7,9.6,15951,12.7,22085,11.3,22019,9.1,21030,7.4,21766,6.5,24981,6,27986,3.9
2,0,家具・家事用品,13984,4.2,-8.7,5235,4.2,8335,4.2,11216,4.6,11350,4,14971,4.5,22926,5.5,23736,3.3
2,1,耐久財,4636,1.4,-15,891,0.7,2442,1.2,4082,1.7,3933,1.4,4758,1.4,9712,2.3,6600,0.9
2,2,半耐久財,4462,1.4,-18.2,1838,1.5,2540,1.3,4023,1.7,3460,1.2,5317,1.6,6312,1.5,7705,1.1
2,3,非耐久財,3386,1,1.2,1850,1.5,2810,1.4,2874,1.2,3015,1.1,3714,1.1,4536,1.1,4886,0.7
2,4,サービス,1499,0.5,41.4,657,0.5,543,0.3,237,0.1,943,0.3,1182,0.4,2365,0.6,4545,0.6
2,0,被服及び履物,17125,5.2,1.9,3856,3.1,5827,3,9444,3.9,12931,4.5,16040,4.8,24183,5.8,47357,6.6
2,2,半耐久財,16266,4.9,3.2,3733,3,5417,2.8,8850,3.7,12270,4.3,15334,4.6,23294,5.6,44741,6.3
2,4,サービス,859,0.3,-17.6,123,0.1,410,0.2,594,0.2,661,0.2,707,0.2,889,0.2,2616,0.4
2,0,保健医療,17642,5.3,17.1,4849,3.9,8724,4.4,14293,5.9,17032,6,16719,5,26976,6.5,34753,4.9
2,1,耐久財,672,0.2,-32.7,243,0.2,601,0.3,407,0.2,468,0.2,995,0.3,654,0.2,1327,0.2
2,2,半耐久財,183,0.1,-70.4,25,0,138,0.1,183,0.1,342,0.1,79,0,346,0.1,169,0
2,3,非耐久財,5888,1.8,7.6,2772,2.2,3686,1.9,5085,2.1,6586,2.3,6053,1.8,7904,1.9,9107,1.3
2,4,サービス,10898,3.3,36.5,1808,1.4,4299,2.2,8619,3.6,9636,3.4,9592,2.9,18072,4.4,24151,3.4
2,0,交通・通信,38334,11.6,11.7,9441,7.5,14880,7.6,23156,9.6,26158,9.2,37301,11.2,43476,10.5,113342,15.9
