項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,341,-,-,49,-,46,-,53,-,49,-,45,-,48,-,51,-
0,0,世帯人員,3.3,-,-,3.17,-,2.64,-,3.36,-,3.48,-,3.5,-,3.22,-,3.73,-
0,0,有業人員,1.69,-,-,1.63,-,1.47,-,1.72,-,1.56,-,1.73,-,1.77,-,1.96,-
0,0,世帯主平均年齢,49.8,-,-,56.5,-,53,-,48.6,-,45.6,-,46.8,-,47.1,-,51.4,-
0,0,消費支出,348138,-,0.7,263226,-,322884,-,328689,-,328406,-,320642,-,399680,-,472098,-
0,0,公共的料金,86511,24.8,-2,67420,25.6,64724,20,98910,30.1,79433,24.2,96365,30.1,80866,20.2,116601,24.7
1,0,公共料金等,59179,17,5,48942,18.6,51267,15.9,59609,18.1,51360,15.6,60823,19,58863,14.7,82886,17.6
1,1,米,1782,0.5,-13.3,1580,0.6,1593,0.5,1736,0.5,1492,0.5,1962,0.6,2272,0.6,1836,0.4
1,1,食塩,34,0,6.3,19,0,18,0,60,0,42,0,41,0,15,0,43,0
1,1,学校給食,510,0.1,-41.6,118,0,106,0,671,0.2,274,0.1,765,0.2,866,0.2,754,0.2
1,1,公営家賃,869,0.2,-58.9,-,-,4293,1.3,1834,0.6,-,-,-,-,-,-,-,-
1,1,電気代,9539,2.7,20.3,10040,3.8,8987,2.8,9028,2.7,9517,2.9,9163,2.9,8729,2.2,11294,2.4
1,1,都市ガス,3446,1,10.1,2988,1.1,3306,1,3386,1,3565,1.1,3675,1.1,3529,0.9,3667,0.8
1,1,上下水道料,5705,1.6,8.4,4857,1.8,4107,1.3,6574,2,5787,1.8,6271,2,4712,1.2,7540,1.6
1,1,医科診療代,2251,0.6,-1.7,2421,0.9,2064,0.6,3388,1,1550,0.5,1412,0.4,2316,0.6,2574,0.5
1,1,歯科診療代,2746,0.8,132.9,5763,2.2,612,0.2,1090,0.3,956,0.3,663,0.2,940,0.2,9136,1.9
1,1,出産入院料,77,0,...,-,-,-,-,-,-,-,-,537,0.2,-,-,-,-
1,1,他の入院料,334,0.1,16.4,-,-,-,-,-,-,-,-,-,-,2236,0.6,115,0
1,1,鉄道運賃,7614,2.2,26.5,4453,1.7,5005,1.6,10308,3.1,9013,2.7,7344,2.3,6378,1.6,10636,2.3
1,1,鉄道通学定期代,160,0,-58,-,-,596,0.2,-,-,-,-,533,0.2,-,-,-,-
1,1,鉄道通勤定期代,2608,0.7,16.1,-,-,41,0,1904,0.6,2258,0.7,2422,0.8,4046,1,7497,1.6
1,1,バス代,668,0.2,-5.8,311,0.1,612,0.2,554,0.2,903,0.3,444,0.1,953,0.2,898,0.2
1,1,バス通学定期代,48,0,-52.5,-,-,-,-,-,-,-,-,333,0.1,-,-,-,-
1,1,バス通勤定期代,148,0,28.7,28,0,725,0.2,263,0.1,-,-,-,-,28,0,-,-
1,1,タクシー代,853,0.2,-33.9,535,0.2,1292,0.4,1004,0.3,794,0.2,705,0.2,263,0.1,1374,0.3
1,1,航空運賃,704,0.2,-33.5,-,-,426,0.1,-,-,-,-,2663,0.8,401,0.1,1426,0.3
1,1,郵便料,134,0,-34,87,0,96,0,180,0.1,170,0.1,47,0,228,0.1,128,0
1,1,固定電話通信料,1363,0.4,-27.9,1460,0.6,1561,0.5,937,0.3,978,0.3,1345,0.4,1607,0.4,1663,0.4
1,1,移動電話通信料,12730,3.7,2.4,11657,4.4,11869,3.7,12668,3.9,8445,2.6,13858,4.3,13732,3.4,16797,3.6
1,1,ＮＨＫ放送受信料,1307,0.4,-26.4,558,0.2,1002,0.3,1597,0.5,2296,0.7,1250,0.4,1419,0.4,1016,0.2
1,1,ケーブルテレビ放送受信料,1228,0.4,23.5,1041,0.4,1208,0.4,965,0.3,880,0.3,1160,0.4,1340,0.3,2000,0.4
1,1,他の放送受信料,140,0,5.3,27,0,68,0,34,0,410,0.1,-,-,137,0,302,0.1
1,1,国公立小学校,117,0,-37.8,-,-,31,0,352,0.1,-,-,20,0,89,0,317,0.1
1,1,国公立中学校,578,0.2,18,-,-,213,0.1,583,0.2,203,0.1,312,0.1,2084,0.5,646,0.1
1,1,国公立高校,322,0.1,-39,419,0.2,-,-,-,-,-,-,1690,0.5,-,-,136,0
1,1,国公立大学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,たばこ,1165,0.3,73.9,578,0.2,1437,0.4,493,0.1,1824,0.6,2206,0.7,543,0.1,1089,0.2
2,0,準公共料金等,27332,7.9,-14.2,18478,7,13458,4.2,39301,12,28074,8.5,35542,11.1,22003,5.5,33716,7.1
2,1,牛乳,1229,0.4,-7.5,1121,0.4,1245,0.4,1106,0.3,1076,0.3,1045,0.3,1158,0.3,1847,0.4
2,1,灯油,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,プロパンガス,241,0.1,-13.9,304,0.1,245,0.1,570,0.2,221,0.1,87,0,200,0.1,54,0
2,1,理髪料,438,0.1,4,224,0.1,125,0,478,0.1,640,0.2,201,0.1,630,0.2,758,0.2
2,1,パーマネント代,171,0,0.6,390,0.1,-,-,147,0,-,-,-,-,308,0.1,346,0.1
2,1,洗濯代,533,0.2,-31.1,663,0.3,168,0.1,590,0.2,431,0.1,511,0.2,409,0.1,943,0.2
2,1,新聞,2087,0.6,3.4,1777,0.7,2227,0.7,1642,0.5,2094,0.6,1876,0.6,2260,0.6,2744,0.6
2,1,私立小学校,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,私立中学校,60,0,-92.1,-,-,-,-,-,-,-,-,-,-,420,0.1,-,-
2,1,私立高校,2245,0.6,-49.5,-,-,-,-,5689,1.7,-,-,2779,0.9,1636,0.4,5421,1.1
2,1,私立大学,3621,1,20.9,-,-,781,0.2,5444,1.7,10575,3.2,-,-,699,0.2,7723,1.6
2,1,幼児教育費用,2377,0.7,-18.9,1695,0.6,670,0.2,3302,1,3148,1,4318,1.3,1433,0.4,2008,0.4
2,1,民営家賃,14214,4.1,-5.2,11481,4.4,7997,2.5,20334,6.2,9889,3,24724,7.7,12850,3.2,11873,2.5
2,1,地代,117,0,-79.5,823,0.3,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年8月,,,,,,,,,,,,,,,,,,,
第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―勤労者世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
