項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,338,-,-,54,-,48,-,43,-,50,-,50,-,49,-,44,-
0,0,0,0,0,世帯人員,3.31,-,-,3.05,-,2.91,-,3.07,-,3.68,-,3.29,-,3.44,-,3.7,-
0,0,0,0,0,有業人員,1.73,-,-,1.56,-,1.66,-,1.7,-,1.84,-,1.55,-,1.8,-,1.97,-
0,0,0,0,0,世帯主平均年齢,50.7,-,-,55.1,-,55.3,-,50.8,-,47.3,-,48.4,-,48.5,-,49.3,-
1,0,0,0,0,受取,974579,-,-1.2,398802,-,615063,-,761753,-,938162,-,1059638,-,1298649,-,1733933,-
1,1,0,0,0,実収入,496811,100,0.2,56820,100,252224,100,359844,100,468284,100,570538,100,713881,100,1044312,100
1,2,0,0,0,経常収入,493472,99.3,0.4,56512,99.5,251094,99.6,358786,99.7,457357,97.7,567460,99.5,709659,99.4,1041601,99.7
1,3,0,0,0,勤め先収入,480353,96.7,-0.7,46469,81.8,235973,93.6,345050,95.9,438121,93.6,542328,95.1,702024,98.3,1040497,99.6
1,4,0,0,0,世帯主収入,412098,82.9,-3.1,43914,77.3,219807,87.1,330235,91.8,384644,82.1,468139,82.1,624369,87.5,804193,77
1,6,0,0,0,うち男,392087,78.9,-0.5,31703,55.8,159910,63.4,308539,85.7,377926,80.7,468139,82.1,618424,86.6,770377,73.8
1,5,0,0,0,定期収入,409657,82.5,-1.1,43914,77.3,219311,87,324031,90,383824,82,463596,81.3,623551,87.3,800106,76.6
1,5,0,0,0,臨時収入,2441,0.5,0.3,-,-,495,0.2,6203,1.7,820,0.2,4543,0.8,818,0.1,4086,0.4
1,5,0,0,0,賞与,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,62224,12.5,22.8,2127,3.7,13337,5.3,13833,3.8,41211,8.8,74188,13,72466,10.2,215886,20.7
1,6,0,0,0,うち女,61496,12.4,24.1,2127,3.7,13337,5.3,13833,3.8,40655,8.7,74188,13,67936,9.5,215886,20.7
1,4,0,0,0,他の世帯員収入,6031,1.2,-24.9,429,0.8,2829,1.1,983,0.3,12266,2.6,-,-,5189,0.7,20418,2
1,3,0,0,0,事業・内職収入,4817,1,-5.8,2954,5.2,10254,4.1,2327,0.6,1320,0.3,12009,2.1,3872,0.5,1052,0.1
1,4,0,0,0,家賃収入,3371,0.7,5.5,2066,3.6,6040,2.4,1717,0.5,-,-,12009,2.1,723,0.1,1052,0.1
1,4,0,0,0,他の事業収入,973,0.2,22.5,-,-,4214,1.7,611,0.2,-,-,-,-,2023,0.3,-,-
1,4,0,0,0,内職収入,474,0.1,-57.8,887,1.6,-,-,-,-,1320,0.3,-,-,1127,0.2,-,-
1,3,0,0,0,他の経常収入,8302,1.7,208.9,7089,12.5,4867,1.9,11408,3.2,17916,3.8,13123,2.3,3763,0.5,52,0
1,4,0,0,0,財産収入,568,0.1,130.9,203,0.4,953,0.4,2253,0.6,71,0,-,-,435,0.1,52,0
1,4,0,0,0,社会保障給付,7317,1.5,320.5,6887,12.1,1998,0.8,9155,2.5,16816,3.6,13123,2.3,3328,0.5,-,-
1,5,0,0,0,公的年金給付,517,0.1,-57.7,2440,4.3,1208,0.5,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,6800,1.4,...,4446,7.8,790,0.3,9155,2.5,16816,3.6,13123,2.3,3328,0.5,-,-
1,4,0,0,0,仕送り金,416,0.1,-40.7,-,-,1916,0.8,-,-,1029,0.2,-,-,-,-,-,-
1,2,0,0,0,特別収入,3339,0.7,-22.8,309,0.5,1130,0.4,1058,0.3,10927,2.3,3078,0.5,4222,0.6,2711,0.3
1,3,0,0,0,受贈金,2279,0.5,-13.6,139,0.2,790,0.3,545,0.2,10045,2.1,2306,0.4,1422,0.2,794,0.1
1,3,0,0,0,他の特別収入,1060,0.2,-37.2,170,0.3,341,0.1,513,0.1,882,0.2,772,0.1,2801,0.4,1917,0.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),394760,-,-3.7,293268,-,286030,-,301996,-,368545,-,425259,-,487346,-,596979,-
1,2,0,0,0,預貯金引出,321798,-,-4.1,249917,-,228705,-,252459,-,314581,-,364176,-,347211,-,492448,-
1,2,0,0,0,保険金,5971,-,...,-,-,16090,-,-,-,-,-,-,-,25828,-,-,-
1,3,0,0,0,個人・企業年金保険金,5971,-,...,-,-,16090,-,-,-,-,-,-,-,25828,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,612,-,-49.1,427,-,-,-,300,-,263,-,527,-,486,-,2252,-
1,2,0,0,0,一括払購入借入金,66264,-,-8.6,42771,-,41235,-,49032,-,53309,-,60495,-,113814,-,102278,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,116,-,-82.6,153,-,-,-,204,-,391,-,60,-,8,-,-,-
1,1,0,0,0,繰入金,83008,-,3.2,48714,-,76808,-,99914,-,101332,-,63840,-,97421,-,92641,-
2,0,0,0,0,支払,974579,-,-1.2,398802,-,615063,-,761753,-,938162,-,1059638,-,1298649,-,1733933,-
2,1,0,0,0,実支出,411448,-,-6.7,257017,-,278470,-,325943,-,377648,-,401861,-,525582,-,707908,-
2,2,0,0,0,生計支出,311693,-,-9.9,245240,-,249888,-,267616,-,302080,-,290825,-,364920,-,458718,-
2,3,0,0,0,消費支出,311693,100,-8.4,245240,100,249888,100,267616,100,302080,100,290825,100,364920,100,458718,100
2,4,1,0,0,食料,85231,27.3,0.6,74030,30.2,70118,28.1,83571,31.2,84289,27.9,75081,25.8,88555,24.3,120342,26.2
2,5,1,1,0,穀類,6704,2.2,10.7,6635,2.7,5987,2.4,5851,2.2,6590,2.2,6202,2.1,6521,1.8,9115,2
2,6,1,1,1,米類,1787,0.6,15.1,1994,0.8,1568,0.6,1335,0.5,1540,0.5,1776,0.6,1474,0.4,2810,0.6
2,6,1,1,2,パン,3077,1,9,2908,1.2,2603,1,2771,1,3272,1.1,2592,0.9,3241,0.9,4143,0.9
2,6,1,1,3,麺類,1372,0.4,15.2,1295,0.5,1295,0.5,1292,0.5,1295,0.4,1304,0.4,1470,0.4,1651,0.4
2,6,1,1,4,他の穀類,467,0.1,-4.3,439,0.2,521,0.2,453,0.2,482,0.2,529,0.2,336,0.1,512,0.1
2,5,1,2,0,魚介類,5136,1.6,-5.8,5978,2.4,5464,2.2,4937,1.8,4142,1.4,4821,1.7,4695,1.3,5910,1.3
2,6,1,2,1,生鮮魚介,2992,1,-8.2,3627,1.5,2859,1.1,2891,1.1,2184,0.7,3013,1,2918,0.8,3441,0.8
2,6,1,2,2,塩干魚介,946,0.3,-0.8,982,0.4,1041,0.4,855,0.3,913,0.3,975,0.3,704,0.2,1150,0.3
2,6,1,2,3,魚肉練製品,541,0.2,12.2,673,0.3,812,0.3,451,0.2,380,0.1,368,0.1,484,0.1,621,0.1
2,6,1,2,4,他の魚介加工品,658,0.2,-13.4,696,0.3,752,0.3,740,0.3,665,0.2,464,0.2,589,0.2,698,0.2
2,5,1,3,0,肉類,8088,2.6,1.4,7404,3,6867,2.7,7797,2.9,7157,2.4,7624,2.6,7673,2.1,12024,2.6
