区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,722,-,-,99,-,106,-,99,-,110,-,108,-,104,-,96,-
0,0,世帯人員,2.93,-,-,2.58,-,2.75,-,2.76,-,2.85,-,3.01,-,3.14,-,3.39,-
0,0,有業人員,1.28,-,-,0.97,-,1.21,-,1.09,-,1.2,-,1.43,-,1.51,-,1.51,-
0,0,世帯主平均年齢,61,-,-,65.8,-,62.5,-,62.8,-,62,-,61.4,-,55.8,-,56.4,-
0,0,消費支出,293771,100,-6.6,100248,100,150521,100,188691,100,235608,100,285021,100,367777,100,726750,100
1,0,商品,145809,49.6,-11.7,75292,75.1,98405,65.4,113445,60.1,135494,57.5,155236,54.5,181592,49.4,260547,35.9
1,1,耐久財,14232,4.8,-42.1,1203,1.2,1879,1.2,2925,1.6,5765,2.4,7259,2.5,17478,4.8,62999,8.7
1,2,半耐久財,23207,7.9,-29.1,6708,6.7,10988,7.3,12985,6.9,19650,8.3,26851,9.4,32958,9,52139,7.2
1,3,非耐久財,108370,36.9,0.5,67381,67.2,85539,56.8,97534,51.7,110079,46.7,121126,42.5,131156,35.7,145409,20
1,0,サービス,147961,50.4,-0.9,24956,24.9,52115,34.6,75247,39.9,100115,42.5,129784,45.5,186184,50.6,466204,64.1
2,0,食料,86857,29.6,-2.7,49128,49,64679,43,77943,41.3,84120,35.7,94921,33.3,109218,29.7,127631,17.6
2,3,非耐久財,69616,23.7,0,43946,43.8,56021,37.2,65916,34.9,69954,29.7,77389,27.2,81713,22.2,92146,12.7
2,4,サービス,17241,5.9,-12.3,5182,5.2,8658,5.8,12027,6.4,14166,6,17532,6.2,27505,7.5,35485,4.9
2,0,住居,25519,8.7,-15.5,1564,1.6,7076,4.7,15015,8,12275,5.2,21620,7.6,39382,10.7,81435,11.2
2,1,耐久財,2830,1,100.3,-,-,20,0,-,-,96,0,2600,0.9,2852,0.8,14204,2
2,2,半耐久財,165,0.1,-45.7,73,0.1,35,0,51,0,464,0.2,119,0,323,0.1,90,0
2,4,サービス,22525,7.7,-20.9,1492,1.5,7020,4.7,14964,7.9,11715,5,18900,6.6,36207,9.8,67141,9.2
2,0,光熱・水道（非耐久財）,17797,6.1,3.8,13450,13.4,14811,9.8,15342,8.1,18561,7.9,19327,6.8,20015,5.4,23037,3.2
2,0,家具・家事用品,9448,3.2,-16.3,4022,4,6117,4.1,5690,3,8082,3.4,8333,2.9,16813,4.6,17019,2.3
2,1,耐久財,2350,0.8,-40.9,449,0.4,320,0.2,550,0.3,2106,0.9,907,0.3,6642,1.8,5456,0.8
2,2,半耐久財,3477,1.2,-4.4,1773,1.8,2070,1.4,2618,1.4,2382,1,3313,1.2,5316,1.4,6844,0.9
2,3,非耐久財,2778,0.9,-1.6,1572,1.6,2418,1.6,2428,1.3,2909,1.2,3271,1.1,3357,0.9,3483,0.5
2,4,サービス,843,0.3,-0.5,228,0.2,1309,0.9,94,0,686,0.3,842,0.3,1498,0.4,1236,0.2
2,0,被服及び履物,14602,5,-17.5,3715,3.7,6397,4.2,7248,3.8,12913,5.5,16892,5.9,19621,5.3,35323,4.9
2,2,半耐久財,13118,4.5,-19.4,3634,3.6,6222,4.1,6846,3.6,12101,5.1,15907,5.6,18365,5,28660,3.9
2,4,サービス,1483,0.5,5.5,81,0.1,175,0.1,403,0.2,811,0.3,985,0.3,1255,0.3,6664,0.9
2,0,保健医療,15782,5.4,-2.5,5891,5.9,7073,4.7,10841,5.7,16126,6.8,23971,8.4,16213,4.4,30259,4.2
2,1,耐久財,1420,0.5,3.3,-,-,555,0.4,241,0.1,2728,1.2,1855,0.7,1522,0.4,3035,0.4
2,2,半耐久財,281,0.1,-66.2,206,0.2,86,0.1,319,0.2,363,0.2,222,0.1,210,0.1,561,0.1
2,3,非耐久財,4717,1.6,-4.5,2549,2.5,3306,2.2,4633,2.5,5105,2.2,5250,1.8,6710,1.8,5446,0.7
