項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,740,-,-,104,-,105,-,113,-,104,-,106,-,106,-,102,-
0,0,世帯人員,2.95,-,-,2.5,-,2.73,-,2.82,-,2.86,-,3.24,-,3.34,-,3.21,-
0,0,有業人員,1.27,-,-,0.98,-,1.08,-,1.21,-,1.42,-,1.38,-,1.53,-,1.31,-
0,0,世帯主平均年齢,59.7,-,-,65,-,64.1,-,61,-,56.7,-,55.5,-,57.4,-,58.2,-
0,0,消費支出,341700,-,8.1,115809,-,169776,-,218613,-,269368,-,328835,-,418414,-,866178,-
0,0,公共的料金,82773,24.2,-3.9,28763,24.8,49786,29.3,64103,29.3,76690,28.5,87051,26.5,106315,25.4,165853,19.1
1,0,公共料金等,57271,16.8,4,22171,19.1,38169,22.5,43110,19.7,54286,20.2,67517,20.5,74035,17.7,101172,11.7
1,1,米,1873,0.5,-4.6,1396,1.2,1587,0.9,2013,0.9,1513,0.6,2051,0.6,2162,0.5,2386,0.3
1,1,食塩,33,0,-17.5,16,0,45,0,30,0,33,0,29,0,38,0,43,0
1,1,学校給食,1168,0.3,6.6,78,0.1,915,0.5,1055,0.5,963,0.4,1298,0.4,2342,0.6,1515,0.2
1,1,公営家賃,445,0.1,-72.4,-,-,-,-,178,0.1,1873,0.7,1059,0.3,-,-,-,-
1,1,電気代,8877,2.6,3,5352,4.6,7130,4.2,8263,3.8,9234,3.4,9050,2.8,9840,2.4,13218,1.5
1,1,都市ガス,6133,1.8,2.6,3860,3.3,5523,3.3,5447,2.5,6559,2.4,6606,2,6624,1.6,8280,1
1,1,上下水道料,4979,1.5,-6.2,1700,1.5,4096,2.4,5232,2.4,5631,2.1,5359,1.6,6135,1.5,6673,0.8
1,1,医科診療代,2874,0.8,-14.2,1111,1,2050,1.2,2497,1.1,3628,1.3,4603,1.4,2353,0.6,3871,0.4
1,1,歯科診療代,3622,1.1,307,412,0.4,323,0.2,733,0.3,1270,0.5,4234,1.3,2951,0.7,15350,1.8
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1279,0.4,36.4,193,0.2,732,0.4,902,0.4,1080,0.4,565,0.2,5335,1.3,133,0
1,1,鉄道運賃,3033,0.9,-10,601,0.5,1841,1.1,1916,0.9,2075,0.8,3645,1.1,4921,1.2,6205,0.7
1,1,鉄道通学定期代,106,0,-67.8,-,-,-,-,59,0,51,0,176,0.1,274,0.1,186,0
1,1,鉄道通勤定期代,1703,0.5,12.7,60,0.1,113,0.1,201,0.1,994,0.4,3041,0.9,2443,0.6,5051,0.6
1,1,バス代,382,0.1,-21.7,52,0,75,0,325,0.1,472,0.2,434,0.1,446,0.1,862,0.1
1,1,バス通学定期代,66,0,112.9,-,-,-,-,-,-,59,0,38,0,11,0,350,0
1,1,バス通勤定期代,11,0,-87.2,-,-,3,0,-,-,-,-,-,-,51,0,22,0
1,1,タクシー代,815,0.2,-18,533,0.5,955,0.6,504,0.2,581,0.2,660,0.2,892,0.2,1571,0.2
1,1,航空運賃,749,0.2,8.4,-,-,-,-,309,0.1,179,0.1,782,0.2,183,0,3768,0.4
1,1,郵便料,139,0,-4.8,27,0,202,0.1,150,0.1,182,0.1,158,0,125,0,129,0
1,1,固定電話通信料,2087,0.6,-6.7,1852,1.6,1835,1.1,1341,0.6,2268,0.8,2301,0.7,2344,0.6,2659,0.3
1,1,移動電話通信料,11115,3.3,13,3066,2.6,7648,4.5,8518,3.9,10976,4.1,13797,4.2,15993,3.8,17732,2
1,1,ＮＨＫ放送受信料,1099,0.3,10.1,575,0.5,706,0.4,584,0.3,733,0.3,1801,0.5,1365,0.3,1924,0.2
1,1,ケーブルテレビ放送受信料,1247,0.4,13.4,346,0.3,1217,0.7,1326,0.6,1205,0.4,1298,0.4,1421,0.3,1912,0.2
1,1,他の放送受信料,159,0,-1.9,136,0.1,49,0,116,0.1,144,0.1,235,0.1,111,0,323,0
1,1,国公立小学校,597,0.2,78.2,-,-,178,0.1,602,0.3,353,0.1,710,0.2,1267,0.3,1064,0.1
1,1,国公立中学校,356,0.1,6.3,13,0,234,0.1,-,-,144,0.1,755,0.2,665,0.2,678,0.1
1,1,国公立高校,885,0.3,86.3,-,-,-,-,-,-,692,0.3,1554,0.5,2451,0.6,1490,0.2
1,1,国公立大学,246,0.1,-79.8,-,-,-,-,-,-,-,-,-,-,-,-,1710,0.2
1,1,たばこ,1194,0.3,29.1,792,0.7,711,0.4,810,0.4,1395,0.5,1279,0.4,1294,0.3,2068,0.2
2,0,準公共料金等,25501,7.5,-17.9,6592,5.7,11616,6.8,20993,9.6,22405,8.3,19534,5.9,32280,7.7,64681,7.5
2,1,牛乳,1452,0.4,3.1,1264,1.1,1227,0.7,1289,0.6,1160,0.4,1535,0.5,1972,0.5,1716,0.2
2,1,灯油,72,0,380,80,0.1,33,0,46,0,55,0,208,0.1,82,0,-,-
2,1,プロパンガス,439,0.1,-3.5,402,0.3,403,0.2,871,0.4,244,0.1,536,0.2,474,0.1,153,0
2,1,理髪料,452,0.1,2.5,189,0.2,204,0.1,367,0.2,349,0.1,658,0.2,556,0.1,844,0.1
2,1,パーマネント代,433,0.1,-5.5,-,-,489,0.3,348,0.2,175,0.1,485,0.1,313,0.1,1218,0.1
2,1,洗濯代,1292,0.4,-22.5,562,0.5,576,0.3,813,0.4,1321,0.5,1120,0.3,1935,0.5,2699,0.3
