区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,730,-,-,102,-,102,-,105,-,110,-,108,-,102,-,101,-
0,0,世帯人員,2.93,-,-,2.51,-,2.72,-,2.82,-,2.9,-,3.05,-,3.12,-,3.36,-
0,0,有業人員,1.28,-,-,0.98,-,1.14,-,1.17,-,1.3,-,1.37,-,1.42,-,1.6,-
0,0,世帯主平均年齢,59.4,-,-,66.4,-,61.5,-,62.2,-,59,-,54.9,-,56.9,-,54.8,-
0,0,消費支出,302563,100,5.8,100032,100,154797,100,202142,100,242226,100,300181,100,377967,100,738285,100
1,0,商品,165681,54.8,7.7,77469,77.4,100826,65.1,126960,62.8,139326,57.5,163752,54.6,192563,50.9,357886,48.5
1,1,耐久財,24763,8.2,111.1,1154,1.2,1171,0.8,3017,1.5,5580,2.3,7659,2.6,18090,4.8,136307,18.5
1,2,半耐久財,27711,9.2,-4.9,6010,6,10927,7.1,18584,9.2,19634,8.1,32865,10.9,42386,11.2,63349,8.6
1,3,非耐久財,113207,37.4,0.2,70305,70.3,88729,57.3,105359,52.1,114113,47.1,123227,41.1,132087,34.9,158230,21.4
1,0,サービス,136882,45.2,3.6,22563,22.6,53971,34.9,75182,37.2,102900,42.5,136429,45.4,185404,49.1,380400,51.5
2,0,食料,86623,28.6,0.6,50488,50.5,63822,41.2,75115,37.2,86606,35.8,94204,31.4,106276,28.1,129472,17.5
2,3,非耐久財,67674,22.4,0.7,44859,44.8,52733,34.1,62810,31.1,69627,28.7,73113,24.4,79914,21.1,90431,12.2
2,4,サービス,18949,6.3,0.2,5629,5.6,11089,7.2,12305,6.1,16980,7,21091,7,26363,7,39041,5.3
2,0,住居,21154,7,-4.7,3017,3,5272,3.4,8691,4.3,21420,8.8,20881,7,36435,9.6,52099,7.1
