項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,879,-,1387,-,1556,-,1885,-,1089,-,1294,-,1066,-,843,-
0,0,0,0,0,調査世帯数,361,-,31,-,51,-,58,-,63,-,42,-,48,-,37,-,31,-
0,0,0,0,0,世帯人員,3.4,-,3.38,-,3.56,-,3.93,-,3.57,-,3.73,-,3.06,-,2.93,-,2.49,-
0,0,0,0,0,有業人員,1.64,-,1.66,-,1.4,-,1.57,-,1.49,-,1.85,-,1.91,-,1.93,-,1.47,-
0,0,0,0,0,世帯主平均年齢,48.8,-,30.9,-,37,-,42.2,-,47.3,-,51.8,-,57.2,-,62,-,69.3,-
1,0,0,0,0,受取,1083008,-,861714,-,1029485,-,1008986,-,1199354,-,1452014,-,1052125,-,937093,-,1033397,-
1,1,0,0,0,実収入,531854,100,510119,100,526703,100,519760,100,586438,100,600862,100,547649,100,411935,100,501450,100
1,2,0,0,0,経常収入,526991,99.1,509420,99.9,508188,96.5,515315,99.1,584923,99.7,598460,99.6,541952,99,409728,99.5,501180,99.9
1,3,0,0,0,勤め先収入,480301,90.3,475370,93.2,468886,89,472982,91,563689,96.1,575611,95.8,532482,97.2,345732,83.9,298195,59.5
1,4,0,0,0,世帯主収入,421246,79.2,389906,76.4,408565,77.6,397581,76.5,497053,84.8,518022,86.2,469873,85.8,314216,76.3,284630,56.8
1,6,0,0,0,うち男,398074,74.8,358341,70.2,398926,75.7,388288,74.7,455477,77.7,501494,83.5,422920,77.2,297502,72.2,283226,56.5
1,5,0,0,0,定期収入,418356,78.7,387772,76,402936,76.5,389065,74.9,495597,84.5,517668,86.2,469349,85.7,312196,75.8,284630,56.8
1,5,0,0,0,臨時収入,2890,0.5,2134,0.4,5629,1.1,8516,1.6,1456,0.2,354,0.1,523,0.1,2020,0.5,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,53825,10.1,76820,15.1,60321,11.5,75401,14.5,63206,10.8,43865,7.3,48407,8.8,28255,6.9,11867,2.4
1,6,0,0,0,うち女,50807,9.6,60548,11.9,48873,9.3,75401,14.5,63206,10.8,43865,7.3,48407,8.8,28255,6.9,11867,2.4
1,4,0,0,0,他の世帯員収入,5230,1,8644,1.7,-,-,-,-,3430,0.6,13724,2.3,14202,2.6,3261,0.8,1698,0.3
1,3,0,0,0,事業・内職収入,5148,1,-,-,4232,0.8,1842,0.4,4095,0.7,8563,1.4,3810,0.7,11943,2.9,9530,1.9
1,4,0,0,0,家賃収入,2612,0.5,-,-,-,-,202,0,-,-,8022,1.3,-,-,11005,2.7,6334,1.3
1,4,0,0,0,他の事業収入,1775,0.3,-,-,4232,0.8,-,-,2827,0.5,-,-,3810,0.7,-,-,1924,0.4
1,4,0,0,0,内職収入,761,0.1,-,-,-,-,1640,0.3,1268,0.2,541,0.1,-,-,938,0.2,1273,0.3
1,3,0,0,0,他の経常収入,41542,7.8,34050,6.7,35069,6.7,40491,7.8,17139,2.9,14286,2.4,5661,1,52052,12.6,193455,38.6
1,4,0,0,0,財産収入,13,0,-,-,0,0,37,0,0,0,-,-,-,-,65,0,-,-
1,4,0,0,0,社会保障給付,41164,7.7,33169,6.5,35069,6.7,39820,7.7,17139,2.9,14286,2.4,5661,1,50215,12.2,193455,38.6
1,5,0,0,0,公的年金給付,22216,4.2,-,-,-,-,2224,0.4,1695,0.3,-,-,4203,0.8,44021,10.7,193455,38.6
1,5,0,0,0,他の社会保障給付,18948,3.6,33169,6.5,35069,6.7,37596,7.2,15443,2.6,14286,2.4,1458,0.3,6194,1.5,-,-
1,4,0,0,0,仕送り金,365,0.1,881,0.2,-,-,634,0.1,-,-,-,-,-,-,1772,0.4,-,-
1,2,0,0,0,特別収入,4863,0.9,700,0.1,18516,3.5,4445,0.9,1515,0.3,2402,0.4,5696,1,2207,0.5,270,0.1
1,3,0,0,0,受贈金,3696,0.7,632,0.1,16319,3.1,3501,0.7,687,0.1,1612,0.3,3646,0.7,524,0.1,-,-
1,3,0,0,0,他の特別収入,1167,0.2,68,0,2196,0.4,944,0.2,828,0.1,789,0.1,2050,0.4,1683,0.4,270,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),467447,-,297108,-,427428,-,430735,-,508222,-,767968,-,379311,-,451467,-,454674,-
1,2,0,0,0,預貯金引出,388794,-,254906,-,358652,-,352403,-,385298,-,693116,-,313995,-,405827,-,353077,-
1,2,0,0,0,保険金,3412,-,-,-,-,-,-,-,-,-,1753,-,-,-,355,-,37740,-
1,3,0,0,0,個人・企業年金保険金,3221,-,-,-,-,-,-,-,-,-,-,-,-,-,355,-,37740,-
1,3,0,0,0,他の保険金,191,-,-,-,-,-,-,-,-,-,1753,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,10227,-,-,-,321,-,209,-,50589,-,5601,-,9,-,-,-,2,-
1,2,0,0,0,一括払購入借入金,64695,-,42203,-,68270,-,76486,-,72335,-,67218,-,65242,-,45284,-,63854,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,320,-,-,-,186,-,1638,-,-,-,280,-,65,-,1,-,-,-
1,1,0,0,0,繰入金,83708,-,54486,-,75353,-,58490,-,104694,-,83184,-,125165,-,73692,-,77273,-
2,0,0,0,0,支払,1083008,-,861714,-,1029485,-,1008986,-,1199354,-,1452014,-,1052125,-,937093,-,1033397,-
2,1,0,0,0,実支出,458674,-,307507,-,355037,-,422306,-,503599,-,779750,-,423814,-,438975,-,417054,-
2,2,0,0,0,生計支出,364527,-,226752,-,271324,-,320095,-,393709,-,666318,-,316953,-,368566,-,356271,-
2,3,0,0,0,消費支出,364527,100,226752,100,271324,100,320095,100,393709,100,666318,100,316953,100,368566,100,356271,100
2,4,1,0,0,食料,81646,22.4,60201,26.5,75496,27.8,82766,25.9,90416,23,95413,14.3,75817,23.9,85068,23.1,79275,22.3
2,5,1,1,0,穀類,6554,1.8,5588,2.5,5898,2.2,6701,2.1,7344,1.9,8007,1.2,5369,1.7,7542,2,5291,1.5
2,6,1,1,1,米類,1772,0.5,1643,0.7,1397,0.5,1357,0.4,1883,0.5,3056,0.5,1188,0.4,2503,0.7,1349,0.4
2,6,1,1,2,パン,3023,0.8,2453,1.1,2900,1.1,3341,1,3433,0.9,2958,0.4,2796,0.9,3295,0.9,2404,0.7
2,6,1,1,3,麺類,1253,0.3,1105,0.5,1108,0.4,1316,0.4,1480,0.4,1371,0.2,1007,0.3,1343,0.4,1126,0.3
2,6,1,1,4,他の穀類,507,0.1,387,0.2,493,0.2,686,0.2,548,0.1,623,0.1,378,0.1,401,0.1,412,0.1
2,5,1,2,0,魚介類,5134,1.4,3313,1.5,3912,1.4,3967,1.2,4723,1.2,7637,1.1,5322,1.7,6423,1.7,6968,2
2,6,1,2,1,生鮮魚介,3107,0.9,1744,0.8,2334,0.9,2472,0.8,2738,0.7,4631,0.7,3352,1.1,3776,1,4609,1.3
2,6,1,2,2,塩干魚介,908,0.2,700,0.3,708,0.3,650,0.2,1055,0.3,1433,0.2,785,0.2,1147,0.3,813,0.2
2,6,1,2,3,魚肉練製品,419,0.1,228,0.1,304,0.1,274,0.1,392,0.1,513,0.1,450,0.1,592,0.2,747,0.2
2,6,1,2,4,他の魚介加工品,700,0.2,642,0.3,567,0.2,571,0.2,537,0.1,1059,0.2,736,0.2,908,0.2,800,0.2
2,5,1,3,0,肉類,7497,2.1,5115,2.3,6509,2.4,8056,2.5,8147,2.1,8894,1.3,7266,2.3,9200,2.5,5522,1.5
2,6,1,3,1,生鮮肉,6129,1.7,3978,1.8,5237,1.9,6490,2,6673,1.7,7600,1.1,6115,1.9,7500,2,4348,1.2
2,6,1,3,2,加工肉,1368,0.4,1137,0.5,1272,0.5,1565,0.5,1474,0.4,1295,0.2,1151,0.4,1701,0.5,1174,0.3
2,5,1,4,0,乳卵類,4151,1.1,2866,1.3,3582,1.3,4017,1.3,4419,1.1,5000,0.8,4107,1.3,4310,1.2,4844,1.4
2,6,1,4,1,牛乳,1260,0.3,728,0.3,1010,0.4,1158,0.4,1395,0.4,1140,0.2,1233,0.4,1282,0.3,2274,0.6
2,6,1,4,2,乳製品,2123,0.6,1596,0.7,1799,0.7,2071,0.6,2147,0.5,2925,0.4,2277,0.7,2054,0.6,2059,0.6
2,6,1,4,3,卵,769,0.2,542,0.2,773,0.3,788,0.2,877,0.2,935,0.1,596,0.2,974,0.3,510,0.1
2,5,1,5,0,野菜・海藻,8685,2.4,6462,2.8,7214,2.7,7729,2.4,9173,2.3,10727,1.6,8378,2.6,10350,2.8,9820,2.8
2,6,1,5,1,生鮮野菜,6191,1.7,4764,2.1,5318,2,5448,1.7,6638,1.7,7608,1.1,5990,1.9,7294,2,6572,1.8
2,6,1,5,2,乾物・海藻,546,0.1,451,0.2,524,0.2,575,0.2,523,0.1,563,0.1,516,0.2,707,0.2,496,0.1
2,6,1,5,3,大豆加工品,992,0.3,679,0.3,825,0.3,863,0.3,962,0.2,1189,0.2,999,0.3,1143,0.3,1437,0.4
2,6,1,5,4,他の野菜・海藻加工品,956,0.3,567,0.3,548,0.2,843,0.3,1050,0.3,1368,0.2,874,0.3,1206,0.3,1315,0.4
2,5,1,6,0,果物,3202,0.9,2324,1,2779,1,2687,0.8,2867,0.7,2975,0.4,4303,1.4,3430,0.9,4835,1.4
2,6,1,6,1,生鮮果物,2856,0.8,2243,1,2510,0.9,2360,0.7,2611,0.7,2527,0.4,3852,1.2,3005,0.8,4234,1.2
2,6,1,6,2,果物加工品,347,0.1,81,0,269,0.1,327,0.1,256,0.1,448,0.1,451,0.1,425,0.1,601,0.2
2,5,1,7,0,油脂・調味料,3360,0.9,2971,1.3,3067,1.1,3497,1.1,3021,0.8,4086,0.6,2991,0.9,4039,1.1,3521,1
2,6,1,7,1,油脂,335,0.1,314,0.1,267,0.1,426,0.1,320,0.1,270,0,342,0.1,360,0.1,371,0.1
2,6,1,7,2,調味料,3025,0.8,2657,1.2,2800,1,3071,1,2701,0.7,3817,0.6,2649,0.8,3679,1,3150,0.9
2,5,1,8,0,菓子類,7043,1.9,5839,2.6,6826,2.5,7685,2.4,8259,2.1,7782,1.2,6345,2,6116,1.7,6037,1.7
2,5,1,9,0,調理食品,10765,3,7107,3.1,10078,3.7,10718,3.3,11354,2.9,13492,2,10886,3.4,11440,3.1,9917,2.8
2,6,1,9,1,主食的調理食品,4744,1.3,3282,1.4,4483,1.7,4648,1.5,5284,1.3,5409,0.8,5060,1.6,4647,1.3,4449,1.2
2,6,1,9,2,他の調理食品,6021,1.7,3825,1.7,5595,2.1,6070,1.9,6070,1.5,8083,1.2,5827,1.8,6793,1.8,5468,1.5
2,5,1,10,0,飲料,4054,1.1,2959,1.3,4026,1.5,3790,1.2,3854,1,4627,0.7,4137,1.3,4931,1.3,4201,1.2
2,6,1,10,1,茶類,906,0.2,553,0.2,831,0.3,744,0.2,968,0.2,810,0.1,933,0.3,1493,0.4,898,0.3
2,6,1,10,2,コーヒー・ココア,885,0.2,797,0.4,907,0.3,659,0.2,972,0.2,724,0.1,999,0.3,956,0.3,1108,0.3
2,6,1,10,3,他の飲料,2263,0.6,1609,0.7,2289,0.8,2388,0.7,1914,0.5,3093,0.5,2206,0.7,2481,0.7,2195,0.6
2,5,1,11,0,酒類,2470,0.7,1160,0.5,2077,0.8,2505,0.8,3227,0.8,2031,0.3,1987,0.6,2627,0.7,3838,1.1
2,5,1,12,0,外食,18730,5.1,14496,6.4,19529,7.2,21415,6.7,24028,6.1,20155,3,14725,4.6,14660,4,14480,4.1
2,6,1,12,1,一般外食,17128,4.7,13590,6,18559,6.8,17366,5.4,21311,5.4,18244,2.7,14513,4.6,14562,4,14480,4.1
2,6,1,12,2,学校給食,1602,0.4,906,0.4,970,0.4,4049,1.3,2716,0.7,1911,0.3,211,0.1,97,0,-,-
2,4,2,0,0,住居,31128,8.5,46906,20.7,39161,14.4,30392,9.5,22204,5.6,35741,5.4,24499,7.7,16155,4.4,45907,12.9
2,5,2,1,0,家賃地代,23416,6.4,46323,20.4,38920,14.3,27609,8.6,18070,4.6,13453,2,21850,6.9,9938,2.7,10553,3
2,5,2,2,0,設備修繕・維持,7712,2.1,583,0.3,241,0.1,2783,0.9,4134,1.1,22288,3.3,2649,0.8,6217,1.7,35354,9.9
2,6,2,2,1,設備材料,302,0.1,57,0,35,0,490,0.2,677,0.2,34,0,441,0.1,37,0,276,0.1
2,6,2,2,2,工事その他のサービス,7410,2,526,0.2,206,0.1,2293,0.7,3457,0.9,22254,3.3,2208,0.7,6180,1.7,35078,9.8
2,4,3,0,0,光熱・水道,25796,7.1,21257,9.4,19678,7.3,24669,7.7,24635,6.3,31795,4.8,27110,8.6,30539,8.3,29505,8.3
2,5,3,1,0,電気代,11026,3,10136,4.5,9035,3.3,9347,2.9,10956,2.8,13955,2.1,12796,4,11754,3.2,11062,3.1
2,5,3,2,0,ガス代,8048,2.2,5990,2.6,5727,2.1,8231,2.6,6909,1.8,9199,1.4,8762,2.8,10580,2.9,10436,2.9
2,5,3,3,0,他の光熱,336,0.1,341,0.2,65,0,449,0.1,299,0.1,581,0.1,269,0.1,135,0,692,0.2
2,5,3,4,0,上下水道料,6386,1.8,4790,2.1,4851,1.8,6642,2.1,6470,1.6,8060,1.2,5282,1.7,8069,2.2,7316,2.1
2,4,4,0,0,家具・家事用品,10446,2.9,8269,3.6,8174,3,8792,2.7,9865,2.5,12265,1.8,19638,6.2,6467,1.8,9380,2.6
2,5,4,1,0,家庭用耐久財,3018,0.8,-,-,2088,0.8,1431,0.4,3309,0.8,294,0,10810,3.4,463,0.1,4766,1.3
2,6,4,1,1,家事用耐久財,2039,0.6,-,-,1507,0.6,1248,0.4,2923,0.7,129,0,8056,2.5,181,0,110,0
2,6,4,1,2,冷暖房用器具,457,0.1,-,-,372,0.1,-,-,331,0.1,165,0,-,-,-,-,3850,1.1
2,6,4,1,3,一般家具,522,0.1,-,-,209,0.1,183,0.1,56,0,-,-,2754,0.9,282,0.1,807,0.2
2,5,4,2,0,室内装備・装飾品,769,0.2,200,0.1,291,0.1,122,0,529,0.1,3342,0.5,1224,0.4,302,0.1,451,0.1
2,5,4,3,0,寝具類,1056,0.3,855,0.4,457,0.2,1672,0.5,450,0.1,1774,0.3,2028,0.6,1072,0.3,24,0
2,5,4,4,0,家事雑貨,2135,0.6,2254,1,2726,1,2028,0.6,2038,0.5,2514,0.4,2518,0.8,1388,0.4,1322,0.4
2,5,4,5,0,家事用消耗品,2907,0.8,2757,1.2,2429,0.9,3221,1,3249,0.8,3574,0.5,2398,0.8,2771,0.8,2600,0.7
2,5,4,6,0,家事サービス,561,0.2,2203,1,183,0.1,318,0.1,290,0.1,768,0.1,660,0.2,471,0.1,216,0.1
2,4,5,0,0,被服及び履物,12808,3.5,6950,3.1,14204,5.2,14058,4.4,11457,2.9,17437,2.6,15428,4.9,6847,1.9,14875,4.2
2,5,5,1,0,和服,26,0,-,-,-,-,-,-,-,-,-,-,201,0.1,-,-,-,-
2,5,5,2,0,洋服,6637,1.8,3321,1.5,7187,2.6,7853,2.5,5509,1.4,11628,1.7,9543,3,2157,0.6,4226,1.2
2,6,5,2,1,男子用洋服,2437,0.7,221,0.1,1896,0.7,2745,0.9,2447,0.6,4921,0.7,4715,1.5,693,0.2,546,0.2
2,6,5,2,2,婦人用洋服,3364,0.9,2315,1,2474,0.9,3811,1.2,2491,0.6,6153,0.9,4828,1.5,1464,0.4,3606,1
2,6,5,2,3,子供用洋服,836,0.2,784,0.3,2817,1,1297,0.4,571,0.1,554,0.1,-,-,-,-,74,0
2,5,5,3,0,シャツ・セーター類,1722,0.5,810,0.4,1001,0.4,1817,0.6,1517,0.4,2119,0.3,2319,0.7,1506,0.4,2983,0.8
2,6,5,3,1,男子用シャツ・セーター類,615,0.2,334,0.1,231,0.1,176,0.1,262,0.1,1163,0.2,857,0.3,445,0.1,2269,0.6
2,6,5,3,2,婦人用シャツ・セーター類,899,0.2,301,0.1,41,0,1133,0.4,1198,0.3,936,0.1,1461,0.5,1061,0.3,715,0.2
2,6,5,3,3,子供用シャツ・セーター類,208,0.1,174,0.1,729,0.3,508,0.2,56,0,21,0,-,-,-,-,-,-
2,5,5,4,0,下着類,726,0.2,573,0.3,676,0.2,704,0.2,725,0.2,631,0.1,733,0.2,944,0.3,847,0.2
2,6,5,4,1,男子用下着類,202,0.1,87,0,121,0,73,0,16,0,212,0,131,0,616,0.2,678,0.2
2,6,5,4,2,婦人用下着類,396,0.1,155,0.1,354,0.1,441,0.1,511,0.1,402,0.1,603,0.2,329,0.1,129,0
2,6,5,4,3,子供用下着類,129,0,331,0.1,201,0.1,189,0.1,197,0.1,16,0,-,-,-,-,40,0
2,5,5,5,0,生地・糸類,131,0,123,0.1,196,0.1,91,0,115,0,4,0,266,0.1,117,0,113,0
2,5,5,6,0,他の被服,1123,0.3,784,0.3,810,0.3,1015,0.3,956,0.2,928,0.1,921,0.3,556,0.2,3839,1.1
2,5,5,7,0,履物類,1660,0.5,1242,0.5,2997,1.1,2058,0.6,2019,0.5,1246,0.2,964,0.3,623,0.2,1278,0.4
2,5,5,8,0,被服関連サービス,784,0.2,98,0,1337,0.5,519,0.2,617,0.2,882,0.1,481,0.2,944,0.3,1588,0.4
