項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,367,-,-,56,-,49,-,54,-,53,-,49,-,52,-,54,-
0,0,0,0,0,世帯人員,3.36,-,-,3.15,-,3.05,-,3.23,-,3.47,-,3.49,-,3.54,-,3.6,-
0,0,0,0,0,有業人員,1.65,-,-,1.47,-,1.59,-,1.57,-,1.47,-,1.87,-,1.82,-,1.75,-
0,0,0,0,0,世帯主平均年齢,49.1,-,-,51.4,-,54,-,47.4,-,44.5,-,50,-,47.2,-,49.3,-
1,0,0,0,0,受取,1167747,-,1.8,572403,-,809680,-,810929,-,1040594,-,1164939,-,1986027,-,1768431,-
1,1,0,0,0,実収入,512393,100,-8.1,113132,100,332856,100,390428,100,504740,100,587792,100,691782,100,956053,100
1,2,0,0,0,経常収入,501832,97.9,-9.3,110431,97.6,313275,94.1,388393,99.5,492242,97.5,579866,98.7,686163,99.2,932736,97.6
1,3,0,0,0,勤め先収入,471191,92,-9,49724,44,263792,79.3,376115,96.3,460396,91.2,546160,92.9,669863,96.8,921984,96.4
1,4,0,0,0,世帯主収入,417218,81.4,-5.8,46949,41.5,253432,76.1,352699,90.3,437475,86.7,473279,80.5,573904,83,774596,81
1,6,0,0,0,うち男,388524,75.8,-8.9,34815,30.8,204081,61.3,339258,86.9,413077,81.8,448855,76.4,573904,83,698186,73
1,5,0,0,0,定期収入,405556,79.1,-5.6,46309,40.9,251189,75.5,347187,88.9,430026,85.2,461198,78.5,561803,81.2,733450,76.7
1,5,0,0,0,臨時収入,7568,1.5,65.9,641,0.6,2243,0.7,5512,1.4,7449,1.5,12081,2.1,10847,1.6,14077,1.5
1,5,0,0,0,賞与,4093,0.8,-52.9,-,-,-,-,-,-,-,-,-,-,1254,0.2,27069,2.8
1,4,0,0,0,世帯主の配偶者の収入,49298,9.6,-25,2775,2.5,6544,2,21108,5.4,21730,4.3,68315,11.6,95959,13.9,126774,13.3
1,6,0,0,0,うち女,45886,9,-27.4,2775,2.5,6544,2,21108,5.4,21730,4.3,58907,10,95959,13.9,112424,11.8
1,4,0,0,0,他の世帯員収入,4676,0.9,-50.3,-,-,3816,1.1,2309,0.6,1191,0.2,4566,0.8,-,-,20614,2.2
1,3,0,0,0,事業・内職収入,2866,0.6,-33.6,6128,5.4,-,-,1110,0.3,12034,2.4,1031,0.2,-,-,-,-
