項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,339,-,-,50,-,48,-,45,-,52,-,47,-,50,-,47,-
0,0,世帯人員,3.26,-,-,2.94,-,2.87,-,3.28,-,3.17,-,3.39,-,3.62,-,3.56,-
0,0,有業人員,1.74,-,-,1.61,-,1.74,-,1.66,-,1.83,-,1.82,-,1.68,-,1.86,-
0,0,世帯主平均年齢,50.4,-,-,55.5,-,55,-,48.7,-,52.1,-,47.7,-,45.3,-,48.5,-
0,0,消費支出,395892,-,-0.7,275700,-,270185,-,314314,-,450811,-,490663,-,493220,-,472943,-
0,0,公共的料金,94498,23.9,-5.2,72981,26.5,75866,28.1,76277,24.3,99776,22.1,117568,24,134708,27.3,83696,17.7
1,0,公共料金等,58164,14.7,-0.6,45135,16.4,50283,18.6,54762,17.4,53219,11.8,67316,13.7,70140,14.2,66242,14
1,1,米,1752,0.4,10.4,1432,0.5,1537,0.6,1575,0.5,1971,0.4,1856,0.4,1582,0.3,2300,0.5
1,1,食塩,31,0,34.8,32,0,49,0,11,0,10,0,64,0,29,0,25,0
1,1,学校給食,1312,0.3,-20.5,1033,0.4,926,0.3,998,0.3,1171,0.3,923,0.2,2335,0.5,1783,0.4
1,1,公営家賃,620,0.2,-36.7,958,0.3,233,0.1,-,-,1596,0.4,1539,0.3,-,-,-,-
1,1,電気代,9313,2.4,13.5,7859,2.9,7686,2.8,8633,2.7,9282,2.1,9445,1.9,12010,2.4,10236,2.2
1,1,都市ガス,6366,1.6,22.5,5236,1.9,4811,1.8,7075,2.3,5673,1.3,6740,1.4,7305,1.5,7749,1.6
1,1,上下水道料,4854,1.2,-12.4,3250,1.2,5520,2,5859,1.9,3270,0.7,4986,1,5597,1.1,5532,1.2
1,1,医科診療代,2851,0.7,-11,2333,0.8,4216,1.6,2939,0.9,2689,0.6,3816,0.8,1274,0.3,2710,0.6
1,1,歯科診療代,1819,0.5,27.4,1101,0.4,510,0.2,2332,0.7,964,0.2,1183,0.2,3202,0.6,3452,0.7
