項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,709,-,-,101,-,97,-,107,-,102,-,105,-,95,-,102,-
0,0,世帯人員,2.94,-,-,2.49,-,2.76,-,2.95,-,2.8,-,3.16,-,3.34,-,3.08,-
0,0,有業人員,1.31,-,-,0.88,-,1.21,-,1.23,-,1.28,-,1.47,-,1.59,-,1.54,-
0,0,世帯主平均年齢,60.9,-,-,67.2,-,62.3,-,62.6,-,62.2,-,58.1,-,56.2,-,57.6,-
0,0,消費支出,299426,-,-4.3,107338,-,167016,-,206947,-,250426,-,307339,-,389235,-,662265,-
0,0,公共的料金,73038,24.4,-8.7,27028,25.2,48038,28.8,55172,26.7,65302,26.1,76445,24.9,97467,25,140804,21.3
1,0,公共料金等,50542,16.9,-4,22304,20.8,36054,21.6,38728,18.7,49422,19.7,52500,17.1,67811,17.4,86447,13.1
1,1,米,1752,0.6,13.8,1475,1.4,1446,0.9,2256,1.1,2116,0.8,2065,0.7,1399,0.4,1504,0.2
1,1,食塩,41,0,28.1,33,0,23,0,46,0,29,0,51,0,59,0,45,0
1,1,学校給食,876,0.3,-6.9,101,0.1,480,0.3,637,0.3,871,0.3,1442,0.5,1533,0.4,1063,0.2
1,1,公営家賃,577,0.2,-44.2,350,0.3,471,0.3,113,0.1,155,0.1,1452,0.5,735,0.2,754,0.1
1,1,電気代,8506,2.8,11.1,5616,5.2,7431,4.4,7523,3.6,9636,3.8,8790,2.9,9528,2.4,10977,1.7
1,1,都市ガス,4691,1.6,16.7,3099,2.9,4302,2.6,4365,2.1,4693,1.9,4782,1.6,5634,1.4,5947,0.9
1,1,上下水道料,5223,1.7,7.2,2667,2.5,4122,2.5,4783,2.3,5764,2.3,5879,1.9,6852,1.8,6467,1
1,1,医科診療代,3388,1.1,-11.4,1688,1.6,3010,1.8,2758,1.3,2735,1.1,2959,1,5545,1.4,5011,0.8
1,1,歯科診療代,1470,0.5,-41.6,429,0.4,484,0.3,1010,0.5,2100,0.8,886,0.3,1108,0.3,4232,0.6
1,1,出産入院料,430,0.1,...,-,-,-,-,-,-,-,-,-,-,-,-,2977,0.4
1,1,他の入院料,1072,0.4,-24.2,217,0.2,942,0.6,232,0.1,719,0.3,453,0.1,1243,0.3,3668,0.6
1,1,鉄道運賃,2838,0.9,-10.5,281,0.3,964,0.6,1368,0.7,1620,0.6,3223,1,4742,1.2,7594,1.1
1,1,鉄道通学定期代,209,0.1,16.1,-,-,-,-,121,0.1,203,0.1,-,-,954,0.2,186,0
1,1,鉄道通勤定期代,1809,0.6,60.5,45,0,826,0.5,542,0.3,786,0.3,1810,0.6,4436,1.1,4187,0.6
1,1,バス代,265,0.1,-35.7,91,0.1,97,0.1,273,0.1,93,0,290,0.1,316,0.1,689,0.1
1,1,バス通学定期代,14,0,-89.8,-,-,-,-,-,-,20,0,-,-,-,-,76,0
1,1,バス通勤定期代,165,0.1,...,-,-,-,-,13,0,-,-,333,0.1,-,-,800,0.1
1,1,タクシー代,649,0.2,-28.7,168,0.2,645,0.4,530,0.3,368,0.1,765,0.2,888,0.2,1172,0.2
1,1,航空運賃,448,0.1,-62,-,-,-,-,211,0.1,344,0.1,359,0.1,1133,0.3,1079,0.2
1,1,郵便料,1379,0.5,13.9,490,0.5,617,0.4,689,0.3,1794,0.7,1414,0.5,1572,0.4,3051,0.5
1,1,固定電話通信料,1677,0.6,-19.4,1347,1.3,1514,0.9,1533,0.7,1916,0.8,1439,0.5,1786,0.5,2200,0.3
1,1,移動電話通信料,9545,3.2,2.9,3074,2.9,6151,3.7,7265,3.5,9194,3.7,11103,3.6,13367,3.4,16542,2.5
1,1,ＮＨＫ放送受信料,837,0.3,0.8,235,0.2,1293,0.8,392,0.2,1167,0.5,758,0.2,888,0.2,1130,0.2
1,1,ケーブルテレビ放送受信料,1260,0.4,4.7,676,0.6,807,0.5,960,0.5,1816,0.7,1230,0.4,1735,0.4,1591,0.2
1,1,他の放送受信料,150,0.1,0,22,0,11,0,78,0,128,0.1,95,0,287,0.1,429,0.1
1,1,国公立小学校,108,0,-61,-,-,115,0.1,29,0,119,0,279,0.1,108,0,108,0
1,1,国公立中学校,168,0.1,-39.6,-,-,36,0,-,-,59,0,111,0,796,0.2,176,0
1,1,国公立高校,29,0,-92.6,-,-,-,-,202,0.1,-,-,-,-,-,-,-,-
1,1,国公立大学,258,0.1,-78.4,-,-,-,-,-,-,-,-,-,-,-,-,1786,0.3
1,1,たばこ,707,0.2,-11.5,199,0.2,267,0.2,798,0.4,977,0.4,532,0.2,1166,0.3,1005,0.2
2,0,準公共料金等,22496,7.5,-17.8,4724,4.4,11984,7.2,16444,7.9,15880,6.3,23945,7.8,29656,7.6,54357,8.2
2,1,牛乳,1435,0.5,11.8,1023,1,1231,0.7,1457,0.7,1222,0.5,1801,0.6,1501,0.4,1804,0.3
2,1,灯油,394,0.1,-11.7,270,0.3,662,0.4,364,0.2,547,0.2,363,0.1,232,0.1,321,0
2,1,プロパンガス,292,0.1,-13.9,179,0.2,178,0.1,223,0.1,641,0.3,330,0.1,276,0.1,213,0
2,1,理髪料,384,0.1,23.1,98,0.1,286,0.2,336,0.2,308,0.1,477,0.2,564,0.1,618,0.1
2,1,パーマネント代,348,0.1,11.9,113,0.1,77,0,260,0.1,457,0.2,545,0.2,608,0.2,376,0.1
2,1,洗濯代,901,0.3,-0.1,108,0.1,201,0.1,590,0.3,734,0.3,887,0.3,770,0.2,2984,0.5
2,1,新聞,2510,0.8,-2.9,2151,2,2175,1.3,2071,1,2723,1.1,2990,1,2390,0.6,3053,0.5
2,1,私立小学校,187,0.1,-58.6,-,-,-,-,-,-,-,-,-,-,370,0.1,932,0.1
2,1,私立中学校,126,0,-62.2,-,-,-,-,-,-,-,-,-,-,492,0.1,386,0.1
2,1,私立高校,2035,0.7,53.8,-,-,-,-,-,-,81,0,-,-,2405,0.6,11641,1.8
2,1,私立大学,11,0,-98.9,-,-,-,-,74,0,-,-,-,-,-,-,-,-
2,1,幼児教育費用,1818,0.6,-43.4,57,0.1,957,0.6,1601,0.8,1680,0.7,1660,0.5,2499,0.6,4239,0.6
2,1,民営家賃,10570,3.5,-24,594,0.6,5760,3.4,7644,3.7,6250,2.5,14890,4.8,14223,3.7,24389,3.7
2,1,地代,1485,0.5,63.4,131,0.1,456,0.3,1824,0.9,1238,0.5,-,-,3327,0.9,3401,0.5
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年11月,,,,,,,,,,,,,,,,,,,
第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―全世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
